x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,2.1112967021,0.0157264771,2.1112967021,0,0.0222405973,0,nan
4,1.6403663618,0.0094250522,1.6328077406,0.0075586212,0.0153868185,0.0046292169,0.0094235966
8,0.8276725123,0.0079173912,0.7631604079,0.0645121044,0.0097467676,0.0845328239,0.0127870968
12,0.3324175778,0.0074983755,0.2303931781,0.1020243997,0.0076922532,0.4428273466,0.0335500454
16,0.1500257417,0.0071582559,0.0620605394,0.0879652022,0.0071731669,1.4174095657,0.1160645809
20,0.1048070266,0.0063185516,0.0290161192,0.0757909074,0.0063222471,2.6120277149,0.2187543616
24,0.0736080636,0.0065028732,0.0212758188,0.0523322448,0.006504804,2.459705328,0.306285438
28,0.0569590974,0.0060713976,0.0164431792,0.0405159182,0.0060726329,2.4639954145,0.369765926
32,0.0485689385,0.0058653979,0.0123145492,0.0362543892,0.0058661151,2.9440289318,0.476860959
36,0.0431263606,0.005886995,0.0088769103,0.0342494502,0.0058873664,3.8582624889,0.6638448436
40,0.035080496,0.0056429784,0.0061572223,0.0289232737,0.0056431647,4.6974548398,0.9171791224
44,0.034600781,0.0057586307,0.0041094528,0.0304913282,0.005758712,7.4198024165,1.4024224858
48,0.0289672386,0.0054780486,0.0026391209,0.0263281178,0.0054780839,9.9760939258,2.0770526852
52,0.0243247358,0.0053259826,0.0016308374,0.0226938984,0.0053259964,13.9154877098,3.2674491058
56,0.0219356857,0.0054230803,0.0009697017,0.0209659839,0.0054230851,21.6210644506,5.594847383
60,0.0154764482,0.0053425015,0.0005548068,0.0149216414,0.0053425031,26.8952017579,9.6315670974
64,0.0158575468,0.0053872201,0.0003054369,0.0155521099,0.0053872206,50.9175852846,17.6418297928
68,0.0104255924,0.0051819439,0.0001617996,0.0102637928,0.005181944,63.4352305658,32.0304192728
72,0.0054887857,0.0051857276,8.24725274258E-05,0.0054063132,0.0051857276,65.5528977951,62.8801386599
76,0.0077484597,0.0052318709,4.0449891779E-05,0.0077080098,0.0052318709,190.556993779,129.349812464
80,0.003272711,0.0052421311,1.90898069005E-05,0.0032536212,0.0052421311,170.437619076,274.606606162
84,0.0007440112,0.005111291,8.66885658366E-06,0.0007353423,0.005111291,84.8257549947,589.615703284
88,0.001944472,0.0052468853,3.78789744446E-06,0.0019406841,0.0052468853,512.338090611,1385.17614299
92,-0.0007479796,0.0052659962,1.5926146912E-06,-0.0007495722,0.0052659962,-470.655075198,-3306.5117358
96,-0.0036968431,0.005221211,6.44316620514E-07,-0.0036974874,0.005221211,-5738.6186817,-8103.59918579
100,0.0005621162,0.0051620193,2.50821096727E-07,0.0005618654,0.0051620193,2240.10409321,20580.4898777
104,0.0019933675,0.0051731803,0.000000094,0.0019932735,0.0051731803,21215.9261964,55062.3194495
108,0.0004611635,0.0053465282,3.38627210299E-08,0.0004611297,0.0053465282,13617.6202091,157888.353102
112,0.000104118,0.0053934439,1.1743969508E-08,0.0001041062,0.0053934439,8864.65558436,459252.20744
116,0.0004566925,0.0052868193,3.91907963635E-09,0.0004566886,0.0052868193,116529.548378,1348995.3859
120,0.0003739758,0.0053991661,1.25843089944E-09,0.0003739746,0.0053991661,297175.306855,4290395.94596
124,0.0006084282,0.0053373482,3.88821946093E-10,0.0006084278,0.0053373482,1564798.03954,13726977.5637
128,-0.001243537,0.0054871104,1.15597456191E-10,-0.0012435371,0.0054871104,-10757477.9675,-47467465.0707
132,0.0021693461,0.005496021,3.30690635058E-11,0.002169346,0.005496021,65600467.4111,166198984.49
136,0.0016516046,0.0054489721,9.10272927307E-12,0.0016516046,0.0054489721,181440591.749,598610136.998
140,-0.0010699215,0.0056797407,2.41100143069E-12,-0.0010699215,0.0056797407,-443766414.279,-2355762294.56
144,0.0001681586,0.0055702821,6.14468212618E-13,0.0001681586,0.0055702821,273665262.057,9065208100.38
148,-0.0019049396,0.0057084231,1.50687589418E-13,-0.0019049396,0.0057084231,-12641648995.1,-37882620027.9
152,-0.0011501303,0.0055667173,3.55575362229E-14,-0.0011501303,0.0055667173,-32345613483.3,-156555387449
156,-0.0021166991,0.0057114921,8.07350183246E-15,-0.0021166991,0.0057114921,-262178555910,-707439472169
160,-0.0028347236,0.0058869816,1.76387720018E-15,-0.0028347236,0.0058869816,-1607098040010,-3337544985010
164,0.0005722781,0.0057017844,3.70809503644E-16,0.0005722781,0.0057017844,1543320986930,15376590901400
168,-0.0013354082,0.0058387068,7.50083267356E-17,-0.0013354082,0.0058387068,-17803466355200,-77840894767600
172,-0.000714722,0.0057362997,1.45997093482E-17,-0.000714722,0.0057362997,-48954533088000,-392905233532000
176,-0.000311507,0.0059083903,2.7343559796E-18,-0.000311507,0.0059083903,-113923342825000,-2160797944790000
180,0.0015308685,0.0059921631,4.92767445829E-19,0.0015308685,0.0059921631,3106675351300000,1.21602472206E+016
184,0.0020935281,0.0058883999,8.54486243624E-20,0.0020935281,0.0058883999,2.45004309401E+016,6.89118237512E+016
188,0.001262744,0.0060131751,1.42575286604E-20,0.001262744,0.0060131751,8.85668240825E+016,4.21754888695E+017
192,0.0031528012,0.0059030022,2.28907247118E-21,0.0031528012,0.0059030022,1.37732695808E+018,2.57879511731E+018
196,0.0010649171,0.0060466929,3.53631499905E-22,0.0010649171,0.0060466929,3.01137510301E+018,1.70988673168E+019
200,0.0032787082,0.0059250052,5.2567636972E-23,0.0032787082,0.0059250052,6.23712300368E+019,1.1271299041E+020
204,0.0010729244,0.0059912179,7.51903451277E-24,0.0010729244,0.0059912179,1.42694434102E+020,7.96807514445E+020
208,0.0005574841,0.0061356061,1.03486050569E-24,0.0005574841,0.0061356061,5.38704573167E+020,5.92892231846E+021
212,-0.0010212988,0.0059315274,1.37049564199E-25,-0.0010212988,0.0059315274,-7.45204004604E+021,-4.3280198051E+022
216,-0.0013434702,0.0061128451,1.74642369932E-26,-0.0013434702,0.0061128451,-7.69269330128E+022,-3.50021203358E+023
220,0.0013223824,0.0058382615,2.14139944061E-27,0.0013223824,0.0058382615,6.17531870563E+023,2.72638054847E+024
224,0.0005681587,0.0060378601,2.52651490647E-28,0.0005681587,0.0060378601,2.24878413901E+024,2.38979850799E+025
228,0.000150403,0.0059940046,2.8682840396E-29,0.000150403,0.0059940046,5.243656867E+024,2.08975283248E+026
232,-0.0010058271,0.0059518112,3.1332753284E-30,-0.0010058271,0.0059518112,-3.21014606512E+026,-1.8995508767E+027
236,-0.0006555455,0.0059742772,3.29344998957E-31,-0.0006555455,0.0059742772,-1.99045215626E+027,-1.81398813053E+028
240,-0.000353842,0.0058616141,3.33103885522E-32,-0.000353842,0.0058616141,-1.06225707711E+028,-1.75969568346E+029
244,-0.0028433574,0.005950641,3.24178669424E-33,-0.0028433574,0.005950641,-8.77095772039E+029,-1.83561696949E+030
248,0.000347372,0.0059262009,3.03574496607E-34,0.000347372,0.0059262009,1.14427252725E+030,1.95214074703E+031
