x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,1.03899859,0.0122081209,1.03899859,0,0.0172648902,0,nan
4,0.8150469298,0.0073044419,0.8035274903,0.0115194395,0.0119370922,0.0143360864,0.0148568153
8,0.4542272354,0.006143226,0.3755618938,0.0786653416,0.0075638702,0.2094603924,0.0202899617
12,0.2238403283,0.0058204029,0.1133797002,0.1104606281,0.0059709166,0.9742540145,0.0538928141
16,0.1342096042,0.0055731682,0.0305408581,0.1036687461,0.0055847093,3.3944280731,0.1871593494
20,0.09728634,0.0049019718,0.0142792374,0.0830071025,0.0049048423,5.8131327358,0.3502199255
24,0.0766767666,0.0050598863,0.0104701275,0.0662066391,0.0050613817,6.3233842117,0.4890881107
28,0.0642834684,0.0047226456,0.0080919181,0.0561915503,0.0047236026,6.9441570555,0.5894180375
32,0.0574887884,0.0045607934,0.0060601616,0.0514286268,0.0045613492,8.4863457088,0.7592540465
36,0.0488291687,0.0045820971,0.0043684515,0.0444607172,0.0045823846,10.1776834976,1.0557669397
40,0.0449273038,0.0043881101,0.0030300551,0.0418972487,0.0043882545,13.8272234926,1.4573270974
44,0.039500145,0.0044833487,0.0020223191,0.0374778259,0.0044834117,18.5321027077,2.2276334965
48,0.0365632996,0.0042659634,0.0012987482,0.0352645513,0.0042659907,27.1527231509,3.3001519786
52,0.0312012284,0.0041517686,0.0008025579,0.0303986706,0.0041517794,37.8772314512,5.1922925812
56,0.027126082,0.0042230677,0.0004772038,0.0266488782,0.0042230714,55.8438132082,8.8739109861
60,0.022041402,0.0041677777,0.0002730282,0.0217683739,0.0041677789,79.7294019969,15.2937325606
64,0.021633341,0.0042009133,0.0001503098,0.0214830312,0.0042009136,142.925049862,27.9987828045
68,0.0171962468,0.0040422949,7.96238264054E-05,0.017116623,0.004042295,214.968606123,50.8302008664
72,0.0150645967,0.0040507822,4.05858824224E-05,0.0150240108,0.0040507822,370.178246091,99.9023974312
76,0.0113466089,0.0040908337,0.000019906,0.0113267029,0.0040908338,569.010730339,205.61674777
80,0.0124478708,0.0041015848,9.39436055269E-06,0.0124384764,0.0041015848,1324.03651836,436.877826824
84,0.0075341688,0.0039972077,4.26606537986E-06,0.0075299027,0.0039972077,1765.06969705,937.207109213
88,0.0016548976,0.0041039386,1.86407722799E-06,0.0016530335,0.0041039386,886.783827625,2201.6172368
92,0.0041114186,0.0041176638,7.83747929386E-07,0.0041106349,0.0041176638,5244.84306811,5254.17276895
96,0.0029556098,0.0040825774,3.17077206425E-07,0.0029552927,0.0040825774,9320.4198492,12876.1227592
