x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,5.2497298822,0.2660162632,5.2497298822,0,0.3762038072,0,nan
2,4.1606412528,0.1574455539,4.4407749258,-0.280133673,0.2746364356,-0.0630821597,-0.0619268129
4,2.3128180923,0.1327407004,2.7175857112,-0.4047676189,0.1912672927,-0.148943828,-0.0707848409
6,1.0858686031,0.1253228569,1.2654833586,-0.1796147555,0.1407758488,-0.1419337159,-0.1114750016
8,0.5275109314,0.1197693826,0.5245173805,0.0029935509,0.1226830215,0.0057072483,0.2338971402
10,0.3106220991,0.105493628,0.2601915201,0.0504305789,0.1063143318,0.1938209936,0.408718314
12,0.1421729061,0.1086466559,0.1745091444,-0.0323362383,0.109005921,-0.1852982456,-0.6247135979
14,-0.0170230112,0.1009974758,0.1328470986,-0.1498701098,0.1012215668,-1.1281398793,-0.7640818131
16,-0.0607270732,0.097299431,0.1012335002,-0.1619605734,0.0974345602,-1.599871318,-0.9658816929
18,-0.048131026,0.0974438699,0.0748321928,-0.1229632189,0.0975176213,-1.6431860972,-1.3058080081
20,-0.1147147787,0.0931935192,0.0534136416,-0.1681284204,0.0932328144,-3.1476681832,-1.7527592187
22,-0.0707717343,0.094637492,0.0367974497,-0.1075691841,0.0946558592,-2.9232782405,-2.5766098615
24,-0.1423212168,0.0898182845,0.0244664654,-0.1667876822,0.0898268404,-6.8169913108,-3.6876415046
26,-0.1061811421,0.0867375801,0.0157004476,-0.1218815897,0.0867412287,-7.7629372396,-5.538747762
28,-0.1102631341,0.0879606259,0.0097238915,-0.1199870256,0.087962006,-12.3394040531,-9.0675513015
30,-0.1583439291,0.0860068921,0.0058123992,-0.1641563283,0.0860073964,-28.2424387952,-14.8662718424
32,-0.1918995634,0.086343621,0.003353189,-0.1952527524,0.0863437882,-58.2289737393,-25.9182528058
34,-0.096379374,0.0824860998,0.0018670153,-0.0982463894,0.082486154,-52.6221648017,-44.2611520401
