x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,89.2666528237,0.1061051601,89.2666528237,0,0.1061051601,0,nan
2,76.4371657175,0.0626540221,75.5111448517,0.9260208659,0.0626540221,0.0122633668,0.0008297321
4,52.4102199836,0.0508210287,46.2099547297,6.200265254,0.0508210287,0.1341759647,0.0010997853
6,33.3813360081,0.0463920106,21.518338307,11.8629977011,0.0463920106,0.5512971091,0.002155929
8,21.5222916783,0.043094924,8.9189181067,12.6033735716,0.043094924,1.4131056504,0.0048318556
10,14.0000050262,0.0373987978,4.424308796,9.5756962302,0.0373987978,2.1643372268,0.0084530261
12,9.8492527788,0.0381918865,2.967361666,6.8818911128,0.0381918865,2.3191952608,0.0128706544
14,7.1496805922,0.035564697,2.2589382875,4.8907423048,0.035564697,2.16506238,0.0157439878
16,5.2177308067,0.0342598688,1.7213791793,3.4963516273,0.0342598688,2.0311339125,0.0199025695
18,4.0394988893,0.0343575658,1.2724501121,2.7670487772,0.0343575658,2.1745833104,0.0270011103
20,3.2585434069,0.0327712168,0.9082480646,2.3502953424,0.0327712168,2.5877240306,0.0360817909
22,2.7143462247,0.0333372786,0.6257055586,2.0886406661,0.0333372786,3.3380567542,0.0532794988
24,2.2493733335,0.031563539,0.4160289241,1.8333444094,0.031563539,4.4067715087,0.0758686168
26,1.7696658916,0.0305414821,0.2669711472,1.5026947443,0.0305414821,5.6286784541,0.1143999357
28,1.4074984979,0.0309308949,0.1653455057,1.2421529922,0.0309308949,7.512469038,0.187068253
30,1.1445822988,0.0302969597,0.098834308,1.0457479908,0.0302969597,10.5808196733,0.3065429432
32,0.9447728646,0.0303564996,0.0570177823,0.8877550823,0.0303564996,15.569793257,0.5324040738
34,0.7723975157,0.0290465858,0.0317468165,0.7406506993,0.0290465858,23.3299203527,0.9149448359
36,0.6513536276,0.0288235588,0.0170599324,0.6342936952,0.0288235588,37.1803171202,1.6895470735
38,0.5259414963,0.0289045619,0.0088479303,0.517093566,0.0289045619,58.44231907,3.2668161773
40,0.4872224691,0.0287107153,0.0044288742,0.4827935949,0.0287107153,109.010455521,6.4826215376
