x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,1.3359519125,0.0107526345,1.3359519125,0,0.0152065216,0,nan
4,1.0113003076,0.006394069,1.0331814669,-0.0218811593,0.0104897843,-0.021178428,-0.0101543272
8,0.4803539646,0.0053798395,0.4829002032,-0.0025462385,0.0066369526,-0.0052728049,-0.0137440079
12,0.1701264298,0.0050892981,0.1457844398,0.0243419901,0.005222811,0.1669724843,0.0358507699
16,0.06767149,0.0048713996,0.0392696565,0.0284018334,0.0048816425,0.7232513839,0.1244470237
20,0.0514213498,0.0042999044,0.0183603469,0.0330610029,0.004302443,1.8006741966,0.2347811823
24,0.0325992983,0.0044255197,0.0134625658,0.0191367324,0.004426846,1.4214773563,0.3290252978
28,0.0192741186,0.0041289688,0.0104046469,0.0088694717,0.004129818,0.8524529201,0.3969798281
32,0.0098798458,0.0039851344,0.0077921997,0.0020876461,0.0039856279,0.2679148589,0.5114939827
36,0.0124295223,0.0040034153,0.0056169866,0.0068125356,0.0040036706,1.2128452603,0.7128459207
40,0.010338923,0.0038338447,0.0038960668,0.0064428562,0.0038339729,1.6536821885,0.9841524442
44,0.0063911011,0.0039184468,0.0026003126,0.0037907886,0.0039185027,1.45782033,1.5069809158
48,0.0051131715,0.0037292033,0.0016699399,0.0034432316,0.0037292275,2.0618895707,2.2332124014
52,0.0060879271,0.0036255573,0.0010319347,0.0050559924,0.0036255669,4.8995273046,3.5135896716
56,0.0045325529,0.003695291,0.0006135921,0.0039189608,0.0036952943,6.3869157038,6.022615246
60,0.0027736944,0.0036377417,0.0003510616,0.0024226328,0.0036377428,6.9008762625,10.3622694396
64,0.0038403766,0.0036660731,0.0001932694,0.0036471073,0.0036660734,18.8705892118,18.9693303772
68,0.0038161039,0.0035258306,0.0001023809,0.003713723,0.0035258307,36.2735951018,34.4396034914
72,0.0031154112,0.0035319925,5.21856215802E-05,0.0030632256,0.0035319925,58.6986513365,67.6829836252
76,0.0040392826,0.0035655664,2.55952231758E-05,0.0040136873,0.0035655664,156.81392236,139.311648018
80,0.0047845949,0.0035724619,1.20793368415E-05,0.0047725156,0.0035724619,395.097480568,295.766936169
84,0.0014493014,0.003480365,5.48533776432E-06,0.0014438161,0.003480365,263.213710348,634.488621869
88,0.0019967146,0.0035702895,2.39684400116E-06,0.0019943178,0.0035702895,832.059901612,1489.59449561
92,0.0030518789,0.0035820066,1.00774876425E-06,0.0030508712,0.0035820066,3027.41249107,3554.54746314
96,0.0004756936,0.0035483397,4.07700168595E-07,0.0004752859,0.0035483397,1165.77312836,8703.31193121
100,0.0006363489,0.0035109026,1.58710485136E-07,0.0006361902,0.0035109026,4008.49531181,22121.4519886
104,-0.0003989695,0.003517407,5.94492607633E-08,-0.000399029,0.003517407,-6712.0927556,-59166.5635487
108,0.0015136338,0.0036305803,2.14271006419E-08,0.0015136123,0.0036305803,70640.0908274,169439.66651
112,0.0012826846,0.0036628184,7.43115759541E-09,0.0012826772,0.0036628184,172607.993031,492902.064534
116,-0.002866156,0.0035872912,2.47985133024E-09,-0.0028661585,0.0035872912,-1155778.34355,-1446605.03473
120,-0.0016986042,0.0036627346,7.96289391787E-10,-0.001698605,0.0036627346,-2133150.31538,-4599785.14285
124,-0.0002448649,0.0036209249,2.46032413147E-10,-0.0002448651,0.0036209249,-995255.493223,-14717269.9349
128,-0.0037085046,0.0037191128,7.31458740589E-11,-0.0037085047,0.0037191128,-50700121.2094,-50846786.0106
132,-0.0003920752,0.0037228114,2.09249029706E-11,-0.0003920752,0.0037228114,-18737254.9895,-177913023.887
136,-0.0004927285,0.0036865048,5.75987665249E-12,-0.0004927285,0.0036865048,-85544970.0438,-640032272.332
140,-0.002570545,0.0038324178,1.52559418534E-12,-0.002570545,0.0038324178,-1684946783.08,-2512118702.98
144,-0.0011206894,0.0037644299,3.88813179584E-13,-0.0011206894,0.0037644299,-2882333850.16,-9681875260.04
148,-0.0003459949,0.0038470435,9.53496365839E-14,-0.0003459949,0.0038470435,-3628696437.28,-40346713820.4
152,-0.000774796,0.0037649193,2.24995181738E-14,-0.000774796,0.0037649193,-34436117018.9,-167333560878
156,-0.0011835622,0.0038541151,5.1086188893E-15,-0.0011835622,0.0038541151,-231679478108,-754436175240
160,0.0014588408,0.0039573083,1.11611746306E-15,0.0014588408,0.0039573083,1307067415240,3545617561870
164,-0.0004734514,0.0038410222,2.34634793422E-16,-0.0004734514,0.0038410222,-2017822847140,-16370223681000
168,0.001937467,0.003930202,4.74625463359E-17,0.001937467,0.003930202,40820965373800,82807038424100
172,-0.0004444248,0.0038726132,9.23816610218E-18,-0.0004444248,0.0038726132,-48107474864600,-419197364001000
176,-0.000835905,0.0039776376,1.73020120603E-18,-0.000835905,0.0039776376,-483125919768000,-2298948412380000
180,-0.0003517128,0.0040312475,3.1180535213E-19,-0.0003517128,0.0040312475,-1127988466570000,-1.29287340592E+016
184,-0.0007047242,0.0039724241,5.40687876885E-20,-0.0007047242,0.0039724241,-1.30338454505E+016,-7.34698950954E+016
188,0.0015123247,0.0040409592,9.02164658416E-21,0.0015123247,0.0040409592,1.67632888654E+017,4.47920182238E+017
192,0.0028708506,0.0039749928,1.44844196582E-21,0.0028708506,0.0039749928,1.9820266859E+018,2.74436951339E+018
196,0.0025225343,0.004068747,2.23765176222E-22,0.0025225343,0.004068747,1.12731318519E+019,1.81833373314E+019
200,0.0014546292,0.0039911077,3.32628924566E-23,0.0014546292,0.0039911077,4.37312887382E+019,1.19987307626E+020
204,0.0028054317,0.0040446188,4.75777209671E-24,0.0028054317,0.0040446188,5.89652400531E+020,8.50120976508E+020
208,0.0003441804,0.0041272298,6.54822162288E-25,0.0003441804,0.0041272298,5.25608913655E+020,6.3028269155E+021
212,-0.0005481485,0.0040008463,8.67199892891E-26,-0.0005481485,0.0040008463,-6.3209008653E+021,-4.61352539987E+022
216,0.0002983176,0.0041087548,1.10507352128E-26,0.0002983176,0.0041087548,2.69952679394E+022,3.71808337237E+023
220,-0.0011834722,0.0039532985,1.35499983264E-27,-0.0011834722,0.0039532985,-8.73411325029E+023,-2.9175723024E+024
224,0.0004782428,0.0040705088,1.59868691965E-28,0.0004782428,0.0040705088,2.99147238021E+024,2.54615872656E+025
228,-0.0013279592,0.0040491593,1.81494602078E-29,-0.0013279592,0.0040491593,-7.31679741505E+025,-2.23101587179E+026
232,0.000209177,0.0040327345,1.98262288908E-30,0.000209177,0.0040327345,1.0550519751E+026,2.0340402972E+027
236,-0.0001076844,0.0040510195,2.08397560028E-31,-0.0001076844,0.0040510195,-5.16725687716E+026,-1.94389012688E+028
240,0.0017512286,0.0039839824,2.10776046998E-32,0.0017512286,0.0039839824,8.30848007889E+028,1.89016134823E+029
244,0.0015786826,0.0040370803,2.05128494239E-33,0.0015786826,0.0040370803,7.6960667273E+029,1.96808359908E+030
248,4.92915100724E-05,0.0040294821,1.92090921617E-34,4.92915100724E-05,0.0040294821,2.56605099593E+029,2.09769522051E+031
252,0.0001123694,0.0040304611,1.73086740568E-35,0.0001123694,0.0040304611,6.49208826693E+030,2.32857885684E+032
256,0.0002827848,0.0040907434,1.50071032513E-36,0.0002827848,0.0040907434,1.88433966875E+032,2.72587184343E+033
260,-0.0006441163,0.0039981593,1.25200496972E-37,-0.0006441163,0.0039981593,-5.1446781364E+033,-3.19340796001E+034
264,-1.59957458412E-05,0.0041098569,1.00505851268E-38,-1.59957458412E-05,0.0041098569,-1.5915238406E+033,-4.08917172521E+035
268,-0.0018248535,0.0040648951,7.76341408595E-40,-0.0018248535,0.0040648951,-2.35058114733E+036,-5.23599745644E+036
272,-0.0021841994,0.0040313097,5.77019204233E-41,-0.0021841994,0.0040313097,-3.7853150002E+037,-6.98650574257E+037
276,-0.0003250946,0.0041570092,4.12670947476E-42,-0.0003250946,0.0041570092,-7.8778170166E+037,-1.00734254434E+039
280,0.000949279,0.0041082694,2.83983844378E-43,0.000949279,0.0041082694,3.34272172646E+039,1.44665854119E+040
284,-0.0017460746,0.0042003208,1.8804400157E-44,-0.0017460746,0.0042003208,-9.2854574236E+040,-2.23370289752E+041
288,-0.000259843,0.0041207732,1.19812311253E-45,-0.000259843,0.0041207732,-2.16875002443E+041,-3.43935751969E+042
