x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,5.0080657283,0.2622016867,5.0080657283,0,0.3708091814,0,nan
2,4.1929772772,0.156460982,4.2363499098,-0.0433726326,0.2714301284,-0.0102382082,-0.0640739393
4,2.5805305381,0.1320800488,2.5924853601,-0.0119548219,0.1893892152,-0.0046113363,-0.0730535464
6,1.3777720895,0.1250076957,1.2072285585,0.1705435311,0.1400780528,0.1412686354,0.1162682421
8,0.8480286913,0.1194369239,0.5003719384,0.3476567529,0.1222762579,0.6947966628,0.2470633912
10,0.393716359,0.1048783059,0.2482139584,0.1455024005,0.105680372,0.5861974945,0.4268679449
12,0.2628233431,0.1077664655,0.166475854,0.0963474891,0.1081183591,0.5787475289,0.6501601703
14,0.1965768462,0.1003400497,0.1267316636,0.0698451825,0.1005591903,0.551126534,0.7940056556
16,0.1297820942,0.0965017818,0.0965733541,0.0332087401,0.0966341497,0.3438706296,1.000791478
18,0.1587373559,0.0966006984,0.0713873949,0.0873499609,0.0966729756,1.2236048262,1.3557167742
20,0.107060992,0.0921588497,0.0509548175,0.0561061744,0.0921974547,1.1010965632,1.810314368
22,0.1449727834,0.093604001,0.0351035293,0.1098692541,0.0936220423,3.1298634708,2.6720558683
24,0.1183906094,0.0885066602,0.0233401851,0.0950504243,0.0885150958,4.0723937726,3.7983793519
26,0.0821360752,0.0856074736,0.014977699,0.0671583763,0.085611065,4.4838914483,5.7207212225
28,0.0661448959,0.0868195505,0.0092762654,0.0568686305,0.0868209089,6.1305523521,9.364970009
30,0.0814253721,0.0850530615,0.0055448333,0.0758805388,0.0850535569,13.684908888,15.3559691769
32,0.0804256047,0.0852251523,0.0031988295,0.0772267752,0.0852253169,24.142198092,26.6726232839
34,0.059821413,0.0815904114,0.0017810698,0.0580403431,0.0815904647,32.5873481685,45.8415670566
36,0.0443322613,0.0810283444,0.0009571017,0.0433751596,0.0810283599,45.3192810517,84.6933815204
38,0.0224662776,0.0813997546,0.0004963894,0.0219698882,0.0813997587,44.2593859834,164.000061635
40,0.0013795368,0.0808684712,0.0002484701,0.0011310667,0.0808684722,4.5521242223,325.465710416
42,0.043498426,0.0780409465,0.0001200364,0.0433783896,0.0780409468,361.376904172,650.419154622
44,-0.0231957244,0.0794420404,5.59679258275E-05,-0.0232516923,0.0794420405,-415.446739305,-1419.58748982
46,-0.0292873673,0.0790303273,2.51856206256E-05,-0.0293125529,0.0790303273,-1163.86065399,-3138.50621456
48,-0.0026811618,0.0776483098,1.09383890605E-05,-0.0026921002,0.0776483098,-246.114868537,-7098.7087142
50,-0.0217664514,0.0760049208,0.000004585,-0.0217710365,0.0760049208,-4748.29579237,-16578.6515504
52,0.0195282053,0.0754157486,1.85488324185E-06,0.0195263504,0.0754157486,10526.997057,40661.6846281
54,-0.0271649383,0.0770543382,7.24234283532E-07,-0.0271656625,0.0770543382,-37509.4953882,-106412.338075
56,0.0088351832,0.0768942788,2.72915904567E-07,0.0088349103,0.0768942788,32372.2806677,281755.91389
58,-0.0004780223,0.0746222082,9.92580813046E-08,-0.0004781216,0.0746222082,-4816.95348802,-751799.867786
60,-0.0165879698,0.0754052747,3.48409646101E-08,-0.0165880046,0.0754052747,-476106.354545,-2164414.12407
62,-0.0096749023,0.0737692422,1.18032533523E-08,-0.0096749142,0.0737692422,-819681.986145,-6250054.88608
64,-0.0111805213,0.0748949416,3.85922902276E-09,-0.0111805252,0.0748949416,-2897087.75694,-19407303.5517
66,0.0152184274,0.0744742913,1.21782991909E-09,0.0152184262,0.0744742913,12496347.7676,61156777.4858
68,0.0318006731,0.0731487694,3.70902696612E-10,0.0318006727,0.0731487694,85738585.8352,197269299.319
70,0.0019246151,0.0751109287,1.09023622091E-10,0.0019246149,0.0751109287,17653192.0705,688942403.784
72,-0.0090189692,0.0734944549,3.09291857197E-11,-0.0090189692,0.0734944549,-291600602.386,-2376265979.3
74,-0.0052723986,0.0741483937,8.46844420477E-12,-0.0052723986,0.0741483937,-622593536.498,-8755906718.9
76,0.0037883429,0.0722921587,2.23782457498E-12,0.0037883429,0.0722921587,1692868596.43,32304780075.2
78,0.0060694962,0.0732310097,5.70736583734E-13,0.0060694962,0.0732310097,10634496521,128310855138
80,0.0158927536,0.074426789,1.40485870909E-13,0.0158927536,0.074426789,113127060400,529814419472
82,0.0231639879,0.0721771414,3.33746599258E-14,0.0231639879,0.0721771414,694059144956,2162938281730
84,-0.0009116553,0.0731253979,7.65223527467E-15,-0.0009116553,0.0731253979,-119135811912,-9556085354460
86,-0.0002228524,0.071969535,1.69335121521E-15,-0.0002228524,0.071969535,-131604342664,-42501245629200
88,0.0318055046,0.0731187349,3.61653803917E-16,0.0318055046,0.0731187349,87944615053300,202231231460000
90,0.0370388194,0.0737504819,7.45463347699E-17,0.0370388194,0.0737504819,496856344017000,989665990545000
92,0.0129709946,0.072620432,1.48301934927E-17,0.0129709946,0.072620432,874634209963000,4897010097210000
94,0.0036162533,0.0733207414,2.84744014513E-18,0.0036162533,0.0733207414,1270001522050000,2.57497900281E+016
96,0.0278567776,0.0725444454,5.27654509692E-19,0.0278567776,0.0725444454,5.27935932546E+016,1.37512526551E+017
98,0.0159012987,0.0735052058,9.43695684498E-20,0.0159012987,0.0735052058,1.68500280103E+017,7.78957893906E+017
