x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,19.8053350852,0.0050768541,19.8053350852,0,0.007179756,0,nan
4,15.6496633713,0.0030365454,15.3167976818,0.3328656895,0.0049634893,0.021732068,0.0003241032
8,8.7467334496,0.0023074298,7.1589405632,1.5877928865,0.002948194,0.2217916007,0.0004157258
12,4.6638405227,0.0019238643,2.1612377306,2.5026027921,0.0020020433,1.1579488719,0.000972735
16,2.7701603861,0.0017355817,0.5821681898,2.1879921964,0.0017419856,3.7583506533,0.0031435075
20,1.7193310846,0.0015102722,0.2721900538,1.4471410308,0.001511883,5.3166565451,0.0057192652
24,1.0650896053,0.0015513922,0.1995810062,0.8655085991,0.0015522355,4.336628098,0.0078565136
28,0.654569797,0.0014459691,0.1542477067,0.5003220903,0.0014465096,3.2436274169,0.0094146232
32,0.4224222856,0.0013952309,0.1155184744,0.3069038112,0.0013955451,2.6567509032,0.0120998899
36,0.2946191835,0.0013993458,0.0832711877,0.2113479958,0.0013995086,2.5380687076,0.0168192244
40,0.2167263551,0.0013380584,0.0577587464,0.1589676088,0.0013381403,2.7522690288,0.023178491
44,0.1644517411,0.0013648136,0.0385493382,0.1259024028,0.0013648494,3.2660068527,0.0354151575
48,0.118388808,0.0012981205,0.0247566689,0.0936321391,0.001298136,3.7820976512,0.052444773
52,0.075580644,0.0012619121,0.015298315,0.060282329,0.0012619182,3.9404554657,0.0824935847
56,0.0482135709,0.001285804,0.0090964325,0.0391171384,0.0012858061,4.3002724694,0.1413570877
60,0.028531931,0.0012675452,0.0052044485,0.0233274824,0.0012675459,4.4822198407,0.2435531769
64,0.0133047054,0.0012781506,0.0028651967,0.0104395087,0.0012781508,3.6435574125,0.446096276
68,0.003738312,0.0012308427,0.0015177851,0.0022205269,0.0012308427,1.4630048328,0.8109467266
72,-0.0013064859,0.0012322237,0.0007736459,-0.0020801318,0.0012322237,-2.6887389169,-1.5927491147
76,-0.0048890339,0.0012444137,0.0003794463,-0.0052684802,0.0012444137,-13.8846539082,-3.2795536709
80,-0.0058248472,0.0012468053,0.0001790748,-0.006003922,0.0012468053,-33.5274542599,-6.9624886793
84,-0.0060129424,0.001214946,8.13195081839E-05,-0.0060942619,0.001214946,-74.9421884114,-14.9404130795
88,-0.0059721541,0.0012454229,3.55329395823E-05,-0.006007687,0.0012454229,-169.073740146,-35.0498403298
92,-0.0055321757,0.0012501789,1.49397607591E-05,-0.0055471154,0.0012501789,-371.29881204,-83.6813773129
96,-0.0054967446,0.0012377528,6.04410860755E-06,-0.0055027887,0.0012377528,-910.438418922,-204.78679611
100,-0.0049821441,0.0012231883,2.3528648826E-06,-0.004984497,0.0012231883,-2118.47990143,-519.872165344
104,-0.0033178545,0.0012250181,8.81328526133E-07,-0.0033187358,0.0012250181,-3765.60583301,-1389.96794272
