x_interp,Density,Plus_Unc,Minus_Unc
0.0,1.42119541833,0.407701657258,0.23006914456
4.0,-2.45797141209,0.05691173661,0.0749732703796
8.0,-3.95985062617,0.0131607016696,0.01193323411
12.0,-3.48634794983,0.026833847825,1.15322630278
16.0,-4.52920286012,1.56654376252,0.003827935
20.0,-4.73352049756,0.0028687301312,0.0017630364944
24.0,-5.02078661105,0.0021541512,0.0020646425096
28.0,-5.33000204901,0.003172347525,0.003112799963
32.0,-5.62260491401,0.0061357763914,0.0053800993886
36.0,-5.7336466979,0.0277561415728,0.024817886074
40.0,-5.6950428387,0.0258361787128,0.0240038012252
44.0,-5.70355025563,0.0241647706336,0.02360168402
48.0,-5.65214886887,0.0228607684728,0.0225107798
52.0,-5.56141373686,0.0216060829554,0.0216481262082
56.0,-5.50267769847,0.02476033181,0.022669244038
60.0,-5.43109435416,0.0264332520178,0.025615036637
64.0,-5.29179383376,0.04551752149,0.037680385056
68.0,-5.17079323564,0.0657483677852,0.054329017046
72.0,-5.22640230801,0.07124998498,0.0562586002492
76.0,-5.27334292693,0.068210151005,0.057345561055
80.0,-5.32359185239,0.0675296744162,0.0592372412722
84.0,-5.38110689489,0.06823005835,0.0640609470864
88.0,-5.47179816298,0.0715382558852,0.06349047556
92.0,-5.51822938025,0.06835568935,0.062948240526
96.0,-5.49261072441,0.079672075205,0.0773021545994
100.0,-5.54433540914,0.0811741270986,0.0794600403454
104.0,-5.59441048588,0.0864207317804,0.08482290195
108.0,-5.63085154386,0.0914510982726,0.0842756491234
112.0,-5.65184575165,0.093249131205,0.085682912035
116.0,-5.69196231479,0.096060886635,0.0867409869774
120.0,-5.73044724929,0.103763741251,0.09051410811
124.0,-5.76515988678,0.10673743519,0.0924122062252
128.0,-5.810955864,0.106167225247,0.09762812842
132.0,-5.83856699652,0.112619202315,0.0972111716266
136.0,-5.88484889878,0.124905283718,0.10909735802
140.0,-5.92251547142,0.125450845724,0.10946903684
144.0,-5.95017881685,0.118434582787,0.10961767677
148.0,-5.96322659148,0.12507936413,0.11268712653
152.0,-5.99582168951,0.129678082285,0.117166265063
156.0,-6.01302100005,0.126739647076,0.11989260505
160.0,-6.02523034884,0.124707632477,0.11886337241
164.0,-6.13287992969,0.123089530735,0.12624982034
168.0,-6.29840256654,0.13615078789,0.15027980457
172.0,-6.383036221,0.159120271937,0.163054390865
176.0,-6.41572033218,0.167921417893,0.146518069757
180.0,-6.34542073672,0.160478788565,0.184275375075
184.0,-6.25760386474,0.14170858499,0.16284575355
188.0,-6.19815105613,0.1587672394,0.160633527402
192.0,-6.21718297966,0.16439502628,0.17007518536
196.0,-6.23169702612,0.162781327275,0.173727806785
200.0,-6.23698156387,0.16476180127,0.180517931828
204.0,-6.24875584892,0.172474079772,0.185958976009
208.0,-6.26004764281,0.17210632782,0.18457437718
212.0,-6.29133003856,0.17779062064,0.196739974364
216.0,-6.3198207841,0.187896664295,0.209177395325
220.0,-6.35743130992,0.212366772805,0.235272332989
224.0,-6.37866247641,0.214148747362,0.24422472749
228.0,-6.40523395432,0.21668525063,0.25947038361
232.0,-6.42317689786,0.234014225444,0.278875254586
236.0,-6.48602092066,0.254279036579,0.319097583015
240.0,-6.47339751105,0.275379678275,0.338631809035
244.0,-6.50325421922,0.270026614031,0.360355616003
248.0,-6.58331681756,0.292478561468,0.412377701903
252.0,-6.64176344442,0.320221512155,0.468485142875
256.0,-6.60880454309,0.318568613588,0.467799564049
260.0,-6.57369470575,0.33099501365,0.467267481034
264.0,-6.55732491538,0.32361711101,0.463326257
268.0,-6.60017664983,0.342671709937,0.526007597882
272.0,-7.80970104529,0.81199900113,0.657047875121
276.0,-7.81926276755,0.83088642491,0.66024993797
280.0,-7.8470237805,0.873227075294,0.709625123099
284.0,-8.33283945823,1.77418538716,1.14267404959
288.0,-8.32855838707,1.80803901501,1.15109128467
292.0,-8.3203032491,1.78835971826,1.15697250368
296.0,-8.3464342567,1.79398384101,1.13754971861
