x_axis(arcsec),Stellar_Profile(Jy/arcsec^2),Stellar_Unc(Jy/arcsec^2),PSF_Profile(Jy/arcsec^2),Residual_Profile(Jy/arcsec^2),Residual_Unc(Jy/arcsec^2),FractionalResidual_Profile(Jy/arcsec^2),FractionalResidual_Unc(Jy/arcsec^2)
0,0.0580719622,0.0010222909,0.0580719622,0,0.0014457377,0,nan
3.2,0.0418961606,0.0010048236,0.0442766134,-0.0023804527,0.0012716904,-0.0537632072,-0.0287370808
6.4,0.0205894311,0.0006690706,0.020989334,-0.0003999028,0.0007643172,-0.0190526688,-0.036416096
9.6,0.0093327009,0.0003131257,0.006686962,0.002645739,0.0003345218,0.3956563499,0.0505085199
12.8,0.0054696072,0.0001409181,0.0026531454,0.0028164617,0.0001484564,1.0615557174,0.0589929757
16,0.003621893,0.0001000209,0.0018244309,0.0017974621,0.0001050508,0.9852179884,0.0601353865
19.2,0.0023086626,8.78657108664E-05,0.0010525959,0.0012560668,8.97983013397E-05,1.1933039255,0.0878595394
22.4,0.0015683051,7.37232262743E-05,0.0005263253,0.0010419798,7.43031692067E-05,1.9797260272,0.1454115934
25.6,0.0011458916,6.59204454664E-05,0.0002854528,0.0008604388,6.61116969778E-05,3.0142946662,0.2376039095
28.8,0.0009081032,6.44147705711E-05,0.0002082955,0.0006998078,6.45190524322E-05,3.3596878402,0.3153436525
32,0.0007435623,0.00005953,0.0001819233,0.0005616389,5.96160978189E-05,3.0872286918,0.332175037
35.2,0.0006020106,5.89422570347E-05,0.0001460808,0.0004559298,5.89983280967E-05,3.1210806185,0.4075948107
38.4,0.0004872239,5.65623759931E-05,0.0001077501,0.0003794738,5.65941719179E-05,3.5217961031,0.528881893
41.6,0.0004102916,5.43476927538E-05,8.40522836334E-05,0.0003262393,5.43678310841E-05,3.8813853871,0.6504323031
44.8,0.0003440738,5.57013791244E-05,6.75397702531E-05,0.000276534,5.57140670243E-05,4.0943873605,0.8280504697
48,0.0003062434,5.32414837989E-05,5.38992478041E-05,0.0002523441,5.3249937887E-05,4.6817741668,0.9913850255
51.2,0.000267766,5.32705972037E-05,0.000043752,0.000224014,5.32761648518E-05,5.1200844749,1.2210162184
54.4,0.0002367923,5.04842077163E-05,3.61672838372E-05,0.000200625,5.04882223411E-05,5.5471414415,1.3993751933
57.6,0.0002300757,4.99470764701E-05,3.06384556359E-05,0.0001994372,0.00004995,6.5093762629,1.6343259038
60.8,0.0002150894,0.00005074,2.65591223397E-05,0.0001885303,5.07421291856E-05,7.0985144221,1.9146171387
64,0.0002143165,4.9201723987E-05,0.000023744,0.0001905725,4.92034994268E-05,8.0261277831,2.0770601956
67.2,0.0001813083,4.88232146952E-05,2.11106118218E-05,0.0001601977,4.88246290389E-05,7.5884902136,2.3166550406
70.4,0.0001610276,0.000048343,1.9098368364E-05,0.0001419292,4.83442148988E-05,7.4314840612,2.5347052759
