x_axis(arcsec),Stellar_Profile(mJy/arcsec^2),Stellar_Unc(mJy/arcsec^2),PSF_Profile(mJy/arcsec^2),Residual_Profile(mJy/arcsec^2),Residual_Unc(mJy/arcsec^2),FractionalResidual_Profile(mJy/arcsec^2),FractionalResidual_Unc(mJy/arcsec^2)
0,1.0753941861,0.0107495477,1.0753941861,0,0.0152021561,0,nan
4,0.8117359938,0.0063464069,0.8316746526,-0.0199386588,0.0104589024,-0.0239741091,-0.0125779969
8,0.3802497552,0.0053582051,0.3887176373,-0.0084678821,0.006618773,-0.021784147,-0.0170285924
12,0.1367968734,0.005076321,0.1173513339,0.0194455396,0.0052100905,0.1657036091,0.044428256
16,0.0492430961,0.0048574935,0.0316106889,0.0176324071,0.0048677598,0.5577988882,0.1540918523
20,0.0266058946,0.0042880814,0.0147794319,0.0118264627,0.0042906256,0.8001973817,0.2904207571
24,0.0051545269,0.0044162863,0.0108368908,-0.0056823639,0.0044176146,-0.5243537123,-0.407679639
28,-0.0007781301,0.0041233178,0.0083753739,-0.0091535041,0.0041241676,-1.0929069132,-0.4925371125
32,-0.0042411162,0.0039827679,0.006272446,-0.0105135622,0.0039832614,-1.6761502861,-0.6352621378
36,-0.0071335568,0.004000217,0.0045214762,-0.011655033,0.0040004723,-2.5777052557,-0.8851463905
40,-0.0093667946,0.0038322095,0.0031361964,-0.012502991,0.0038323377,-3.9866735054,-1.2226195636
44,-0.0111771714,0.0039127551,0.00209316,-0.0132703313,0.003912811,-6.3398553442,-1.8704059747
48,-0.0086963907,0.003723736,0.0013442427,-0.0100406334,0.0037237603,-7.4693603895,-2.7711606574
52,-0.0088372911,0.0036189656,0.0008306711,-0.0096679622,0.0036189751,-11.6387369888,-4.3582415265
56,-0.0086011587,0.0036839122,0.00049392,-0.0090950786,0.0036839155,-18.4140732288,-7.4607980005
60,-0.0063198558,0.0036314591,0.0002825922,-0.006602448,0.0036314602,-23.3638701618,-12.8526532301
64,-0.0057315593,0.0036569037,0.000155575,-0.0058871344,0.003656904,-37.841122803,-23.5087671709
68,-0.0074425551,0.0035183604,0.000082413,-0.0075249682,0.0035183605,-91.3080138957,-42.701564527
72,-0.0072346507,0.0035169481,4.20075853943E-05,-0.0072766583,0.0035169481,-173.222484204,-83.7396424231
76,-0.0049954062,0.0035561167,2.06032522118E-05,-0.0050160095,0.0035561167,-243.457170914,-172.616931653
80,-0.0064426992,0.0035596526,9.7234402602E-06,-0.0064524226,0.0035596526,-663.594615505,-366.149919456
84,-0.0054435619,0.003470961,4.41550349644E-06,-0.0054479774,0.003470961,-1233.82925556,-786.181741233
88,-0.0078833167,0.0035600831,1.92937491222E-06,-0.007885246,0.0035600831,-4086.94338612,-1845.65244505
92,-0.0045792084,0.0035695295,8.11202223685E-07,-0.0045800196,0.0035695295,-5645.96527091,-4400.65745829
96,-0.0036419022,0.0035407705,3.28184260893E-07,-0.0036422304,0.0035407705,-11098.126474,-10789.5413591
100,-0.0023921661,0.0034962811,1.27756344668E-07,-0.0023922939,0.0034962811,-18725.440962,-27367.4307311
104,-0.0006361714,0.0035068523,4.78545588329E-08,-0.0006362193,0.0035068523,-13294.8523373,-73281.5883656
108,8.69491514771E-05,0.0036143671,1.7248060533E-08,8.69319034166E-05,0.0036143671,5040.09730546,209552.096699
112,0.0002454436,0.003638242,0.000000006,0.0002454377,0.003638242,41030.5993389,608216.707822
116,-0.0001248198,0.0035778088,0.000000002,-0.0001248218,0.0035778088,-62529.9224471,-1792316.29534
120,0.0007024747,0.0036412824,6.40984884556E-10,0.0007024741,0.0036412824,1095929.25708,5680772.3208
124,0.0006602792,0.0036096045,1.98047417892E-10,0.000660279,0.0036096045,3333943.91923,18225991.5111
128,0.0020265182,0.0036803889,5.88798496162E-11,0.0020265181,0.0036803889,34417854.9587,62507711.9277
132,0.0017413193,0.0037087828,1.68438091142E-11,0.0017413193,0.0037087828,103380375.787,220189130.306
136,0.0028066502,0.0036715431,4.63649762163E-12,0.0028066502,0.0036715431,605338439.581,791901691.497
140,0.0016760675,0.0037908287,1.2280495293E-12,0.0016760675,0.0037908287,1364820755.8,3086899671.28
144,0.0001289467,0.0037604361,3.12980900662E-13,0.0001289467,0.0037604361,411995495.622,12014906736.8
148,-0.0002792382,0.0038069948,7.67530955813E-14,-0.0002792382,0.0038069948,-3638136022.02,-49600550771.7
152,0.0001941473,0.0037800694,1.81113188345E-14,0.0001941473,0.0037800694,10719664273.4,208713122869
156,-0.0003727642,0.0038406275,4.11225808453E-15,-0.0003727642,0.0038406275,-90647084246.6,-933946574538
160,-0.001276075,0.0039220853,8.98435205325E-16,-0.001276075,0.0039220853,-1420330629150,-4365485677580
164,-0.0006922472,0.0038643884,1.88872735874E-16,-0.0006922472,0.0038643884,-3665151297760,-20460309346700
168,0.0007128825,0.0039138343,3.82056763504E-17,0.0007128825,0.0039138343,18659072393600,102441341813000
172,0.0007542886,0.0039112145,7.43639798996E-18,0.0007542886,0.0039112145,101431989292000,525956490311000
176,0.0022255849,0.0039680044,1.39275096685E-18,0.0022255849,0.0039680044,1597977670610000,2849085601280000
180,-0.0005903044,0.0040351147,2.50992314729E-19,-0.0005903044,0.0040351147,-2351882415220000,-1.60766635467E+016
184,-0.0006680108,0.0040138408,4.35234677142E-20,-0.0006680108,0.0040138408,-1.53482909865E+016,-9.22225779614E+016
188,0.0007510652,0.0040142703,7.26210741207E-21,0.0007510652,0.0040142703,1.03422488165E+017,5.52770302864E+017
192,-0.0015575442,0.004050199,1.16594471284E-21,-0.0015575442,0.004050199,-1.3358645053E+018,-3.47377444671E+018
196,-0.0032335287,0.0040407046,1.80123077272E-22,-0.0032335287,0.0040407046,-1.79517736081E+019,-2.24337374874E+019
200,-0.0013032049,0.0039938388,2.67754556336E-23,-0.0013032049,0.0039938388,-4.86716235745E+019,-1.49161235042E+020
204,0.0007611395,0.0040471757,3.82983878676E-24,0.0007611395,0.0040471757,1.98739306626E+020,1.05675017742E+021
208,-0.0002992457,0.0040652194,5.27108752707E-25,-0.0002992457,0.0040652194,-5.67711439663E+020,-7.71229934684E+021
212,-0.0005012823,0.0040637206,6.98065337759E-26,-0.0005012823,0.0040637206,-7.1810229873E+021,-5.82140875327E+022
216,0.0009980578,0.0040687067,8.89545221589E-27,0.0009980578,0.0040687067,1.12198663035E+023,4.57393152179E+023
220,0.0009531506,0.0039760254,1.09072709025E-27,0.0009531506,0.0039760254,8.73867214212E+023,3.64530857621E+024
224,-0.0008336345,0.0040456741,1.28688660329E-28,-0.0008336345,0.0040456741,-6.47791705043E+024,-3.14377560168E+025
228,-0.0007772584,0.0039865065,1.46096755477E-29,-0.0007772584,0.0039865065,-5.32016185626E+025,-2.72868074473E+026
232,-0.0023462024,0.0040374016,1.59594152174E-30,-0.0023462024,0.0040374016,-1.47010551324E+027,-2.52983560226E+027
236,-0.0003229158,0.0040024693,1.67752688073E-31,-0.0003229158,0.0040024693,-1.92495151399E+027,-2.3859352814E+028
240,-0.0029621551,0.0039802325,1.69667286222E-32,-0.0029621551,0.0039802325,-1.74586104557E+029,-2.34596940082E+029
244,0.0008256613,0.0039619188,1.65121205375E-33,0.0008256613,0.0039619188,5.00033488015E+029,2.39940555378E+030
248,-0.0003226854,0.003986364,1.54626419097E-34,-0.0003226854,0.003986364,-2.08687074991E+030,-2.5780622088E+031
252,0.0003231193,0.0039850741,1.39328723408E-35,0.0003231193,0.0039850741,2.31911442941E+031,2.86019661296E+032
256,0.000168487,0.004021184,1.2080188992E-36,0.000168487,0.004021184,1.39473821397E+032,3.32874294852E+033
260,0.001414756,0.0039538742,1.00781985702E-37,0.001414756,0.0039538742,1.40377864885E+034,3.92322043278E+034
264,0.0018516114,0.0040391454,8.09036666022E-39,0.0018516114,0.0040391454,2.28866194848E+035,4.99258932334E+035
268,0.0035276441,0.0040152499,6.24927461419E-40,0.0035276441,0.0040152499,5.64488565392E+036,6.4253932905E+036
272,0.0025699135,0.0039725006,4.64480114675E-41,0.0025699135,0.0039725006,5.53288170655E+037,8.55275301623E+037
276,0.0004830434,0.0040761513,3.3218556263E-42,0.0004830434,0.0040761513,1.45413718983E+038,1.22707144027E+039
280,0.0001035962,0.0040438996,2.28596981928E-43,0.0001035962,0.0040438996,4.53182590253E+038,1.7690083767E+040
284,0.0011530542,0.0041165367,1.51368791147E-44,0.0011530542,0.0041165367,7.61751623016E+040,2.71955190107E+041
288,-0.0006306705,0.0040477135,9.6444686177E-46,-0.0006306705,0.0040477135,-6.53919411382E+041,-4.19693256806E+042
292,-4.02998309593E-05,0.0041271206,5.91284340418E-47,-4.02998309593E-05,0.0041271206,-6.81564320321E+041,-6.97992550301E+043
296,0.0007422539,0.0041786996,3.48811312757E-48,0.0007422539,0.0041786996,2.12795254149E+044,1.1979846955E+045
300,0.0009156513,0.0042044519,1.97998024601E-49,0.0009156513,0.0042044519,4.62454786026E+045,2.12348677843E+046
304,-0.0019115538,0.0042525005,1.08145204064E-50,-0.0019115538,0.0042525005,-1.7675807387E+047,-3.932253358E+047
308,0.0006570167,0.0042775525,5.68368215153E-52,0.0006570167,0.0042775525,1.15597014345E+048,7.52603235498E+048
312,-0.0001853114,0.0044029111,2.87427563003E-53,-0.0001853114,0.0044029111,-6.44723720858E+048,-1.53183344108E+050
316,-0.0004646055,0.0044272181,1.39863101243E-54,-0.0004646055,0.0044272181,-3.32185865193E+050,-3.16539564381E+051
320,-3.43395606747E-05,0.0044628553,6.54868357456E-56,-3.43395606747E-05,0.0044628553,-5.24373491004E+050,-6.8148892595E+052
324,-0.0006527487,0.0046086253,2.95040048064E-57,-0.0006527487,0.0046086253,-2.21240712173E+053,-1.56203536244E+054
328,-0.0010733093,0.0046297787,1.27903976066E-58,-0.0010733093,0.0046297787,-8.39152412963E+054,-3.61973983749E+055
332,-0.0027946754,0.0048295727,5.33535389872E-60,-0.0027946754,0.0048295727,-5.23803187352E+056,-9.05217082349E+056
336,-0.0020655661,0.0048620022,2.14150222393E-61,-0.0020655661,0.0048620022,-9.64540715536E+057,-2.2703903545E+058
340,-0.0027908109,0.0049930919,8.27084608541E-63,-0.0027908109,0.0049930919,-3.37427493001E+059,-6.03707264629E+059
344,-0.0035756533,0.0051718802,3.07367156621E-64,-0.0035756533,0.0051718802,-1.16331663648E+061,-1.68267934812E+061
348,-0.0012182501,0.0052958321,1.09910982871E-65,-0.0012182501,0.0052958321,-1.10839705868E+062,-4.81830471143E+062
352,0.0001304257,0.0056168685,3.78181983079E-67,0.0001304257,0.0056168685,3.44875417862E+062,1.48522905203E+064
356,0.0003617902,0.0055885579,1.25209329382E-68,0.0003617902,0.0055885579,2.88948247793E+064,4.46337274357E+065
360,0.0018184993,0.0060170014,3.98885872947E-70,0.0018184993,0.0060170014,4.55894648746E+066,1.50845875922E+067
364,0.0008700671,0.0062622891,1.22274735725E-71,0.0008700671,0.0062622891,7.11567321284E+067,5.12149556817E+068
368,0.0026115086,0.0066213836,3.6066244419E-73,0.0026115086,0.0066213836,7.24086646262E+069,1.83590921849E+070
372,0.0013300748,0.007136051,1.02362579546E-74,0.0013300748,0.007136051,1.29937604353E+071,6.97135952091E+071
376,0.0011999423,0.0076083786,2.79548800445E-76,0.0011999423,0.0076083786,4.29242509836E+072,2.72166721007E+073
380,0.0011700799,0.0087581124,7.34598700572E-78,0.0011700799,0.0087581124,1.592815049E+074,1.19223192316E+075
384,0.0036137687,0.0101540936,1.85745709085E-79,0.0036137687,0.0101540936,1.94554627918E+076,5.46669848608E+076
388,0.0090944215,0.0149232942,4.51922053748E-81,0.0090944215,0.0149232942,2.01238718931E+078,3.30224448036E+078
392,0.0056539478,0.015881782,1.0579968927E-82,0.0056539478,0.015881782,5.34401175088E+079,1.50112752541E+080
396,0.0075456343,0.0196695124,2.38331452818E-84,0.0075456343,0.0196695124,3.16602536831E+081,8.25306805284E+081
400,0.0046347998,0.0273718594,5.16600045263E-86,0.0046347998,0.0273718594,8.97173709923E+082,5.29847004342E+083
404,0.0029339116,0.0266468844,1.07746613919E-87,0.0029339116,0.0266468844,2.72297334924E+084,2.47310793282E+085
408,0.0016179951,0.0254955775,2.16236465011E-89,0.0016179951,0.0254955775,7.48252668768E+085,1.17906027841E+087
412,8.00195491715E-05,0.0234167311,4.17571016312E-91,8.00195491715E-05,0.0234167311,1.91630994599E+086,5.60784398651E+088
416,-0.009185407,0.0276983655,7.75903786902E-93,-0.009185407,0.0276983655,-1.18383325194E+090,-3.56983921817E+090
420,-0.0021477178,0.0386279933,1.38727163906E-94,-0.0021477178,0.0386279933,-1.54815955589E+091,-2.78445822516E+092
424,0.0074941067,0.0318828021,2.38666385208E-96,0.0074941067,0.0318828021,3.13999255665E+093,1.3358768599E+094
428,-0.0177844328,0.0362225221,3.95090979675E-98,-0.0177844328,0.0362225221,-4.50135124957E+095,-9.16825749661E+095
432,-0.0065594632,0.0321275147,6.29330941626E-100,-0.0065594632,0.0321275147,-1.04229153906E+097,-5.10503767192E+097
436,-0.0013626622,0.0319019052,9.64577587096E-102,-0.0013626622,0.0319019052,-1.41270357835E+098,-3.30734494877E+099
440,0.0023399019,0.0340576335,1.42256251101E-103,0.0023399019,0.0340576335,1.64484994333E+100,2.3941050941E+101
444,0.0007922914,0.0393186089,2.01874592904E-105,0.0007922914,0.0393186089,3.92467112395E+101,1.94767499513E+103
448,0.0054071873,0.0407243873,2.75656399716E-107,0.0054071873,0.0407243873,1.96156783581E+104,1.47736178972E+105
452,0.0026247344,0.0379487809,3.62185122442E-109,0.0026247344,0.0379487809,7.24694145426E+105,1.04777329703E+107
456,0.0023671277,0.0381354012,4.57898525656E-111,0.0023671277,0.0381354012,5.16954641967E+107,8.32835364691E+108
460,0.0060302744,0.0344659948,5.57036938139E-113,0.0060302744,0.0344659948,1.08256274398E+110,6.18738994539E+110
