x_axis(arcsec),Stellar_Profile(Jy/arcsec^2),Stellar_Unc(Jy/arcsec^2),PSF_Profile(Jy/arcsec^2),Residual_Profile(Jy/arcsec^2),Residual_Unc(Jy/arcsec^2),FractionalResidual_Profile(Jy/arcsec^2),FractionalResidual_Unc(Jy/arcsec^2)
0,29.0723180619,0.2626663646,29.0723180619,0,0.3714663352,0,nan
1.6,21.1437010238,0.2377560753,21.5724278257,-0.4287268018,0.3074346409,-0.0198738318,-0.014252408
3.2,10.8958200786,0.1344803372,10.5445672632,0.3512528154,0.1648066298,0.0333112594,0.0156324274
4.8,5.65245106,0.054313889,3.8996633664,1.7527876936,0.0647408369,0.4494715387,0.0170911079
6.4,3.6135475579,0.0239030823,1.7500863182,1.8634612396,0.0286596191,1.064782474,0.0189927921
8,2.3064127078,0.0143357719,1.033539753,1.2728729548,0.0171088236,1.2315665179,0.019945803
9.6,1.4874902346,0.0091612758,0.5511664877,0.936323747,0.0104272188,1.6988038423,0.0243615824
11.2,1.0285399718,0.0047641362,0.2817331177,0.7468068541,0.0054015048,2.6507599113,0.0306782791
12.8,0.7717006535,0.0026706907,0.1763994299,0.5953012236,0.0031100882,3.3747343954,0.0352210178
14.4,0.6226463934,0.001903376,0.1462400663,0.4764063272,0.0023170221,3.257700433,0.0334266105
16,0.5045807362,0.0015624515,0.1271129235,0.3774678126,0.0019391253,2.969547093,0.0308633993
17.6,0.4054763988,0.0013310135,0.0946992926,0.3107771062,0.0015822929,3.2817257408,0.0340339477
19.2,0.3257668814,0.0009498343,0.0651067516,0.2606601298,0.0011172312,4.003580632,0.040036034
20.8,0.26840039,0.0007022116,0.0441599446,0.2242404454,0.0008076434,5.0779150113,0.049389634
22.4,0.2273220585,0.0005748489,0.0353016922,0.1920203663,0.0006574034,5.4394096824,0.0525546883
24,0.196197452,0.0004962465,0.0302012723,0.1659961797,0.0005663185,5.4963306792,0.0530813592
25.6,0.1681009268,0.000437375,0.0256679774,0.1424329493,0.0004950539,5.5490523027,0.0537171307
27.2,0.1440347456,0.000365589,0.0225602313,0.1214745142,0.0004185714,5.3844533998,0.0520660745
