	0.0	0.0	0.0	0.0	
	-0.0320727386824	-0.00262834620806	3.39675325596e-05	6.202653334e-06	
	0.017674814127	0.00147983481584	0.000902854030833	3.36561030001e-05	
	0.0093742972995	0.00296905325994	0.000540554271906	3.91098851353e-05	
	0.00426888216859	0.00179746213439	0.000344442051887	2.68662936275e-05	
	0.00247743019544	0.00117571928139	0.000463424411829	1.6709855642e-05	
	0.00156787500571	0.000952771503177	0.000298170779219	4.99396254557e-06	
	0.00102022008391	0.000735323935247	0.000364320262447	-2.0520494645e-06	
	0.000639606602799	0.000561638946535	0.000348765518236	-2.60811741313e-06	
	0.000412489547635	0.000434404053503	0.000504918427652	-2.35291298854e-06	
	0.000278103488216	0.000349741365749	0.000284543042486	-3.93344281345e-06	
	0.000213081198054	0.000287454991294	0.000330199928819	-3.13993960935e-06	
	0.000167543660536	0.000252344105977	0.000413725842089	-3.3025447083e-06	
	0.000134203909145	0.000216396814241	0.000329591011302	-2.48238984472e-06	
	0.000105296019286	0.000199731359844	0.000314070539993	9.13905414008e-07	
	9.35035334272e-05	0.00019036100441	0.000211205158738	8.31004657288e-07	
	9.7199884943e-05	0.000190572451633	0.000308865007539	-1.21430358262e-06	
	9.45193034436e-05	0.000153102742696	0.000245659595675	-4.29763985318e-07	
	5.70687251154e-05	0.000140532784251	0.000275325385222	-3.30673702934e-07	
	4.23311293001e-05	0.000117453507567	0.000160347464566	-2.25151442391e-06	
	9.02213637042e-06	0.000104775016001	7.51989864664e-05	-1.53385937275e-06	
	2.81107450693e-05	0.000105869772174	0.000143108481203	-1.79078063234e-06	
	-2.66047763071e-07	9.55937478284e-05	7.96049001287e-05	-1.86414566236e-06	
	1.31273925807e-07	8.63437628689e-05	2.29166598482e-06	-1.44783461769e-06	
	-1.13651136691e-05	7.91040179729e-05	3.25415498983e-05	-8.96803548969e-07	
	-2.02425753846e-05	7.94262255046e-05	1.30944704752e-05	-3.25062576769e-06	
	-3.25888171474e-05	6.62307574411e-05	7.36137089622e-05	-3.28039790884e-06	
	-7.18683462549e-06	6.40635270038e-05	5.57539915453e-05	-9.61734123434e-07	
	-1.03637750314e-05	6.36365068082e-05	2.40995283734e-05	-5.20714618909e-07	
	-9.42962160002e-06	7.18804259267e-05	4.35013403924e-05	1.85057930117e-07	
	-1.19363000055e-05	6.92148058239e-05	6.09661461056e-06	1.52243968741e-06	
	-1.62230674018e-05	6.34018703179e-05	-3.00005658784e-05	2.05943130951e-06	
	-1.56983673277e-05	5.70036719104e-05	-2.34303720103e-06	1.16296968812e-06	
	-1.41468263754e-05	6.43290916463e-05	1.30152215154e-05	1.59535729051e-06	
	-1.38384141792e-05	6.14827851133e-05	3.95163374597e-05	2.32579958254e-06	
	-1.60397576304e-05	5.7659218583e-05	-5.53071077064e-06	1.1805029629e-06	
