	0.019928311264	0.00110564491321	0.00041742632193	1.52021561056e-05	
	0.00595834182176	0.00121059555204	0.000211723269456	1.04589023713e-05	
	0.000868182385158	0.000509766401576	0.000135265377467	6.61877299425e-06	
	0.000206463291295	0.000154999681236	0.000119820047053	5.21009051666e-06	
	0.000127467546556	0.000108163193457	0.000107580813584	4.86775978621e-06	
	8.96840086255e-05	9.16977933632e-05	0.000102796370426	4.29062555236e-06	
	7.72301584772e-05	7.82110885042e-05	9.87587234144e-05	4.41761458405e-06	
	6.78179293579e-05	7.25537701634e-05	9.69138798621e-05	4.12416764143e-06	
	6.54143659564e-05	6.89950052972e-05	9.51809759538e-05	3.98326136658e-06	
	6.20629337476e-05	6.7427817336e-05	9.04459265827e-05	4.0004722837e-06	
	5.95843584118e-05	6.26521357823e-05	9.00094365193e-05	3.83233769875e-06	
	5.9466811694e-05	6.43889172005e-05	8.8704528279e-05	3.91281104085e-06	
	5.71593509516e-05	6.12067275739e-05	8.67924511687e-05	3.72376026328e-06	
	5.54355552761e-05	6.2000461348e-05	8.43627170231e-05	3.61897508724e-06	
	5.55195879279e-05	5.8881317624e-05	8.58369739488e-05	3.68391554419e-06	
	5.36089769667e-05	5.97836189987e-05	8.41796287666e-05	3.63146019384e-06	
	5.40145687425e-05	5.8856080417e-05	8.34685941964e-05	3.65690403309e-06	
	5.16078128712e-05	5.68710979044e-05	8.14150455393e-05	3.51836045522e-06	
	5.1756509921e-05	5.79122437037e-05	8.17909778961e-05	3.51694809556e-06	
	5.04615892741e-05	5.58026457852e-05	8.04819677402e-05	3.55611672387e-06	
	4.90695119651e-05	5.3556639115e-05	8.29879772819e-05	3.55965259302e-06	
	4.95661222418e-05	5.23912920025e-05	8.14269831405e-05	3.47096104899e-06	
	4.76670714622e-05	5.42083203891e-05	8.14690255523e-05	3.56008309099e-06	
	4.76545678812e-05	5.33482688815e-05	8.09818828802e-05	3.56952953964e-06	
	4.68385863926e-05	5.13144315276e-05	8.09854185832e-05	3.54077048444e-06	
	4.67022279999e-05	5.20452106659e-05	8.05582506379e-05	3.49628113587e-06	
	4.61390924277e-05	5.18985435855e-05	8.30759112991e-05	3.50685231533e-06	
	4.57054857269e-05	5.01847571274e-05	8.34237358821e-05	3.61436714421e-06	
	4.57288060927e-05	5.18439665419e-05	8.34859658251e-05	3.63824195126e-06	
	4.45408557093e-05	4.90201486576e-05	8.34124221367e-05	3.57780881965e-06	
	4.50319740083e-05	4.93748761566e-05	8.30656199797e-05	3.64128241973e-06	
	4.43535715255e-05	4.89649422792e-05	8.421461458e-05	3.60960452323e-06	
	4.40301114898e-05	4.94695756977e-05	8.5495446872e-05	3.68038893148e-06	
	4.3883726913e-05	4.74689211071e-05	8.59092467701e-05	3.70878283497e-06	
	4.33396375547e-05	4.71120389049e-05	8.44418466247e-05	3.67154312355e-06	
	4.36683879394e-05	4.76401836518e-05	8.58383964585e-05	3.79082866615e-06	
