	0.0173082910651	0.00131203413458	0.000376203807228	1.41997020088e-05	
	0.00561817789068	0.000995580659139	0.000191267292657	9.83381143592e-06	
	0.000723853487046	0.00042876876514	0.000122683021516	6.24116198618e-06	
	0.000166940704484	0.000140976509825	0.000109005920971	4.93905968499e-06	
	9.94760124685e-05	9.3773047353e-05	9.74345601606e-05	4.61109147203e-06	
	7.18811706278e-05	7.85002529716e-05	9.3232814387e-05	4.06752439067e-06	
	6.12587418541e-05	6.57957129177e-05	8.98268404484e-05	4.18756316002e-06	
	5.50560436604e-05	6.22923215931e-05	8.7962006e-05	3.90866011219e-06	
	5.40986590838e-05	6.0855874345e-05	8.63437881895e-05	3.77789382393e-06	
	5.14346977126e-05	6.08670254027e-05	8.20719621917e-05	3.79863142707e-06	
	4.85711234742e-05	5.50504448221e-05	8.17880490716e-05	3.63347119655e-06	
	4.81685256329e-05	5.43113586193e-05	8.05434707872e-05	3.70970027844e-06	
	4.66171669573e-05	5.41472309912e-05	7.89189872183e-05	3.5270218909e-06	
	4.66486174486e-05	5.40546815555e-05	7.66153174009e-05	3.43012149921e-06	
	4.60889739861e-05	5.12670620663e-05	7.82019546706e-05	3.49052014037e-06	
	4.41002274311e-05	5.14338129124e-05	7.65672295947e-05	3.44185050172e-06	
	4.47626841231e-05	4.95290407149e-05	7.59081951947e-05	3.46550018755e-06	
	4.24934475238e-05	4.88048205482e-05	7.40996360616e-05	3.33251755531e-06	
	4.24692935421e-05	4.94573550777e-05	7.43793112953e-05	3.33781348495e-06	
	4.12183519126e-05	4.78591851064e-05	7.33657400287e-05	3.3731265119e-06	
	4.03421161021e-05	4.71468822003e-05	7.56305692443e-05	3.38034155161e-06	
	4.07815182328e-05	4.61222953066e-05	7.42300772244e-05	3.29327992349e-06	
	3.91199674014e-05	4.78016803002e-05	7.4246582155e-05	3.3809405575e-06	
	3.93223346116e-05	4.60553663205e-05	7.37468684135e-05	3.39338626716e-06	
	3.8603381144e-05	4.59832202694e-05	7.3736852016e-05	3.3678755485e-06	
	3.86257946889e-05	4.46646779376e-05	7.34295490253e-05	3.32685182584e-06	
	3.75890523021e-05	4.49202732066e-05	7.5780153424e-05	3.3376994534e-06	
	3.73184783586e-05	4.39024654264e-05	7.60772662208e-05	3.44185338347e-06	
	3.74471734394e-05	4.52221507229e-05	7.61037697065e-05	3.46639150988e-06	
	3.66063971919e-05	4.40572662306e-05	7.61712891732e-05	3.40909601931e-06	
	3.61246153711e-05	4.38852192887e-05	7.58032442313e-05	3.47418370705e-06	
	3.65725307699e-05	4.36949195493e-05	7.68862583669e-05	3.44260996826e-06	
	3.61596719825e-05	4.38613465813e-05	7.80424512579e-05	3.51501902211e-06	
	3.57789591847e-05	4.2512075863e-05	7.84120027022e-05	3.53689090573e-06	
	3.55235971444e-05	4.26790813068e-05	7.70577112899e-05	3.50402090919e-06	
	3.60169505376e-05	4.27696910243e-05	7.81807496581e-05	3.62035780899e-06	
