x_interp,Density,Plus_Unc,Minus_Unc
0.0,1.56035277881,0.339278769912,0.40302817645
4.0,-8.26695344672,1.2118469927,1.17363663097
8.0,-6.50866267468,0.408484079734,0.306896637539
12.0,-6.72165296423,0.282353263282,0.26389273859
16.0,-6.8204483411,0.3335823296,0.29289046296
20.0,-6.83372688275,0.38467605362,0.32842833557
24.0,-6.8590744186,0.37378265042,0.32716675056
28.0,-6.84965558346,0.37885920287,0.33869549902
32.0,-6.85187001368,0.40105263036,0.341900569115
36.0,-6.86755784054,0.42788177499,0.36579027402
40.0,-6.88630889157,0.464627442874,0.387033667254
44.0,-6.92914042361,0.508578240827,0.42107061255
48.0,-6.94288346523,0.51934309485,0.4290314087
52.0,-6.95645307025,0.54294352887,0.45108512405
56.0,-7.00825773625,0.56166465882,0.462627381435
60.0,-7.01974948929,0.596411711669,0.499382144154
64.0,-6.99597366951,0.68614134773,0.5282065421
68.0,-7.01404908994,0.647578865175,0.510890384645
72.0,-6.98594238192,0.612724319238,0.51120031037
76.0,-6.97627418274,0.6121171393,0.51974646894
80.0,-7.00513906859,0.61832915147,0.50068503356
84.0,-7.0265269896,0.58625647073,0.50144983512
88.0,-7.00283295728,0.612537557765,0.52433169731
92.0,-7.04117712582,0.603717064065,0.510498815745
96.0,-7.01497282957,0.611421068505,0.514201312461
100.0,-7.00768308203,0.62533759286,0.515723912506
104.0,-7.01750358837,0.650464089769,0.530770544118
108.0,-7.06253567379,0.605341882545,0.506512392245
112.0,-7.03889969438,0.616903340945,0.527153895604
116.0,-7.04982337743,0.62803568357,0.52525225256
120.0,-7.05094212702,0.62453105513,0.520602335244
124.0,-7.06716627218,0.604685580824,0.52211875318
128.0,-7.05048107165,0.65407315228,0.53945944956
132.0,-7.02616136964,0.681385411769,0.554535960645
136.0,-7.08319316307,0.60304323892,0.52758292394
140.0,-7.06816802073,0.60960822416,0.521199750413
