x_interp,Beta,Plus_Unc,Minus_Unc
0.0,1.45317458074,0.334063224685,0.306296739948
4.0,1.95079814383,0.351284422523,0.281226155915
8.0,2.12433667775,0.337524049655,0.2878059088
12.0,1.60937549065,0.26478900685,0.28472632845
16.0,0.988583147045,0.468622083505,0.260003552199
20.0,0.788072739811,0.426570255913,0.135313989575
24.0,1.89527222202,0.3373530038,0.286230053163
28.0,1.90062720495,0.341041492763,0.278976002375
32.0,1.90312950227,0.32730254665,0.28667468318
36.0,1.90890439871,0.347415568301,0.283158895515
40.0,1.91488849677,0.360829381628,0.28360358443
44.0,1.90940896246,0.336974133493,0.27426966856
48.0,1.96360392805,0.351446604889,0.28007701805
52.0,1.95360131921,0.350458922245,0.282155473705
56.0,1.95300062662,0.348953777441,0.28076466282
60.0,1.95406910007,0.34898968508,0.28120684335
64.0,1.95387032813,0.350162828348,0.28034029661
68.0,1.95174093169,0.34834688611,0.277550133
72.0,1.95307625217,0.351327819825,0.280395018155
76.0,1.95869190992,0.349682393012,0.281291903724
80.0,1.95356734856,0.3495227966,0.278813136625
84.0,1.95430931983,0.350694540343,0.280607182705
88.0,1.95469921945,0.34585003973,0.2819730534
92.0,1.96076691399,0.348264934918,0.28394080524
96.0,1.95705803495,0.349455318825,0.282965301888
100.0,1.95497928554,0.35164132998,0.27815802809
104.0,1.95672331346,0.35092756538,0.281040087952
108.0,1.96126512326,0.350856779322,0.28536096227
112.0,1.95391857532,0.348082965685,0.281458166105
116.0,1.95164261524,0.349996721285,0.278372220026
120.0,1.95257220736,0.3481175949,0.278640387756
124.0,1.95852082852,0.350700932035,0.28110532777
128.0,1.95362623937,0.35402081224,0.282224958385
132.0,1.95402648329,0.35009486371,0.27879830472
136.0,1.95391222669,0.351499679727,0.280140184465
140.0,1.9569003173,0.34706729773,0.281748639993
