x_interp,Beta,Plus_Unc,Minus_Unc
0.0,1.49095395068,0.399922772667,0.380103341663
4.0,1.97436939391,0.348663975668,0.2744735557
8.0,0.733580484031,0.0497744970399,0.0418509754003
12.0,0.550504426467,0.0119265536035,0.0079424419839
16.0,0.547426852229,0.0100249307532,0.00631713780336
20.0,0.554789824979,0.016814426615,0.00974387082392
24.0,0.586476700936,0.04995724659,0.0256950601046
28.0,0.722655732058,0.153833500248,0.08995880709
32.0,0.914185359696,0.410910297864,0.20252912089
36.0,1.36086564301,0.425259774425,0.469047264581
40.0,1.59722222821,0.344840803525,0.445435124685
44.0,1.64580384551,0.34701978578,0.449538337256
48.0,1.91069712445,0.34412165513,0.282331196764
52.0,1.9117820309,0.35950547236,0.287889086117
56.0,1.91226485563,0.348907454581,0.285569980926
60.0,1.91598986339,0.350230260558,0.28461995987
64.0,1.91140906868,0.345313927883,0.27737121235
68.0,1.9162002583,0.34759700848,0.277582774186
72.0,1.99361982474,0.377407213595,0.285187609429
76.0,1.97618885694,0.35835532263,0.27903148894
80.0,1.97893223937,0.35962634382,0.28621886388
84.0,1.97969469179,0.34701335226,0.284085626162
88.0,1.96984320376,0.349555551456,0.281093029983
92.0,1.96821379664,0.35112092084,0.28155462745
96.0,1.95393243131,0.351237993325,0.28206216622
100.0,1.95996514315,0.349841652481,0.282359665562
104.0,1.95609593613,0.34753277251,0.27872618864
108.0,1.95068598888,0.351155138578,0.279900320975
112.0,1.95495951546,0.35065445461,0.281636958878
116.0,1.95280456216,0.350699927954,0.28154990841
120.0,1.95453839114,0.3482151455,0.281739133394
124.0,1.95541902029,0.34920541198,0.27848239625
128.0,1.94837619993,0.34956324172,0.27947346765
132.0,1.95695013416,0.34839988283,0.281447223266
136.0,1.95655930463,0.351626469205,0.28083160581
140.0,1.95346215978,0.351615086053,0.2803571575
