x_interp,Beta,Plus_Unc,Minus_Unc
0.0,1.5277031748,0.341318242704,0.340474422135
4.0,1.97159804375,0.350555634109,0.279391031893
8.0,2.04445339763,0.356156816716,0.28031621115
12.0,0.640323729239,0.103772669089,0.0578256485674
16.0,0.644301587716,0.132942649763,0.0619213398605
20.0,0.642414845161,0.11522439847,0.0596626620847
24.0,1.77306299961,0.39165755882,0.784723770818
28.0,1.82987553301,0.37093299121,0.436134922152
32.0,1.89531292805,0.37144307107,0.329989143914
36.0,1.86310171617,0.36989206254,0.35599517241
40.0,1.87705456146,0.366004131719,0.332671859215
44.0,1.84852168156,0.37766005045,0.38520400979
48.0,1.83068912771,0.36976192118,0.4158138906
52.0,1.88313800449,0.36007624705,0.316549112018
56.0,1.91047879992,0.35791406735,0.30374255342
60.0,1.96880097146,0.35340114941,0.28308542001
64.0,1.97225555397,0.34917943651,0.28352619724
68.0,1.96991949496,0.354093613261,0.28246181481
72.0,1.95778407255,0.35009477813,0.281281448221
76.0,1.95480204416,0.355293701053,0.281295512875
80.0,1.95495340523,0.350196469585,0.281585062865
84.0,1.95654735501,0.349109780764,0.281770220053
88.0,1.9513969046,0.347031324093,0.27838334769
92.0,1.96139522151,0.349049554782,0.279158628801
96.0,1.95590883742,0.350108609325,0.280352565991
100.0,1.956737889,0.34975140002,0.28163655012
104.0,1.9496156124,0.349947105175,0.279242144255
108.0,1.95280512536,0.3490221394,0.279725020264
112.0,1.95750560286,0.351705557183,0.280599435341
116.0,1.95550721821,0.351485009247,0.27908359067
120.0,1.95515516503,0.351764886234,0.280822715159
124.0,1.95497422882,0.34848744822,0.279565986938
128.0,1.9554397486,0.34812007441,0.28181518321
132.0,1.95878248237,0.350398961184,0.279925706165
136.0,1.95565764933,0.351665273558,0.28046168708
140.0,1.95707853811,0.349545460645,0.280599644648
