x_interp,Beta,Plus_Unc,Minus_Unc
0.0,1.43780568708,0.357735867968,0.317360246021
4.0,3.28609109738,0.0400855327668,0.0566477499652
8.0,1.34468079168,0.00917607792,0.0083513238912
12.0,0.545559369865,0.018337091745,0.008548834218
16.0,0.537065106942,0.142331308515,8.95889767e-05
20.0,0.537054222104,0.00019166527,6.75880665201e-05
24.0,0.537131201757,0.00019625310356,0.00011030694456
28.0,0.537379241826,0.00042812100788,0.00025283469268
32.0,0.538610737009,0.00175296955948,0.0009720383026
36.0,0.577623211882,0.0144368291439,0.012529127203
40.0,0.670607444869,0.0162259263827,0.0146393761896
44.0,0.722932964061,0.0169584117493,0.0161563146915
48.0,0.855152908841,0.0189970250056,0.01821501718
52.0,1.10949393502,0.023131815274,0.02224046393
56.0,1.35587390455,0.03506023707,0.0308528063456
60.0,1.66902293189,0.0507420243366,0.0467756812114
64.0,2.18628582487,0.1153209504,0.09379302445
68.0,2.7383923424,0.20798934055,0.16347740038
72.0,2.66752510752,0.210684055633,0.170641620728
76.0,2.6212301828,0.211575291221,0.169626954468
80.0,2.56346279338,0.202499476192,0.16899660343
84.0,2.51736769641,0.206028199332,0.18594616266
88.0,2.31009307318,0.208018444456,0.17513875556
92.0,2.24958335304,0.199148110788,0.169202091
96.0,2.3934825993,0.22697272814,0.218625661668
100.0,2.35726925729,0.238357225425,0.220604884892
104.0,2.30195181914,0.253175994675,0.22822254525
108.0,2.26235930972,0.26988029413,0.228793726494
112.0,2.23903190268,0.27540757562,0.22977269026
116.0,2.20899827219,0.281638072409,0.229781366568
120.0,2.16734991918,0.30445144926,0.236469209837
124.0,2.14184292741,0.311982250927,0.240720130222
128.0,2.0846850548,0.310951441123,0.23793086597
132.0,2.08006351017,0.328237386785,0.243202586521
136.0,2.04282064981,0.349842069182,0.261358126296
140.0,2.02654953643,0.36016186674,0.25240127298
144.0,2.00856549887,0.328986823341,0.246367984312
148.0,2.00153893539,0.34460990994,0.251153592394
152.0,1.98381362883,0.34209994704,0.24936345865
156.0,1.98126283452,0.33937164182,0.255496538995
160.0,1.9700053053,0.329160641814,0.253479280765
164.0,1.61773142473,0.256192160773,0.25064874471
168.0,1.18824145784,0.251528970288,0.231564813365
172.0,1.00176499837,0.2610889399,0.222179544333
176.0,0.919406774039,0.272974225125,0.184737738912
180.0,1.16695834833,0.319779177662,0.29603325154
184.0,1.47663288027,0.2949533344,0.302011068186
188.0,1.94345949389,0.355202241611,0.271840534684
192.0,1.93730374876,0.349544080545,0.266328220911
196.0,1.93405247376,0.347985187937,0.270720947825
200.0,1.93239785494,0.34916224668,0.27673735744
204.0,1.93579260824,0.342410613197,0.274319786572
208.0,1.92936324556,0.34741163104,0.271704475343
212.0,1.92754601968,0.338040733616,0.27126703832
216.0,1.93092494886,0.350333660516,0.276532692955
220.0,1.93444165176,0.350923337103,0.281118758615
224.0,1.92850441844,0.35782436235,0.277742105414
228.0,1.92482888035,0.336778840358,0.274601178636
232.0,1.9233386018,0.341830327223,0.277620776755
236.0,1.92753593282,0.349898242194,0.27586000299
240.0,1.93409628256,0.37058487512,0.282236445
244.0,1.92222472607,0.335826489887,0.276452675745
248.0,1.9171572311,0.341260065527,0.275455923943
252.0,1.92305204702,0.34322413923,0.27824731457
256.0,1.92991170702,0.352475762125,0.278534626988
260.0,1.93108209716,0.35047545663,0.28085464393
264.0,1.92462638513,0.345614910665,0.277819084215
268.0,1.92123167091,0.338914843432,0.271337620549
272.0,1.9797982163,0.35115430283,0.28265242449
276.0,1.96974048235,0.35703080415,0.28054648787
280.0,1.9715556604,0.353573800313,0.284266060374
284.0,1.95681690134,0.348121638425,0.279003391785
288.0,1.95482592496,0.349086129993,0.281245231703
292.0,1.95094336399,0.348303910691,0.28188078895
296.0,1.95967553329,0.348490896404,0.28364180816
