x_interp,Temperature,Plus_Unc,Minus_Unc
0.0,28.5209113987,0.311998181412,0.359375647794
4.0,109.599763409,40.3239013735,39.7585573396
8.0,98.635259082,33.2072530692,27.4433322527
12.0,39.291909533,5.24034830888,3.68603572919
16.0,58.9769195548,9.72323898489,7.19355731375
20.0,48.8726869576,4.59495139922,3.66522348985
24.0,37.8919990806,3.0200706918,3.0318212954
28.0,35.7116495707,2.56505913753,2.7149589981
32.0,33.9600058236,2.3268945638,2.4610947725
36.0,31.2807271456,2.00358941599,2.12721046247
40.0,29.9830861917,1.86032621511,1.9818094906
44.0,28.6529393139,1.76321202143,1.9076388814
48.0,26.8895065882,1.61526917987,1.6449712551
52.0,25.5012144104,1.49832442138,1.59735891409
56.0,25.2458430594,1.43308563896,1.4813884978
60.0,24.7422321356,1.58950433824,1.51771457481
64.0,24.4738530605,1.32695371274,1.35790663267
68.0,24.3324115325,1.32891871546,1.36785909048
72.0,24.0321451148,1.36582504801,1.42334481882
76.0,23.5007387238,1.23033495563,1.24878367972
80.0,23.1424678763,1.20811441835,1.22789228701
84.0,23.0819746933,1.18315216055,1.21401651101
88.0,23.1195318455,1.2833674656,1.34841394283
92.0,22.6803554608,1.17634982054,1.23124214388
96.0,22.6216884287,1.2135751646,1.20188567101
100.0,22.1945481218,1.234695771,1.17295566596
104.0,21.9716491297,1.14833362245,1.11236003078
108.0,21.5841133864,1.12426533884,1.10932143406
112.0,21.5896219832,1.15762226879,1.12881923453
116.0,21.1097065777,1.09800095229,1.0303355324
120.0,21.060346439,1.14245424099,1.09112534176
124.0,21.0986363788,1.29843229,1.1376834029
128.0,20.8664631648,1.16134796431,1.09350720847
132.0,20.6381247771,1.2210333283,1.12665353643
136.0,20.2625751952,1.1505509857,1.1023583466
140.0,20.4467288706,1.26159682103,1.15622332308
