x_interp,Density,Plus_Unc,Minus_Unc
0.0,1.46498602088,0.392868346852,0.333833237537
4.0,-8.16986431576,1.24910858475,1.24176236058
8.0,-5.91562190641,0.13754848102,0.12804637313
12.0,-5.91773710539,0.07986433558,0.0857691468732
16.0,-6.09432935444,0.11500322856,0.1146631922
20.0,-6.1214797839,0.129529217714,0.13792407939
24.0,-6.17699258826,0.23335550626,0.2352156324
28.0,-6.1788320197,0.24920190291,0.28195193922
32.0,-6.20904881591,0.279841545012,0.37851093085
36.0,-6.82543345635,0.57063701706,0.474572727714
40.0,-6.88805389198,0.61353280035,0.5043760108
44.0,-6.92873095458,0.649580586955,0.529372606195
48.0,-6.93332721745,0.7104899143,0.56175373631
52.0,-6.98344136786,0.719010075567,0.57282584388
56.0,-7.02610382785,0.742233185405,0.572428798988
60.0,-7.0453160101,0.835520717805,0.622779657604
64.0,-7.16533156939,0.959582018362,0.706859975232
68.0,-8.16722621573,1.8718049142,1.25222173047
72.0,-8.14225062967,1.86980114526,1.26373665519
76.0,-8.14000565268,1.85972348643,1.27393475183
80.0,-8.13794743356,1.88007263712,1.27112186467
84.0,-8.13979711954,1.86476731829,1.26867124171
88.0,-8.13638706748,1.8629923836,1.27033022954
92.0,-8.10520389302,1.90523548116,1.28874337982
96.0,-8.11978614466,1.88958003358,1.28613698381
100.0,-8.09708061939,1.90740406052,1.30432316873
104.0,-8.1067797855,1.88478230461,1.28516738133
108.0,-8.10648761206,1.90270210955,1.28926752366
112.0,-8.08889606809,1.90558102437,1.30576158518
116.0,-8.09766193928,1.92402587284,1.29493778968
120.0,-8.10569088985,1.91306747953,1.29410390457
124.0,-8.0928273649,1.91844648201,1.2960585697
128.0,-8.0710890853,1.88327025101,1.30909451764
132.0,-8.04136188774,1.95741083244,1.3276318164
136.0,-8.10566019663,1.93941457455,1.29044572036
140.0,-8.06237534053,1.92990100023,1.31939569026
