x_interp,Temperature,Plus_Unc,Minus_Unc
0.0,28.4861156697,0.393298189396,0.36551263834
4.0,17.6437414154,1.01298994409,0.761640117912
8.0,68.8223276619,0.9325412235,1.00956566625
12.0,15.294960035,107.732935318,0.31782115426
16.0,85.1712135523,0.653682654012,76.6103848522
20.0,90.0302932482,0.294532329198,0.476906345166
24.0,102.307388673,0.335300511,0.35032631836
28.0,119.221948739,0.5405270325,0.54949772262
32.0,143.612732328,1.10902712352,1.245672618
36.0,138.592438652,5.01164445724,5.323785723
40.0,113.038728833,3.60950798556,3.697209158
44.0,100.270271299,2.96149770828,2.90126942081
48.0,84.0831677219,2.1427689318,2.096718423
52.0,68.3640886464,1.4901989292,1.44420865157
56.0,59.0287245197,1.27989770461,1.3479467423
60.0,50.3425118351,1.1796563099,1.1851191359
64.0,40.8526910135,1.34693556722,1.5809623604
68.0,34.6181605245,1.5627162993,1.77733950614
72.0,34.6868714324,1.61825854115,1.91065162325
76.0,34.745970116,1.6477296815,1.836242359
80.0,34.8532733974,1.711025713,1.8096402694
84.0,35.0368408355,1.8712726848,1.82761873192
88.0,36.5738931792,1.96012937005,2.04082507275
92.0,36.8355312586,1.9445484609,1.98003037
96.0,35.0275997471,2.2555027158,2.0940927845
100.0,35.3639309567,2.32100285724,2.1661344289
104.0,35.6642882933,2.49395182477,2.32537204906
108.0,35.737295655,2.50210582857,2.466583714
112.0,35.7275801264,2.51785568137,2.5165386055
116.0,36.0683547663,2.58530291107,2.62461918705
120.0,35.9924597152,2.6626296905,2.80947073523
124.0,35.6770613168,2.67718837014,2.8234970129
128.0,35.9739226324,2.7743536408,2.8455799457
132.0,35.7702882291,2.7632087103,2.97227509392
136.0,35.9496671964,3.0767633987,3.2691490832
140.0,36.0092138952,3.02438452636,3.27453916375
144.0,35.7981339843,2.94962423871,3.02022456725
148.0,35.3618695799,2.9513993922,3.0995984704
152.0,35.3207955904,3.02194154229,3.15816264535
156.0,35.0911132239,2.99498323192,3.0235060835
160.0,35.0336545078,2.9717175223,2.9523346592
164.0,38.2877638729,3.75468078617,3.07573189699
168.0,43.7708255461,5.53081570044,4.3314454293
172.0,46.1262791669,6.5294899099,5.2369963071
176.0,46.391074769,5.7148006243,5.59091555783
180.0,41.9494013251,6.56904998079,4.64382054405
184.0,37.7292591838,4.71730340707,3.40623808066
188.0,34.0290190892,3.4435229383,3.1628238515
192.0,33.8664528706,3.57192521286,3.22002864282
196.0,33.5985768224,3.5479360565,3.06367982516
200.0,33.3971431599,3.63495471318,3.0734602236
204.0,33.1984463001,3.66701588574,3.09871447385
208.0,32.87888668,3.5462801682,3.05766289135
212.0,33.0518523398,3.7378745857,3.0990335616
216.0,32.8667411479,3.9035605545,3.18583996604
220.0,32.7574630556,4.2666167154,3.46607856614
224.0,32.5989282431,4.3443729895,3.39134979764
228.0,32.5812324564,4.50977599771,3.39883466815
232.0,32.3534871509,4.82495788298,3.5859428848
236.0,32.7239040657,5.4726264106,3.8200573376
240.0,31.9875088467,5.53232109944,3.9733322175
244.0,32.1428779247,5.87605338893,3.86370210325
248.0,33.0742713801,7.05086468925,4.27525029163
252.0,33.5149528202,8.16885963958,4.6753713493
256.0,32.7447957005,7.87260934318,4.5033542717
260.0,31.9466626917,7.5338366787,4.5109185185
264.0,31.4866287888,7.25698160798,4.335087827
268.0,31.5325697521,8.18278834335,4.53884405735
272.0,50.719946172,26.1638241234,16.3528215252
276.0,50.6343473202,26.0149500254,16.6302982787
280.0,49.1768559782,26.9930805887,16.6933960738
284.0,22.7062464677,26.6178105016,14.6571041328
288.0,22.4143278922,26.486512216,14.3918278107
292.0,22.3569041428,26.3228820691,14.3459219652
296.0,22.717080609,26.7258868739,14.6653092166
