Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Field of View,Obs. Type,Intent,Product ID,Obs. ID,DOWNLOADABLE
oCeti,34.85391198,-2.975472107,JCMTCAL,56632.19914,8,SCUBA-2,SCUBA-2-850um,185,0.083737607,pointing,science,raw-850um,scuba2_00008_20131206T044336,caom:JCMT/scuba2_00008_20131206T044336/raw-850um
oCeti,34.85711051,-2.964499909,JCMTCAL,56639.43209,32,SCUBA-2,SCUBA-2-850um,270,0.078525562,pointing,science,raw-850um,scuba2_00032_20131213T102201,caom:JCMT/scuba2_00032_20131213T102201/raw-850um
oCeti,34.83860817,-2.951722426,JCMTCAL,56528.63389,49,SCUBA-2,SCUBA-2-850um,192,0.065235425,pointing,science,raw-850um,scuba2_00049_20130824T151157,caom:JCMT/scuba2_00049_20130824T151157/raw-850um
oCeti,34.84334222,-2.964777855,JCMTCAL,56330.21219,27,SCUBA-2,SCUBA-2-850um,258,0.072824521,pointing,science,raw-850um,scuba2_00027_20130207T050516,caom:JCMT/scuba2_00027_20130207T050516/raw-850um
oCeti,34.85752773,-2.964499905,JCMTCAL,56639.39388,26,SCUBA-2,SCUBA-2-850um,271,0.081582691,pointing,science,raw-850um,scuba2_00026_20131213T092632,caom:JCMT/scuba2_00026_20131213T092632/raw-850um
oCeti,34.84334222,-2.964638967,JCMTCAL,56315.30221,29,SCUBA-2,SCUBA-2-850um,256,0.072749522,pointing,science,raw-850um,scuba2_00029_20130123T071457,caom:JCMT/scuba2_00029_20130123T071457/raw-850um
oCeti,34.83458058,-2.951722429,JCMTCAL,56330.1781,24,SCUBA-2,SCUBA-2-850um,254,0.066014968,pointing,science,raw-850um,scuba2_00024_20130207T041612,caom:JCMT/scuba2_00024_20130207T041612/raw-850um
oCeti,34.83972631,-2.96977784,JCMTCAL,56564.45635,35,SCUBA-2,SCUBA-2-850um,188,0.08035575,pointing,science,raw-850um,scuba2_00035_20130929T105600,caom:JCMT/scuba2_00035_20130929T105600/raw-850um
oCeti,34.85711051,-2.96449991,JCMTCAL,56620.48071,47,SCUBA-2,SCUBA-2-850um,249,0.078986203,pointing,science,raw-850um,scuba2_00047_20131124T113159,caom:JCMT/scuba2_00047_20131124T113159/raw-850um
oCeti,34.83513685,-2.965889011,JCMTCAL,56613.37454,24,SCUBA-2,SCUBA-2-850um,191,0.080063431,pointing,science,raw-850um,scuba2_00024_20131117T085908,caom:JCMT/scuba2_00024_20131117T085908/raw-850um
oCeti,34.83388521,-2.952139084,JCMTCAL,56315.20613,16,SCUBA-2,SCUBA-2-850um,255,0.063754886,pointing,science,raw-850um,scuba2_00016_20130123T045633,caom:JCMT/scuba2_00016_20130123T045633/raw-850um
oCeti,34.84334222,-2.964777854,JCMTCAL,56293.30742,22,SCUBA-2,SCUBA-2-850um,255,0.072076691,pointing,science,raw-850um,scuba2_00022_20130101T072234,caom:JCMT/scuba2_00022_20130101T072234/raw-850um
oCeti,34.84334222,-2.964638967,JCMTCAL,56326.2772,19,SCUBA-2,SCUBA-2-850um,333,0.072450143,pointing,science,raw-850um,scuba2_00019_20130203T063859,caom:JCMT/scuba2_00019_20130203T063859/raw-850um
oCeti,34.84292499,-2.962694527,JCMTCAL,56339.19762,13,SCUBA-2,SCUBA-2-850um,254,0.064247773,pointing,science,raw-850um,scuba2_00013_20130216T044354,caom:JCMT/scuba2_00013_20130216T044354/raw-850um
oCeti,34.84778703,-2.964638967,JCMTCAL,56529.70157,20,SCUBA-2,SCUBA-2-850um,188,0.073651361,pointing,science,raw-850um,scuba2_00020_20130825T164942,caom:JCMT/scuba2_00020_20130825T164942/raw-850um
oCeti,34.83624384,-2.976305559,JCMTCAL,56552.50328,42,SCUBA-2,SCUBA-2-850um,184,0.074179601,pointing,science,raw-850um,scuba2_00042_20130917T120430,caom:JCMT/scuba2_00042_20130917T120430/raw-850um
oCeti,34.83221625,-2.975888896,JCMTCAL,56561.48227,39,SCUBA-2,SCUBA-2-850um,190,0.074330988,pointing,science,raw-850um,scuba2_00039_20130926T113315,caom:JCMT/scuba2_00039_20130926T113315/raw-850um
