Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Obs. ID,DOWNLOADABLE
IRC+10216,146.9992500079,13.2920953952,JCMTCAL,58066.7978125,70,SCUBA-2,SCUBA-2-450um,201,pointing,science,raw-450um,scuba2_00070_20171109T190652,caom:JCMT/scuba2_00070_20171109T190652/raw-450um
IRC+10216,146.9933707765,13.2838332712,JCMTCAL,57861.1914699,9,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00009_20170418T043219,caom:JCMT/scuba2_00009_20170418T043219/raw-450um
IRC+10216,146.9999355954,13.2918885621,JCMTCAL,57872.2982755,19,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00019_20170429T070627,caom:JCMT/scuba2_00019_20170429T070627/raw-450um
IRC+10216,146.9982231554,13.2942497232,JCMTCAL,57911.2474884,18,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00018_20170607T055614,caom:JCMT/scuba2_00018_20170607T055614/raw-450um
IRC+10216,146.9980803666,13.2921664084,JCMTCAL,57913.2615046,8,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00008_20170609T061320,caom:JCMT/scuba2_00008_20170609T061320/raw-450um
IRC+10216,146.9942269968,13.2832776977,JCMTCAL,57833.2215509,10,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00010_20170321T051526,caom:JCMT/scuba2_00010_20170321T051526/raw-450um
IRC+10216,146.9935134778,13.2836943769,JCMTCAL,57840.2246759,13,SCUBA-2,SCUBA-2-450um,261,pointing,science,raw-450um,scuba2_00013_20170328T052106,caom:JCMT/scuba2_00013_20170328T052106/raw-450um
IRC+10216,146.9977950207,13.2942497417,JCMTCAL,57833.4745949,37,SCUBA-2,SCUBA-2-450um,195,pointing,science,raw-450um,scuba2_00037_20170321T112250,caom:JCMT/scuba2_00037_20170321T112250/raw-450um
IRC+10216,146.994797809,13.2828610214,JCMTCAL,57807.2751042,20,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00020_20170223T063538,caom:JCMT/scuba2_00020_20170223T063538/raw-450um
IRC+10216,146.9933707751,13.2838332683,JCMTCAL,57807.3234722,24,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00024_20170223T074514,caom:JCMT/scuba2_00024_20170223T074514/raw-450um
IRC+10216,146.9950000001,13.282813295,JCMTCAL,58047.6076505,48,SCUBA-2,SCUBA-2-450um,111,pointing,science,raw-450um,scuba2_00048_20171021T143259,caom:JCMT/scuba2_00048_20171021T143259/raw-450um
IRC+10216,146.9995074686,13.2920274663,JCMTCAL,57808.4873727,42,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00042_20170224T114107,caom:JCMT/scuba2_00042_20170224T114107/raw-450um
IRC+10216,146.9937988897,13.2836943717,JCMTCAL,57809.3071296,8,SCUBA-2,SCUBA-2-450um,195,pointing,science,raw-450um,scuba2_00008_20170225T071846,caom:JCMT/scuba2_00008_20170225T071846/raw-450um
IRC+10216,146.9996501799,13.2920274606,JCMTCAL,57809.4811111,31,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00031_20170225T113205,caom:JCMT/scuba2_00031_20170225T113205/raw-450um
IRC+10216,146.9989367099,13.2941108077,JCMTCAL,57809.5156019,34,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00034_20170225T122150,caom:JCMT/scuba2_00034_20170225T122150/raw-450um
IRC+10216,146.9996501733,13.291888573,JCMTCAL,57809.4421528,26,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00026_20170225T103521,caom:JCMT/scuba2_00026_20170225T103521/raw-450um
IRC+10216,146.9932280705,13.2838332731,JCMTCAL,57862.1909259,8,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00008_20170419T043132,caom:JCMT/scuba2_00008_20170419T043132/raw-450um
IRC+10216,146.9985084976,13.2921663914,JCMTCAL,57880.3316551,24,SCUBA-2,SCUBA-2-450um,195,pointing,science,raw-450um,scuba2_00024_20170507T075407,caom:JCMT/scuba2_00024_20170507T075407/raw-450um
IRC+10216,146.9933707765,13.2838332712,JCMTCAL,57851.2191782,14,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00014_20170408T051524,caom:JCMT/scuba2_00014_20170408T051524/raw-450um
IRC+10216,146.9943697034,13.2832776957,JCMTCAL,57851.1788542,9,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00009_20170408T041358,caom:JCMT/scuba2_00009_20170408T041358/raw-450um
IRC+10216,146.9997928905,13.2920274548,JCMTCAL,57885.2740394,22,SCUBA-2,SCUBA-2-450um,153,pointing,science,raw-450um,scuba2_00022_20170512T063128,caom:JCMT/scuba2_00022_20170512T063128/raw-450um
IRC+10216,146.9935134901,13.2842499326,JCMTCAL,57860.1906366,9,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00009_20170417T043107,caom:JCMT/scuba2_00009_20170417T043107/raw-450um
IRC+10216,146.9989366354,13.2923052628,JCMTCAL,57885.3097338,25,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00025_20170512T072523,caom:JCMT/scuba2_00025_20170512T072523/raw-450um
IRC+10216,146.9949405138,13.2828610178,JCMTCAL,57808.2645718,20,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00020_20170224T061713,caom:JCMT/scuba2_00020_20170224T061713/raw-450um
IRC+10216,146.9935134779,13.2836943772,JCMTCAL,57808.3143519,24,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00024_20170224T073206,caom:JCMT/scuba2_00024_20170224T073206/raw-450um
IRC+10216,146.9997929732,13.2939718829,JCMTCAL,57871.3097685,10,SCUBA-2,SCUBA-2-450um,195,pointing,science,raw-450um,scuba2_00010_20170428T072519,caom:JCMT/scuba2_00010_20170428T072519/raw-450um
IRC+10216,146.9997928905,13.2920274548,JCMTCAL,57877.2967361,21,SCUBA-2,SCUBA-2-450um,152,pointing,science,raw-450um,scuba2_00021_20170504T070409,caom:JCMT/scuba2_00021_20170504T070409/raw-450um
IRC+10216,146.9994999996,13.2923265434,JCMTCAL,58056.7632986,40,SCUBA-2,SCUBA-2-450um,201,pointing,science,raw-450um,scuba2_00040_20171030T181857,caom:JCMT/scuba2_00040_20171030T181857/raw-450um
IRC+10216,147.0000000001,13.291863833,JCMTCAL,58056.8013079,44,SCUBA-2,SCUBA-2-450um,114,pointing,science,raw-450um,scuba2_00044_20171030T191312,caom:JCMT/scuba2_00044_20171030T191312/raw-450um
IRC+10216,146.9992220466,13.2920274766,JCMTCAL,57886.2933565,22,SCUBA-2,SCUBA-2-450um,152,pointing,science,raw-450um,scuba2_00022_20170513T065914,caom:JCMT/scuba2_00022_20170513T065914/raw-450um
IRC+10216,146.9989366302,13.2921663753,JCMTCAL,57887.3022801,11,SCUBA-2,SCUBA-2-450um,111,pointing,science,raw-450um,scuba2_00011_20170514T071441,caom:JCMT/scuba2_00011_20170514T071441/raw-450um
IRC+10216,146.9989366302,13.2921663753,JCMTCAL,57907.2465625,15,SCUBA-2,SCUBA-2-450um,153,pointing,science,raw-450um,scuba2_00015_20170603T055151,caom:JCMT/scuba2_00015_20170603T055151/raw-450um
IRC+10216,146.9985084979,13.2921663914,JCMTCAL,57906.2628241,24,SCUBA-2,SCUBA-2-450um,152,pointing,science,raw-450um,scuba2_00024_20170602T061753,caom:JCMT/scuba2_00024_20170602T061753/raw-450um
IRC+10216,146.9995075442,13.2938330074,JCMTCAL,57906.2267824,21,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00021_20170602T052337,caom:JCMT/scuba2_00021_20170602T052337/raw-450um
IRC+10216,147.000078306,13.291888556,JCMTCAL,57906.1855671,15,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00015_20170602T042620,caom:JCMT/scuba2_00015_20170602T042620/raw-450um
IRC+10216,146.9995074683,13.2920274659,JCMTCAL,57899.245544,15,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00015_20170526T055025,caom:JCMT/scuba2_00015_20170526T055025/raw-450um
IRC+10216,146.9997928815,13.292027454,JCMTCAL,57899.1863426,8,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00008_20170526T042808,caom:JCMT/scuba2_00008_20170526T042808/raw-450um
IRC+10216,146.9927999672,13.2850832678,JCMTCAL,57836.2854167,18,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00018_20170324T065021,caom:JCMT/scuba2_00018_20170324T065021/raw-450um
IRC+10216,146.9997928846,13.2918885674,JCMTCAL,57887.2608796,8,SCUBA-2,SCUBA-2-450um,114,pointing,science,raw-450um,scuba2_00008_20170514T061527,caom:JCMT/scuba2_00008_20170514T061527/raw-450um
IRC+10216,146.9933707777,13.2839721569,JCMTCAL,57837.2440162,13,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00013_20170325T055050,caom:JCMT/scuba2_00013_20170325T055050/raw-450um
IRC+10216,146.99950755,13.2939718954,JCMTCAL,57897.2522106,15,SCUBA-2,SCUBA-2-450um,67,pointing,science,raw-450um,scuba2_00015_20170524T060001,caom:JCMT/scuba2_00015_20170524T060001/raw-450um
IRC+10216,146.9999355954,13.2918885621,JCMTCAL,57890.2488657,15,SCUBA-2,SCUBA-2-450um,153,pointing,science,raw-450um,scuba2_00015_20170517T055810,caom:JCMT/scuba2_00015_20170517T055810/raw-450um
IRC+10216,146.9986512141,13.2923052737,JCMTCAL,57890.3012384,20,SCUBA-2,SCUBA-2-450um,152,pointing,science,raw-450um,scuba2_00020_20170517T071334,caom:JCMT/scuba2_00020_20170517T071334/raw-450um
IRC+10216,146.9993647633,13.292166359,JCMTCAL,57900.2498148,13,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00013_20170527T055633,caom:JCMT/scuba2_00013_20170527T055633/raw-450um
IRC+10216,146.9927999972,13.287583232,JCMTCAL,57879.195463,8,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00008_20170506T043832,caom:JCMT/scuba2_00008_20170506T043832/raw-450um
IRC+10216,146.9980803707,13.2923052952,JCMTCAL,57808.5397801,48,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00048_20170224T125641,caom:JCMT/scuba2_00048_20170224T125641/raw-450um
IRC+10216,146.9997928846,13.2918885678,JCMTCAL,57911.1965625,11,SCUBA-2,SCUBA-2-450um,109,pointing,science,raw-450um,scuba2_00011_20170607T044218,caom:JCMT/scuba2_00011_20170607T044218/raw-450um
IRC+10216,146.9985085792,13.2942497123,JCMTCAL,57909.2481944,17,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00017_20170605T055412,caom:JCMT/scuba2_00017_20170605T055412/raw-450um
IRC+10216,146.999792896,13.2921663423,JCMTCAL,57878.2519097,13,SCUBA-2,SCUBA-2-450um,66,pointing,science,raw-450um,scuba2_00013_20170505T060039,caom:JCMT/scuba2_00013_20170505T060039/raw-450um
IRC+10216,146.9996501799,13.2920274606,JCMTCAL,57879.2902315,17,SCUBA-2,SCUBA-2-450um,195,pointing,science,raw-450um,scuba2_00017_20170506T065449,caom:JCMT/scuba2_00017_20170506T065449/raw-450um
IRC+10216,146.999935596,13.2918885623,JCMTCAL,57891.2391782,13,SCUBA-2,SCUBA-2-450um,153,pointing,science,raw-450um,scuba2_00013_20170518T054236,caom:JCMT/scuba2_00013_20170518T054236/raw-450um
IRC+10216,146.9952259208,13.2827221234,JCMTCAL,58034.6400463,46,SCUBA-2,SCUBA-2-450um,113,pointing,science,raw-450um,scuba2_00046_20171008T152130,caom:JCMT/scuba2_00046_20171008T152130/raw-450um
IRC+10216,146.9990793411,13.2921663699,JCMTCAL,57891.281412,19,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00019_20170518T064202,caom:JCMT/scuba2_00019_20170518T064202/raw-450um
IRC+10216,146.9946551106,13.283138801,JCMTCAL,57836.2095139,10,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00010_20170324T045804,caom:JCMT/scuba2_00010_20170324T045804/raw-450um
IRC+10216,146.9925145553,13.2853610445,JCMTCAL,57836.2927083,20,SCUBA-2,SCUBA-2-450um,49,pointing,science,raw-450um,scuba2_00020_20170324T070054,caom:JCMT/scuba2_00020_20170324T070054/raw-450um
IRC+10216,146.9999356731,13.2936941016,JCMTCAL,57898.2303125,15,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00015_20170525T052832,caom:JCMT/scuba2_00015_20170525T052832/raw-450um
IRC+10216,146.9942269547,13.2813332664,JCMTCAL,57835.2039352,15,SCUBA-2,SCUBA-2-450um,110,pointing,science,raw-450um,scuba2_00015_20170323T045118,caom:JCMT/scuba2_00015_20170323T045118/raw-450um
IRC+10216,146.9933707805,13.2841110451,JCMTCAL,57832.2588194,20,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00020_20170320T060921,caom:JCMT/scuba2_00020_20170320T060921/raw-450um
IRC+10216,146.999935601,13.2920274494,JCMTCAL,57892.2209954,11,SCUBA-2,SCUBA-2-450um,112,pointing,science,raw-450um,scuba2_00011_20170519T051722,caom:JCMT/scuba2_00011_20170519T051722/raw-450um
IRC+10216,147.0005063575,13.2902219142,JCMTCAL,57892.1848032,8,SCUBA-2,SCUBA-2-450um,112,pointing,science,raw-450um,scuba2_00008_20170519T042415,caom:JCMT/scuba2_00008_20170519T042415/raw-450um
IRC+10216,146.9997928904,13.2920274554,JCMTCAL,57870.310162,12,SCUBA-2,SCUBA-2-450um,196,pointing,science,raw-450um,scuba2_00012_20170427T072552,caom:JCMT/scuba2_00012_20170427T072552/raw-450um
IRC+10216,146.9983657925,13.2923052845,JCMTCAL,57892.3034144,20,SCUBA-2,SCUBA-2-450um,200,pointing,science,raw-450um,scuba2_00020_20170519T071340,caom:JCMT/scuba2_00020_20170519T071340/raw-450um
IRC+10216,146.9992500077,13.2922453701,JCMTCAL,58065.7973611,82,SCUBA-2,SCUBA-2-450um,201,pointing,science,raw-450um,scuba2_00082_20171108T190614,caom:JCMT/scuba2_00082_20171108T190614/raw-450um
IRC+10216,147.0000000001,13.2918639513,JCMTCAL,58065.7495023,76,SCUBA-2,SCUBA-2-450um,203,pointing,science,raw-450um,scuba2_00076_20171108T175707,caom:JCMT/scuba2_00076_20171108T175707/raw-450um
IRC+10216,146.9942499948,13.2833442188,JCMTCAL,58066.5805787,49,SCUBA-2,SCUBA-2-450um,201,pointing,science,raw-450um,scuba2_00049_20171109T135336,caom:JCMT/scuba2_00049_20171109T135336/raw-450um
IRC+10216,146.9927500237,13.2849925686,JCMTCAL,58066.6524306,54,SCUBA-2,SCUBA-2-450um,201,pointing,science,raw-450um,scuba2_00054_20171109T153853,caom:JCMT/scuba2_00054_20171109T153853/raw-450um
IRC+10216,147.0064885868,13.2895064586,JCMTCAL,58066.7125463,60,SCUBA-2,SCUBA-2-450um,158,pointing,science,raw-450um,scuba2_00060_20171109T170425,caom:JCMT/scuba2_00060_20171109T170425/raw-450um
IRC+10216,147.000250006,13.2919452107,JCMTCAL,58066.752963,65,SCUBA-2,SCUBA-2-450um,157,pointing,science,raw-450um,scuba2_00065_20171109T180331,caom:JCMT/scuba2_00065_20171109T180331/raw-450um
