Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Obs. ID,DOWNLOADABLE
IRC+10216,146.9841725,13.25658351,JCMTCAL,55923.54074,62,SCUBA-2,SCUBA-2-850um,159,pointing,science,raw-850um,scuba2_00062_20111228T125840,caom:JCMT/scuba2_00062_20111228T125840/raw-850um
IRC+10216,146.9941614,13.28324992,JCMTCAL,55921.45837,50,SCUBA-2,SCUBA-2-850um,152,pointing,science,raw-850um,scuba2_00050_20111226T110003,caom:JCMT/scuba2_00050_20111226T110003/raw-850um
IRC+10216,146.9930197,13.28422216,JCMTCAL,55921.49612,54,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00054_20111226T115425,caom:JCMT/scuba2_00054_20111226T115425/raw-850um
IRC+10216,147.0051501,13.28991603,JCMTCAL,55921.59777,70,SCUBA-2,SCUBA-2-850um,163,pointing,science,raw-850um,scuba2_00070_20111226T142047,caom:JCMT/scuba2_00070_20111226T142047/raw-850um
IRC+10216,146.9934479,13.28394438,JCMTCAL,55923.4973,57,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00057_20111228T115607,caom:JCMT/scuba2_00057_20111228T115607/raw-850um
IRC+10216,146.989024,13.27847222,JCMTCAL,55844.64854,45,SCUBA-2,SCUBA-2-850um,365,pointing,science,raw-850um,scuba2_00045_20111010T153354,caom:JCMT/scuba2_00045_20111010T153354/raw-850um
IRC+10216,146.9863125,13.28547216,JCMTCAL,55923.60255,73,SCUBA-2,SCUBA-2-850um,160,pointing,science,raw-850um,scuba2_00073_20111228T142740,caom:JCMT/scuba2_00073_20111228T142740/raw-850um
IRC+10216,146.9997273,13.29199967,JCMTCAL,55921.6361,74,SCUBA-2,SCUBA-2-850um,153,pointing,science,raw-850um,scuba2_00074_20111226T151559,caom:JCMT/scuba2_00074_20111226T151559/raw-850um
IRC+10216,146.9924489,13.28547215,JCMTCAL,55921.53404,58,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00058_20111226T124901,caom:JCMT/scuba2_00058_20111226T124901/raw-850um
IRC+10216,146.9995845,13.29186079,JCMTCAL,55923.63878,76,SCUBA-2,SCUBA-2-850um,155,pointing,science,raw-850um,scuba2_00076_20111228T151951,caom:JCMT/scuba2_00076_20111228T151951/raw-850um
