Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Obs. ID,DOWNLOADABLE
IRC+10216,146.9933707765,13.2838332712,JCMTCAL,57861.1914699,9,SCUBA-2,SCUBA-2-850um,110,pointing,science,raw-850um,scuba2_00009_20170418T043219,caom:JCMT/scuba2_00009_20170418T043219/raw-850um
IRC+10216,146.9999355954,13.2918885621,JCMTCAL,57872.2982755,19,SCUBA-2,SCUBA-2-850um,66,pointing,science,raw-850um,scuba2_00019_20170429T070627,caom:JCMT/scuba2_00019_20170429T070627/raw-850um
IRC+10216,146.9942269968,13.2832776977,JCMTCAL,57833.2215509,10,SCUBA-2,SCUBA-2-850um,196,pointing,science,raw-850um,scuba2_00010_20170321T051526,caom:JCMT/scuba2_00010_20170321T051526/raw-850um
IRC+10216,146.9935134778,13.2836943769,JCMTCAL,57840.2246759,13,SCUBA-2,SCUBA-2-850um,261,pointing,science,raw-850um,scuba2_00013_20170328T052106,caom:JCMT/scuba2_00013_20170328T052106/raw-850um
IRC+10216,146.9977950207,13.2942497417,JCMTCAL,57833.4745949,37,SCUBA-2,SCUBA-2-850um,195,pointing,science,raw-850um,scuba2_00037_20170321T112250,caom:JCMT/scuba2_00037_20170321T112250/raw-850um
IRC+10216,146.994797809,13.2828610214,JCMTCAL,57807.2751042,20,SCUBA-2,SCUBA-2-850um,109,pointing,science,raw-850um,scuba2_00020_20170223T063538,caom:JCMT/scuba2_00020_20170223T063538/raw-850um
IRC+10216,146.9933707751,13.2838332683,JCMTCAL,57807.3234722,24,SCUBA-2,SCUBA-2-850um,110,pointing,science,raw-850um,scuba2_00024_20170223T074514,caom:JCMT/scuba2_00024_20170223T074514/raw-850um
IRC+10216,146.9996501733,13.291888573,JCMTCAL,57809.4421528,26,SCUBA-2,SCUBA-2-850um,110,pointing,science,raw-850um,scuba2_00026_20170225T103521,caom:JCMT/scuba2_00026_20170225T103521/raw-850um
IRC+10216,146.9989367099,13.2941108077,JCMTCAL,57809.5156019,34,SCUBA-2,SCUBA-2-850um,110,pointing,science,raw-850um,scuba2_00034_20170225T122150,caom:JCMT/scuba2_00034_20170225T122150/raw-850um
IRC+10216,146.9932280705,13.2838332731,JCMTCAL,57862.1909259,8,SCUBA-2,SCUBA-2-850um,109,pointing,science,raw-850um,scuba2_00008_20170419T043132,caom:JCMT/scuba2_00008_20170419T043132/raw-850um
