Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Quality,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Obs. ID,DOWNLOADABLE
IRC+10216,146.9984428744,13.2921386089,JCMTCAL,,56029.4009491,41,SCUBA-2,SCUBA-2-850um,161,pointing,science,raw-850um,scuba2_00041_20120412T093722,caom:JCMT/scuba2_00041_20120412T093722/raw-850um
IRC+10216,146.9997272671,13.2919996721,JCMTCAL,,56284.6459259,57,SCUBA-2,SCUBA-2-850um,175,pointing,science,raw-850um,scuba2_00057_20121223T152932,caom:JCMT/scuba2_00057_20121223T152932/raw-850um
IRC+10216,146.9997272671,13.2919996721,JCMTCAL,,56020.3518519,22,SCUBA-2,SCUBA-2-850um,161,pointing,science,raw-850um,scuba2_00022_20120403T082640,caom:JCMT/scuba2_00022_20120403T082640/raw-850um
IRC+10216,146.9945894747,13.2828332433,JCMTCAL,,55992.2394907,14,SCUBA-2,SCUBA-2-850um,154,pointing,science,raw-850um,scuba2_00014_20120306T054452,caom:JCMT/scuba2_00014_20120306T054452/raw-850um
IRC+10216,146.9930197342,13.2836666075,JCMTCAL,,56017.2390278,18,SCUBA-2,SCUBA-2-850um,274,pointing,science,raw-850um,scuba2_00018_20120331T054412,caom:JCMT/scuba2_00018_20120331T054412/raw-850um
IRC+10216,146.9997272611,13.2918607846,JCMTCAL,,55978.4797569,32,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00032_20120221T113051,caom:JCMT/scuba2_00032_20120221T113051/raw-850um
IRC+10216,146.9914500352,13.2913054417,JCMTCAL,,55975.4670949,36,SCUBA-2,SCUBA-2-850um,103,pointing,science,raw-850um,scuba2_00036_20120218T111237,caom:JCMT/scuba2_00036_20120218T111237/raw-850um
IRC+10216,146.9992991341,13.2919996884,JCMTCAL,,55962.5366088,49,SCUBA-2,SCUBA-2-850um,270,pointing,science,raw-850um,scuba2_00049_20120205T125243,caom:JCMT/scuba2_00049_20120205T125243/raw-850um
IRC+10216,146.9992991281,13.291860801,JCMTCAL,,55980.4865278,35,SCUBA-2,SCUBA-2-850um,155,pointing,science,raw-850um,scuba2_00035_20120223T114036,caom:JCMT/scuba2_00035_20120223T114036/raw-850um
IRC+10216,146.999584556,13.2919996775,JCMTCAL,,56063.2612153,33,SCUBA-2,SCUBA-2-850um,164,pointing,science,raw-850um,scuba2_00033_20120516T061609,caom:JCMT/scuba2_00033_20120516T061609/raw-850um
IRC+10216,146.9943040708,13.2831110259,JCMTCAL,,55953.3602546,37,SCUBA-2,SCUBA-2-850um,158,pointing,science,raw-850um,scuba2_00037_20120127T083846,caom:JCMT/scuba2_00037_20120127T083846/raw-850um
IRC+10216,146.9998699719,13.2918607787,JCMTCAL,,55954.540463,50,SCUBA-2,SCUBA-2-850um,155,pointing,science,raw-850um,scuba2_00050_20120128T125816,caom:JCMT/scuba2_00050_20120128T125816/raw-850um
IRC+10216,146.9992991338,13.2919996882,JCMTCAL,,56003.4326505,34,SCUBA-2,SCUBA-2-850um,276,pointing,science,raw-850um,scuba2_00034_20120317T102301,caom:JCMT/scuba2_00034_20120317T102301/raw-850um
IRC+10216,146.9925916294,13.2847777143,JCMTCAL,,55970.3921296,32,SCUBA-2,SCUBA-2-850um,157,pointing,science,raw-850um,scuba2_00032_20120213T092440,caom:JCMT/scuba2_00032_20120213T092440/raw-850um
IRC+10216,146.9930197365,13.2838054955,JCMTCAL,,55975.3554167,24,SCUBA-2,SCUBA-2-850um,154,pointing,science,raw-850um,scuba2_00024_20120218T083148,caom:JCMT/scuba2_00024_20120218T083148/raw-850um
IRC+10216,146.99958455,13.2918607896,JCMTCAL,,56068.2445949,14,SCUBA-2,SCUBA-2-850um,101,pointing,science,raw-850um,scuba2_00014_20120521T055213,caom:JCMT/scuba2_00014_20120521T055213/raw-850um
IRC+10216,146.9945894783,13.2829721314,JCMTCAL,,56283.4482176,50,SCUBA-2,SCUBA-2-850um,171,pointing,science,raw-850um,scuba2_00050_20121222T104152,caom:JCMT/scuba2_00050_20121222T104152/raw-850um
IRC+10216,146.9928770416,13.2846388235,JCMTCAL,,56034.2144444,11,SCUBA-2,SCUBA-2-850um,161,pointing,science,raw-850um,scuba2_00011_20120417T050848,caom:JCMT/scuba2_00011_20120417T050848/raw-850um
IRC+10216,146.9994418448,13.2919996827,JCMTCAL,,55975.5054167,39,SCUBA-2,SCUBA-2-850um,264,pointing,science,raw-850um,scuba2_00039_20120218T120748,caom:JCMT/scuba2_00039_20120218T120748/raw-850um
IRC+10216,146.9927343345,13.284638825,JCMTCAL,,55953.4369444,45,SCUBA-2,SCUBA-2-850um,154,pointing,science,raw-850um,scuba2_00045_20120127T102912,caom:JCMT/scuba2_00045_20120127T102912/raw-850um
IRC+10216,146.9867406485,13.2853332736,JCMTCAL,,56020.3393634,18,SCUBA-2,SCUBA-2-850um,160,pointing,science,raw-850um,scuba2_00018_20120403T080841,caom:JCMT/scuba2_00018_20120403T080841/raw-850um
IRC+10216,146.9997272611,13.2918607846,JCMTCAL,,55959.5220602,48,SCUBA-2,SCUBA-2-850um,160,pointing,science,raw-850um,scuba2_00048_20120202T123146,caom:JCMT/scuba2_00048_20120202T123146/raw-850um
IRC+10216,146.9992991338,13.2919996882,JCMTCAL,,55953.5797454,66,SCUBA-2,SCUBA-2-850um,152,pointing,science,raw-850um,scuba2_00066_20120127T135450,caom:JCMT/scuba2_00066_20120127T135450/raw-850um
IRC+10216,146.9948748781,13.2825554613,JCMTCAL,,55975.2779051,17,SCUBA-2,SCUBA-2-850um,103,pointing,science,raw-850um,scuba2_00017_20120218T064011,caom:JCMT/scuba2_00017_20120218T064011/raw-850um
IRC+10216,146.9990137173,13.2921385868,JCMTCAL,,55954.5818634,55,SCUBA-2,SCUBA-2-850um,157,pointing,science,raw-850um,scuba2_00055_20120128T135753,caom:JCMT/scuba2_00055_20120128T135753/raw-850um
IRC+10216,146.9991564228,13.2919996938,JCMTCAL,,55949.586956,49,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00049_20120123T140513,caom:JCMT/scuba2_00049_20120123T140513/raw-850um
IRC+10216,146.994589475,13.2828332435,JCMTCAL,,55952.3537847,32,SCUBA-2,SCUBA-2-850um,158,pointing,science,raw-850um,scuba2_00032_20120126T082927,caom:JCMT/scuba2_00032_20120126T082927/raw-850um
IRC+10216,146.9933051445,13.2836665997,JCMTCAL,,56216.6740046,86,SCUBA-2,SCUBA-2-850um,159,pointing,science,raw-850um,scuba2_00086_20121016T161007,caom:JCMT/scuba2_00086_20121016T161007/raw-850um
IRC+10216,146.9995845445,13.291721903,JCMTCAL,,56067.2327315,12,SCUBA-2,SCUBA-2-850um,103,pointing,science,raw-850um,scuba2_00012_20120520T053508,caom:JCMT/scuba2_00012_20120520T053508/raw-850um
IRC+10216,146.9910220195,13.3068608245,JCMTCAL,,55985.4218519,34,SCUBA-2,SCUBA-2-850um,155,pointing,science,raw-850um,scuba2_00034_20120228T100728,caom:JCMT/scuba2_00034_20120228T100728/raw-850um
IRC+10216,147.0001554743,13.2936663057,JCMTCAL,,56292.6183796,59,SCUBA-2,SCUBA-2-850um,168,pointing,science,raw-850um,scuba2_00059_20121231T144845,caom:JCMT/scuba2_00059_20121231T144845/raw-850um
IRC+10216,146.9925916311,13.2849166018,JCMTCAL,,56221.7060069,78,SCUBA-2,SCUBA-2-850um,167,pointing,science,raw-850um,scuba2_00078_20121021T165611,caom:JCMT/scuba2_00078_20121021T165611/raw-850um
IRC+10216,146.9974439046,13.2922775338,JCMTCAL,,56033.4122801,40,SCUBA-2,SCUBA-2-850um,162,pointing,science,raw-850um,scuba2_00040_20120416T095341,caom:JCMT/scuba2_00040_20120416T095341/raw-850um
IRC+10216,146.9933051468,13.2836666032,JCMTCAL,,56218.6866667,57,SCUBA-2,SCUBA-2-850um,142,pointing,science,raw-850um,scuba2_00057_20121018T162819,caom:JCMT/scuba2_00057_20121018T162819/raw-850um
IRC+10216,146.9990137173,13.2921385868,JCMTCAL,,56038.3501852,28,SCUBA-2,SCUBA-2-850um,163,pointing,science,raw-850um,scuba2_00028_20120421T082416,caom:JCMT/scuba2_00028_20120421T082416/raw-850um
IRC+10216,146.9997272611,13.2918607846,JCMTCAL,,56276.6652315,75,SCUBA-2,SCUBA-2-850um,129,pointing,science,raw-850um,scuba2_00075_20121215T155715,caom:JCMT/scuba2_00075_20121215T155715/raw-850um
IRC+10216,146.9713288879,13.2776938359,JCMTCAL,,56287.5570486,34,SCUBA-2,SCUBA-2-850um,341,pointing,science,raw-850um,scuba2_00034_20121226T132148,caom:JCMT/scuba2_00034_20121226T132148/raw-850um
IRC+10216,146.9951602952,13.2828332298,JCMTCAL,,55950.3397685,32,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00032_20120124T080916,caom:JCMT/scuba2_00032_20120124T080916/raw-850um
IRC+10216,146.9975866149,13.2922775277,JCMTCAL,,55950.6332523,64,SCUBA-2,SCUBA-2-850um,157,pointing,science,raw-850um,scuba2_00064_20120124T151153,caom:JCMT/scuba2_00064_20120124T151153/raw-850um
IRC+10216,146.9935905557,13.2836665938,JCMTCAL,,56222.6505556,63,SCUBA-2,SCUBA-2-850um,168,pointing,science,raw-850um,scuba2_00063_20121022T153326,caom:JCMT/scuba2_00063_20121022T153326/raw-850um
IRC+10216,146.9933051467,13.2838054877,JCMTCAL,,56214.680081,79,SCUBA-2,SCUBA-2-850um,212,pointing,science,raw-850um,scuba2_00079_20121014T161851,caom:JCMT/scuba2_00079_20121014T161851/raw-850um
IRC+10216,147.0192787083,13.2919981194,JCMTCAL,,56291.6261806,30,SCUBA-2,SCUBA-2-850um,169,pointing,science,raw-850um,scuba2_00030_20121230T150100,caom:JCMT/scuba2_00030_20121230T150100/raw-850um
IRC+10216,146.9928770366,13.2842221612,JCMTCAL,,56284.5208333,41,SCUBA-2,SCUBA-2-850um,174,pointing,science,raw-850um,scuba2_00041_20121223T122936,caom:JCMT/scuba2_00041_20121223T122936/raw-850um
IRC+10216,146.9988710014,13.2919997048,JCMTCAL,,56284.6822569,60,SCUBA-2,SCUBA-2-850um,172,pointing,science,raw-850um,scuba2_00060_20121223T162157,caom:JCMT/scuba2_00060_20121223T162157/raw-850um
IRC+10216,146.9983001476,13.2917219499,JCMTCAL,,56283.6980671,78,SCUBA-2,SCUBA-2-850um,184,pointing,science,raw-850um,scuba2_00078_20121222T164444,caom:JCMT/scuba2_00078_20121222T164444/raw-850um
IRC+10216,146.9938759608,13.2833888115,JCMTCAL,,56221.6424769,70,SCUBA-2,SCUBA-2-850um,165,pointing,science,raw-850um,scuba2_00070_20121021T152145,caom:JCMT/scuba2_00070_20121021T152145/raw-850um
IRC+10216,146.9935905498,13.2833888174,JCMTCAL,,56220.6506597,63,SCUBA-2,SCUBA-2-850um,169,pointing,science,raw-850um,scuba2_00063_20121020T153635,caom:JCMT/scuba2_00063_20121020T153635/raw-850um
IRC+10216,146.9933051466,13.2838054873,JCMTCAL,,56215.6742824,62,SCUBA-2,SCUBA-2-850um,268,pointing,science,raw-850um,scuba2_00062_20121015T161029,caom:JCMT/scuba2_00062_20121015T161029/raw-850um
IRC+10216,146.9998699719,13.2918607787,JCMTCAL,,56065.2377199,26,SCUBA-2,SCUBA-2-850um,154,pointing,science,raw-850um,scuba2_00026_20120518T054219,caom:JCMT/scuba2_00026_20120518T054219/raw-850um
IRC+10216,146.9998699719,13.2918607787,JCMTCAL,,56064.2319329,15,SCUBA-2,SCUBA-2-850um,170,pointing,science,raw-850um,scuba2_00015_20120517T053359,caom:JCMT/scuba2_00015_20120517T053359/raw-850um
IRC+10216,146.9841725094,13.2567224017,JCMTCAL,,56052.1923958,16,SCUBA-2,SCUBA-2-850um,154,pointing,science,raw-850um,scuba2_00016_20120505T043703,caom:JCMT/scuba2_00016_20120505T043703/raw-850um
IRC+10216,146.9997272609,13.2918607842,JCMTCAL,,56033.3149306,25,SCUBA-2,SCUBA-2-850um,165,pointing,science,raw-850um,scuba2_00025_20120416T073330,caom:JCMT/scuba2_00025_20120416T073330/raw-850um
IRC+10216,146.9998699781,13.2919996662,JCMTCAL,,56034.3112616,22,SCUBA-2,SCUBA-2-850um,105,pointing,science,raw-850um,scuba2_00022_20120417T072813,caom:JCMT/scuba2_00022_20120417T072813/raw-850um
IRC+10216,146.9975866149,13.2922775277,JCMTCAL,,56016.4528935,49,SCUBA-2,SCUBA-2-850um,276,pointing,science,raw-850um,scuba2_00049_20120330T105210,caom:JCMT/scuba2_00049_20120330T105210/raw-850um
IRC+10216,146.9992991335,13.2919996886,JCMTCAL,,56008.4225579,49,SCUBA-2,SCUBA-2-850um,161,pointing,science,raw-850um,scuba2_00049_20120322T100829,caom:JCMT/scuba2_00049_20120322T100829/raw-850um
IRC+10216,146.9974438999,13.2921386463,JCMTCAL,,56008.4803588,55,SCUBA-2,SCUBA-2-850um,168,pointing,science,raw-850um,scuba2_00055_20120322T113143,caom:JCMT/scuba2_00055_20120322T113143/raw-850um
IRC+10216,146.9997272611,13.2918607846,JCMTCAL,,56005.399838,29,SCUBA-2,SCUBA-2-850um,273,pointing,science,raw-850um,scuba2_00029_20120319T093546,caom:JCMT/scuba2_00029_20120319T093546/raw-850um
IRC+10216,146.9914500352,13.2913054417,JCMTCAL,,56004.3866551,26,SCUBA-2,SCUBA-2-850um,162,pointing,science,raw-850um,scuba2_00026_20120318T091647,caom:JCMT/scuba2_00026_20120318T091647/raw-850um
IRC+10216,146.9933051445,13.2836665997,JCMTCAL,,56003.2573264,17,SCUBA-2,SCUBA-2-850um,272,pointing,science,raw-850um,scuba2_00017_20120317T061033,caom:JCMT/scuba2_00017_20120317T061033/raw-850um
IRC+10216,146.9933051474,13.2838054884,JCMTCAL,,55992.2916204,23,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00023_20120306T065956,caom:JCMT/scuba2_00023_20120306T065956/raw-850um
IRC+10216,146.9934478468,13.2835277079,JCMTCAL,,55976.3211921,18,SCUBA-2,SCUBA-2-850um,153,pointing,science,raw-850um,scuba2_00018_20120219T074231,caom:JCMT/scuba2_00018_20120219T074231/raw-850um
IRC+10216,146.9938759584,13.2832499239,JCMTCAL,,55975.3179977,21,SCUBA-2,SCUBA-2-850um,99,pointing,science,raw-850um,scuba2_00021_20120218T073755,caom:JCMT/scuba2_00021_20120218T073755/raw-850um
IRC+10216,146.9925916284,13.2846388277,JCMTCAL,,55962.4094329,36,SCUBA-2,SCUBA-2-850um,263,pointing,science,raw-850um,scuba2_00036_20120205T094935,caom:JCMT/scuba2_00036_20120205T094935/raw-850um
IRC+10216,146.9937332523,13.2832499262,JCMTCAL,,55964.3461111,25,SCUBA-2,SCUBA-2-850um,162,pointing,science,raw-850um,scuba2_00025_20120207T081824,caom:JCMT/scuba2_00025_20120207T081824/raw-850um
IRC+10216,146.9944467732,13.2829721347,JCMTCAL,,55962.331331,29,SCUBA-2,SCUBA-2-850um,267,pointing,science,raw-850um,scuba2_00029_20120205T075707,caom:JCMT/scuba2_00029_20120205T075707/raw-850um
IRC+10216,146.9930197409,13.2840832711,JCMTCAL,,55961.399375,38,SCUBA-2,SCUBA-2-850um,265,pointing,science,raw-850um,scuba2_00038_20120204T093506,caom:JCMT/scuba2_00038_20120204T093506/raw-850um
IRC+10216,146.9980147474,13.2922775129,JCMTCAL,,55959.6035764,60,SCUBA-2,SCUBA-2-850um,161,pointing,science,raw-850um,scuba2_00060_20120202T142909,caom:JCMT/scuba2_00060_20120202T142909/raw-850um
IRC+10216,146.9934478472,13.2835277085,JCMTCAL,,55952.3903704,35,SCUBA-2,SCUBA-2-850um,171,pointing,science,raw-850um,scuba2_00035_20120126T092208,caom:JCMT/scuba2_00035_20120126T092208/raw-850um
IRC+10216,146.9951602884,13.2825554543,JCMTCAL,,55951.335787,23,SCUBA-2,SCUBA-2-850um,264,pointing,science,raw-850um,scuba2_00023_20120125T080332,caom:JCMT/scuba2_00023_20120125T080332/raw-850um
IRC+10216,146.9997272662,13.2919996713,JCMTCAL,,55950.5721412,55,SCUBA-2,SCUBA-2-850um,159,pointing,science,raw-850um,scuba2_00055_20120124T134353,caom:JCMT/scuba2_00055_20120124T134353/raw-850um
IRC+10216,146.9944467726,13.2829721348,JCMTCAL,,56284.4483796,35,SCUBA-2,SCUBA-2-850um,169,pointing,science,raw-850um,scuba2_00035_20121223T104212,caom:JCMT/scuba2_00035_20121223T104212/raw-850um
IRC+10216,146.9994418502,13.2921385704,JCMTCAL,,56034.3508102,26,SCUBA-2,SCUBA-2-850um,169,pointing,science,raw-850um,scuba2_00026_20120417T082510,caom:JCMT/scuba2_00026_20120417T082510/raw-850um
IRC+10216,146.9997272609,13.2918607842,JCMTCAL,,56042.3116319,17,SCUBA-2,SCUBA-2-850um,157,pointing,science,raw-850um,scuba2_00017_20120425T072845,caom:JCMT/scuba2_00017_20120425T072845/raw-850um
IRC+10216,146.9864552336,13.2854721587,JCMTCAL,,56052.2512616,22,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00022_20120505T060149,caom:JCMT/scuba2_00022_20120505T060149/raw-850um
IRC+10216,146.992734294,13.2821388378,JCMTCAL,,56283.4839005,53,SCUBA-2,SCUBA-2-850um,169,pointing,science,raw-850um,scuba2_00053_20121222T113624,caom:JCMT/scuba2_00053_20121222T113624/raw-850um
IRC+10216,146.9934478501,13.2836665967,JCMTCAL,,56284.4843519,38,SCUBA-2,SCUBA-2-850um,172,pointing,science,raw-850um,scuba2_00038_20121223T113710,caom:JCMT/scuba2_00038_20121223T113710/raw-850um
IRC+10216,146.9981574529,13.2921386199,JCMTCAL,,56019.4368056,36,SCUBA-2,SCUBA-2-850um,162,pointing,science,raw-850um,scuba2_00036_20120402T102900,caom:JCMT/scuba2_00036_20120402T102900/raw-850um
IRC+10216,146.98231678,13.2838054262,JCMTCAL,,56056.241169,7,SCUBA-2,SCUBA-2-850um,160,pointing,science,raw-850um,scuba2_00007_20120509T054717,caom:JCMT/scuba2_00007_20120509T054717/raw-850um
IRC+10216,146.9933051474,13.2838054884,JCMTCAL,,56287.483669,20,SCUBA-2,SCUBA-2-850um,252,pointing,science,raw-850um,scuba2_00020_20121226T113620,caom:JCMT/scuba2_00020_20121226T113620/raw-850um
IRC+10216,146.9940186606,13.2831110324,JCMTCAL,,55950.3782176,36,SCUBA-2,SCUBA-2-850um,267,pointing,science,raw-850um,scuba2_00036_20120124T090438,caom:JCMT/scuba2_00036_20120124T090438/raw-850um
IRC+10216,146.9938759549,13.2831110352,JCMTCAL,,55961.3498958,31,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00031_20120204T082351,caom:JCMT/scuba2_00031_20120204T082351/raw-850um
IRC+10216,146.9990137173,13.2921385868,JCMTCAL,,55950.5850926,59,SCUBA-2,SCUBA-2-850um,163,pointing,science,raw-850um,scuba2_00059_20120124T140232,caom:JCMT/scuba2_00059_20120124T140232/raw-850um
IRC+10216,146.9756103039,13.2710274795,JCMTCAL,,55950.4614583,45,SCUBA-2,SCUBA-2-850um,156,pointing,science,raw-850um,scuba2_00045_20120124T110430,caom:JCMT/scuba2_00045_20120124T110430/raw-850um
