Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Data Type,Obs. ID,DOWNLOADABLE
oCeti,34.84334222,-2.964777854,JCMTCAL,56176.62429,75,SCUBA-2,SCUBA-2-450um,257,pointing,science,raw-450um,,scuba2_00075_20120906T145859,caom:JCMT/scuba2_00075_20120906T145859/raw-450um
oCeti,34.83318982,-2.961722339,JCMTCAL,56146.64698,66,SCUBA-2,SCUBA-2-450um,83,pointing,science,raw-450um,,scuba2_00066_20120807T153139,caom:JCMT/scuba2_00066_20120807T153139/raw-450um
oCeti,34.84014355,-2.97463891,JCMTCAL,56133.56282,45,SCUBA-2,SCUBA-2-450um,295,pointing,science,raw-450um,,scuba2_00045_20120725T133028,caom:JCMT/scuba2_00045_20120725T133028/raw-450um
oCeti,34.81316337,-2.956583252,JCMTCAL,56133.68972,64,SCUBA-2,SCUBA-2-450um,299,pointing,science,raw-450um,,scuba2_00064_20120725T163312,caom:JCMT/scuba2_00064_20120725T163312/raw-450um
oCeti,34.83986538,-2.970333389,JCMTCAL,56118.66891,56,SCUBA-2,SCUBA-2-450um,258,pointing,science,raw-450um,,scuba2_00056_20120710T160314,caom:JCMT/scuba2_00056_20120710T160314/raw-450um
oCeti,34.83791834,-2.971027825,JCMTCAL,56115.6725,52,SCUBA-2,SCUBA-2-450um,256,pointing,science,raw-450um,,scuba2_00052_20120707T160824,caom:JCMT/scuba2_00052_20120707T160824/raw-450um
oCeti,34.83777927,-2.971166713,JCMTCAL,56109.69075,65,SCUBA-2,SCUBA-2-450um,259,pointing,science,raw-450um,,scuba2_00065_20120701T163441,caom:JCMT/scuba2_00065_20120701T163441/raw-450um
oCeti,34.83471965,-2.951305777,JCMTCAL,55962.19369,12,SCUBA-2,SCUBA-2-450um,263,pointing,science,raw-450um,,scuba2_00012_20120205T043855,caom:JCMT/scuba2_00012_20120205T043855/raw-450um
oCeti,34.84362036,-2.964500079,JCMTCAL,55962.23245,16,SCUBA-2,SCUBA-2-450um,266,pointing,science,raw-450um,,scuba2_00016_20120205T053444,caom:JCMT/scuba2_00016_20120205T053444/raw-450um
oCeti,34.84362037,-2.964638967,JCMTCAL,55961.24361,15,SCUBA-2,SCUBA-2-450um,262,pointing,science,raw-450um,,scuba2_00015_20120204T055048,caom:JCMT/scuba2_00015_20120204T055048/raw-450um
oCeti,34.83485872,-2.951166893,JCMTCAL,55950.22793,19,SCUBA-2,SCUBA-2-450um,374,pointing,science,raw-450um,,scuba2_00019_20120124T052813,caom:JCMT/scuba2_00019_20120124T052813/raw-450um
oCeti,34.83458058,-2.951444659,JCMTCAL,56160.64564,64,SCUBA-2,SCUBA-2-450um,272,pointing,science,raw-450um,,scuba2_00064_20120821T152943,caom:JCMT/scuba2_00064_20120821T152943/raw-450um
oCeti,34.83513687,-2.951305782,JCMTCAL,56222.48602,44,SCUBA-2,SCUBA-2-450um,252,pointing,science,raw-450um,,scuba2_00044_20121022T113909,caom:JCMT/scuba2_00044_20121022T113909/raw-450um
oCeti,34.83291168,-2.962000117,JCMTCAL,56165.59185,41,SCUBA-2,SCUBA-2-450um,275,pointing,science,raw-450um,,scuba2_00041_20120826T141216,caom:JCMT/scuba2_00041_20120826T141216/raw-450um
oCeti,34.83430243,-2.951305762,JCMTCAL,56213.49477,48,SCUBA-2,SCUBA-2-450um,267,pointing,science,raw-450um,,scuba2_00048_20121013T115221,caom:JCMT/scuba2_00048_20121013T115221/raw-450um
oCeti,34.84348129,-2.964638968,JCMTCAL,55953.25789,20,SCUBA-2,SCUBA-2-450um,371,pointing,science,raw-450um,,scuba2_00020_20120127T061122,caom:JCMT/scuba2_00020_20120127T061122/raw-450um
oCeti,34.83458058,-2.951444659,JCMTCAL,56192.55758,44,SCUBA-2,SCUBA-2-450um,262,pointing,science,raw-450um,,scuba2_00044_20120922T132156,caom:JCMT/scuba2_00044_20120922T132156/raw-450um
oCeti,34.84028264,-2.979638873,JCMTCAL,56133.60049,50,SCUBA-2,SCUBA-2-450um,295,pointing,science,raw-450um,,scuba2_00050_20120725T142442,caom:JCMT/scuba2_00050_20120725T142442/raw-450um
oCeti,34.83986539,-2.97075005,JCMTCAL,56176.50338,61,SCUBA-2,SCUBA-2-450um,256,pointing,science,raw-450um,,scuba2_00061_20120906T120452,caom:JCMT/scuba2_00061_20120906T120452/raw-450um
oCeti,34.84264685,-2.965055629,JCMTCAL,56279.32896,45,SCUBA-2,SCUBA-2-450um,260,pointing,science,raw-450um,,scuba2_00045_20121218T075331,caom:JCMT/scuba2_00045_20121218T075331/raw-450um
oCeti,34.8393091,-2.973805582,JCMTCAL,56197.40486,37,SCUBA-2,SCUBA-2-450um,263,pointing,science,raw-450um,,scuba2_00037_20120927T094248,caom:JCMT/scuba2_00037_20120927T094248/raw-450um
oCeti,34.84083892,-2.973250026,JCMTCAL,56193.39757,32,SCUBA-2,SCUBA-2-450um,264,pointing,science,raw-450um,,scuba2_00032_20120923T093147,caom:JCMT/scuba2_00032_20120923T093147/raw-450um
oCeti,34.83291166,-2.967277853,JCMTCAL,56222.43272,35,SCUBA-2,SCUBA-2-450um,251,pointing,science,raw-450um,,scuba2_00035_20121022T102254,caom:JCMT/scuba2_00035_20121022T102254/raw-450um
oCeti,34.83986538,-2.969916726,JCMTCAL,56193.46632,40,SCUBA-2,SCUBA-2-450um,262,pointing,science,raw-450um,,scuba2_00040_20120923T111124,caom:JCMT/scuba2_00040_20120923T111124/raw-450um
oCeti,34.84348129,-2.964777856,JCMTCAL,56188.63495,59,SCUBA-2,SCUBA-2-450um,263,pointing,science,raw-450um,,scuba2_00059_20120918T151413,caom:JCMT/scuba2_00059_20120918T151413/raw-450um
oCeti,34.84056077,-2.972694471,JCMTCAL,56176.46218,55,SCUBA-2,SCUBA-2-450um,257,pointing,science,raw-450um,,scuba2_00055_20120906T110532,caom:JCMT/scuba2_00055_20120906T110532/raw-450um
oCeti,34.84306407,-2.964777855,JCMTCAL,56167.64726,56,SCUBA-2,SCUBA-2-450um,274,pointing,science,raw-450um,,scuba2_00056_20120828T153203,caom:JCMT/scuba2_00056_20120828T153203/raw-450um
oCeti,34.83875279,-2.968111167,JCMTCAL,56161.52328,45,SCUBA-2,SCUBA-2-450um,273,pointing,science,raw-450um,,scuba2_00045_20120822T123331,caom:JCMT/scuba2_00045_20120822T123331/raw-450um
oCeti,34.83986539,-2.971722263,JCMTCAL,56132.61617,49,SCUBA-2,SCUBA-2-450um,305,pointing,science,raw-450um,,scuba2_00049_20120724T144717,caom:JCMT/scuba2_00049_20120724T144717/raw-450um
oCeti,34.84320315,-2.964916741,JCMTCAL,55962.28865,25,SCUBA-2,SCUBA-2-450um,263,pointing,science,raw-450um,,scuba2_00025_20120205T065539,caom:JCMT/scuba2_00025_20120205T065539/raw-450um
oCeti,34.83430243,-2.951305763,JCMTCAL,55952.20884,14,SCUBA-2,SCUBA-2-450um,376,pointing,science,raw-450um,,scuba2_00014_20120126T050044,caom:JCMT/scuba2_00014_20120126T050044/raw-450um
oCeti,34.84306407,-2.964777851,JCMTCAL,55952.3324,26,SCUBA-2,SCUBA-2-450um,375,pointing,science,raw-450um,,scuba2_00026_20120126T075839,caom:JCMT/scuba2_00026_20120126T075839/raw-450um
oCeti,34.84362037,-2.964638967,JCMTCAL,55952.26692,19,SCUBA-2,SCUBA-2-450um,265,pointing,science,raw-450um,,scuba2_00019_20120126T062422,caom:JCMT/scuba2_00019_20120126T062422/raw-450um
oCeti,34.84362037,-2.964638967,JCMTCAL,55951.27566,17,SCUBA-2,SCUBA-2-450um,373,pointing,science,raw-450um,,scuba2_00017_20120125T063657,caom:JCMT/scuba2_00017_20120125T063657/raw-450um
oCeti,34.84320315,-2.964777855,JCMTCAL,55949.24914,15,SCUBA-2,SCUBA-2-450um,372,pointing,science,raw-450um,,scuba2_00015_20120123T055846,caom:JCMT/scuba2_00015_20120123T055846/raw-450um
oCeti,34.84000446,-2.971166713,JCMTCAL,56174.50655,49,SCUBA-2,SCUBA-2-450um,256,pointing,science,raw-450um,,scuba2_00049_20120904T120926,caom:JCMT/scuba2_00049_20120904T120926/raw-450um
oCeti,34.84278592,-2.962694526,JCMTCAL,56216.52362,69,SCUBA-2,SCUBA-2-450um,273,pointing,science,raw-450um,,scuba2_00069_20121016T123343,caom:JCMT/scuba2_00069_20121016T123343/raw-450um
oCeti,34.83791834,-2.971444487,JCMTCAL,56216.39405,54,SCUBA-2,SCUBA-2-450um,274,pointing,science,raw-450um,,scuba2_00054_20121016T092720,caom:JCMT/scuba2_00054_20121016T092720/raw-450um
oCeti,34.84042169,-2.972277808,JCMTCAL,56146.5628,50,SCUBA-2,SCUBA-2-450um,264,pointing,science,raw-450um,,scuba2_00050_20120807T133026,caom:JCMT/scuba2_00050_20120807T133026/raw-450um
oCeti,34.83291166,-2.96741674,JCMTCAL,56215.45262,40,SCUBA-2,SCUBA-2-450um,265,pointing,science,raw-450um,,scuba2_00040_20121015T105133,caom:JCMT/scuba2_00040_20121015T105133/raw-450um
oCeti,34.83193811,-2.975333343,JCMTCAL,56161.56066,48,SCUBA-2,SCUBA-2-450um,273,pointing,science,raw-450um,,scuba2_00048_20120822T132721,caom:JCMT/scuba2_00048_20120822T132721/raw-450um
oCeti,34.84362037,-2.964777854,JCMTCAL,56216.5639,73,SCUBA-2,SCUBA-2-450um,273,pointing,science,raw-450um,,scuba2_00073_20121016T133155,caom:JCMT/scuba2_00073_20121016T133155/raw-450um
