Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Product ID,Data Type,Obs. ID,DOWNLOADABLE
o_Cet,,,M15BI047,57302.60816,72,SCUBA-2,SCUBA-2-850um,1877,scan,science,raw-850um,,scuba2_00072_20151007T143538,caom:JCMT/scuba2_00072_20151007T143538/raw-850um
o_Cet,,,M15BI047,57234.67321,19,SCUBA-2,SCUBA-2-850um,1872,scan,science,raw-850um,,scuba2_00019_20150731T160903,caom:JCMT/scuba2_00019_20150731T160903/raw-850um
o_Cet,,,M15BI047,57303.59265,67,SCUBA-2,SCUBA-2-850um,1902,scan,science,raw-850um,,scuba2_00067_20151008T141314,caom:JCMT/scuba2_00067_20151008T141314/raw-850um
o_Cet,,,M15BI047,57279.67295,48,SCUBA-2,SCUBA-2-850um,1870,scan,science,raw-850um,,scuba2_00048_20150914T160849,caom:JCMT/scuba2_00048_20150914T160849/raw-850um
oCeti,34.83750093,-2.970890395,MJLSC02,57018.29613,22,SCUBA-2,SCUBA-2-850um,2266,scan,science,raw-850um,,scuba2_00022_20141227T070609,caom:JCMT/scuba2_00022_20141227T070609/raw-850um
