Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Obs. ID,DOWNLOADABLE
oCeti,34.84362036,-2.96450008,JCMTCAL,57007.37765,23,SCUBA-2,SCUBA-2-850um,434,pointing,science,scuba2_00023_20141216T090335,caom:JCMT/scuba2_00023_20141216T090335/raw-850um
oCeti,34.84348129,-2.964777855,JCMTCAL,56979.43549,61,SCUBA-2,SCUBA-2-850um,186,pointing,science,scuba2_00061_20141118T102626,caom:JCMT/scuba2_00061_20141118T102626/raw-850um
oCeti,34.84348129,-2.964638968,JCMTCAL,56884.70683,62,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00062_20140815T165712,caom:JCMT/scuba2_00062_20140815T165712/raw-850um
oCeti,34.84348129,-2.964777856,JCMTCAL,56887.70002,61,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00061_20140818T164750,caom:JCMT/scuba2_00061_20140818T164750/raw-850um
oCeti,34.842925,-2.964916742,JCMTCAL,56843.78742,72,SCUBA-2,SCUBA-2-850um,354,pointing,science,scuba2_00072_20140705T185306,caom:JCMT/scuba2_00072_20140705T185306/raw-850um
oCeti,34.83764019,-2.969638953,JCMTCAL,56957.38494,30,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00030_20141027T091403,caom:JCMT/scuba2_00030_20141027T091403/raw-850um
oCeti,34.84362037,-2.964638967,JCMTCAL,56683.2795,14,SCUBA-2,SCUBA-2-850um,186,pointing,science,scuba2_00014_20140126T064213,caom:JCMT/scuba2_00014_20140126T064213/raw-850um
oCeti,34.83624944,-2.969638919,JCMTCAL,56836.77676,58,SCUBA-2,SCUBA-2-850um,204,pointing,science,scuba2_00058_20140628T183733,caom:JCMT/scuba2_00058_20140628T183733/raw-850um
oCeti,34.840978,-2.973250026,JCMTCAL,56923.39692,30,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00030_20140923T093054,caom:JCMT/scuba2_00030_20140923T093054/raw-850um
oCeti,34.84209059,-2.973944464,JCMTCAL,56970.23669,11,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00011_20141109T053723,caom:JCMT/scuba2_00011_20141109T053723/raw-850um
oCeti,34.84278593,-2.965055628,JCMTCAL,57012.32159,19,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00019_20141221T074217,caom:JCMT/scuba2_00019_20141221T074217/raw-850um
oCeti,34.84056077,-2.972694471,JCMTCAL,57004.19684,10,SCUBA-2,SCUBA-2-850um,357,pointing,science,scuba2_00010_20141213T044246,caom:JCMT/scuba2_00010_20141213T044246/raw-850um
oCeti,34.83986538,-2.968805628,JCMTCAL,56999.27684,18,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00018_20141208T063728,caom:JCMT/scuba2_00018_20141208T063728/raw-850um
oCeti,34.84139519,-2.965472299,JCMTCAL,56979.37362,55,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00055_20141118T085654,caom:JCMT/scuba2_00055_20141118T085654/raw-850um
oCeti,34.84000447,-2.97172226,JCMTCAL,56960.34244,24,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00024_20141030T081225,caom:JCMT/scuba2_00024_20141030T081225/raw-850um
oCeti,34.83819648,-2.967972304,JCMTCAL,56851.68869,61,SCUBA-2,SCUBA-2-850um,231,pointing,science,scuba2_00061_20140713T163002,caom:JCMT/scuba2_00061_20140713T163002/raw-850um
oCeti,34.84362037,-2.964638967,JCMTCAL,57012.3845,24,SCUBA-2,SCUBA-2-850um,230,pointing,science,scuba2_00024_20141221T091328,caom:JCMT/scuba2_00024_20141221T091328/raw-850um
oCeti,34.84209056,-2.965055624,JCMTCAL,56903.60402,47,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00047_20140903T142854,caom:JCMT/scuba2_00047_20140903T142854/raw-850um
oCeti,34.84000445,-2.967972301,JCMTCAL,56667.19529,9,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00009_20140110T043956,caom:JCMT/scuba2_00009_20140110T043956/raw-850um
oCeti,34.83917002,-2.973666695,JCMTCAL,57009.18396,14,SCUBA-2,SCUBA-2-850um,436,pointing,science,scuba2_00014_20141218T042413,caom:JCMT/scuba2_00014_20141218T042413/raw-850um
oCeti,34.84069982,-2.966583416,JCMTCAL,57013.26543,18,SCUBA-2,SCUBA-2-850um,229,pointing,science,scuba2_00018_20141222T062103,caom:JCMT/scuba2_00018_20141222T062103/raw-850um
oCeti,34.83986538,-2.96866674,JCMTCAL,56921.49183,30,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00030_20140921T114709,caom:JCMT/scuba2_00030_20140921T114709/raw-850um
oCeti,34.84195149,-2.965333399,JCMTCAL,57000.32718,25,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00025_20141209T075009,caom:JCMT/scuba2_00025_20141209T075009/raw-850um
oCeti,34.84292499,-2.962694527,JCMTCAL,56886.70536,59,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00059_20140817T165507,caom:JCMT/scuba2_00059_20140817T165507/raw-850um
oCeti,34.8397263,-2.968805628,JCMTCAL,56986.31074,17,SCUBA-2,SCUBA-2-850um,191,pointing,science,scuba2_00017_20141125T072714,caom:JCMT/scuba2_00017_20141125T072714/raw-850um
oCeti,34.84111704,-2.965750081,JCMTCAL,56998.3156,28,SCUBA-2,SCUBA-2-850um,191,pointing,science,scuba2_00028_20141207T073321,caom:JCMT/scuba2_00028_20141207T073321/raw-850um
oCeti,34.84056077,-2.972555583,JCMTCAL,56977.27003,16,SCUBA-2,SCUBA-2-850um,229,pointing,science,scuba2_00016_20141116T062810,caom:JCMT/scuba2_00016_20141116T062810/raw-850um
oCeti,34.84153429,-2.97366669,JCMTCAL,56960.27737,18,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00018_20141030T063841,caom:JCMT/scuba2_00018_20141030T063841/raw-850um
oCeti,34.83889185,-2.96630565,JCMTCAL,56672.19882,8,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00008_20140115T044219,caom:JCMT/scuba2_00008_20140115T044219/raw-850um
oCeti,34.84056074,-2.966861193,JCMTCAL,56900.5719,18,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00018_20140831T134225,caom:JCMT/scuba2_00018_20140831T134225/raw-850um
oCeti,34.84139518,-2.96338897,JCMTCAL,56835.798,75,SCUBA-2,SCUBA-2-850um,314,pointing,science,scuba2_00075_20140627T190816,caom:JCMT/scuba2_00075_20140627T190816/raw-850um
oCeti,34.84334222,-2.964638966,JCMTCAL,56989.47031,39,SCUBA-2,SCUBA-2-850um,354,pointing,science,scuba2_00039_20141128T111701,caom:JCMT/scuba2_00039_20141128T111701/raw-850um
oCeti,34.8404217,-2.972555584,JCMTCAL,57008.18334,18,SCUBA-2,SCUBA-2-850um,435,pointing,science,scuba2_00018_20141217T042320,caom:JCMT/scuba2_00018_20141217T042320/raw-850um
oCeti,34.84125611,-2.965888967,JCMTCAL,56989.34211,27,SCUBA-2,SCUBA-2-850um,271,pointing,science,scuba2_00027_20141128T081131,caom:JCMT/scuba2_00027_20141128T081131/raw-850um
oCeti,34.84278593,-2.96491674,JCMTCAL,56867.71811,59,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00059_20140729T171317,caom:JCMT/scuba2_00059_20140729T171317/raw-850um
oCeti,34.84083889,-2.966027861,JCMTCAL,57011.27601,15,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00015_20141220T063618,caom:JCMT/scuba2_00015_20141220T063618/raw-850um
oCeti,34.84028262,-2.972833361,JCMTCAL,56851.60988,51,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00051_20140713T143808,caom:JCMT/scuba2_00051_20140713T143808/raw-850um
oCeti,34.84000446,-2.971166712,JCMTCAL,56981.29657,28,SCUBA-2,SCUBA-2-850um,186,pointing,science,scuba2_00028_20141120T070611,caom:JCMT/scuba2_00028_20141120T070611/raw-850um
oCeti,34.8402826,-2.967416748,JCMTCAL,57012.25909,14,SCUBA-2,SCUBA-2-850um,232,pointing,science,scuba2_00014_20141221T061153,caom:JCMT/scuba2_00014_20141221T061153/raw-850um
oCeti,34.84181241,-2.965055625,JCMTCAL,56999.3405,23,SCUBA-2,SCUBA-2-850um,193,pointing,science,scuba2_00023_20141208T081006,caom:JCMT/scuba2_00023_20141208T081006/raw-850um
oCeti,34.842925,-2.96491674,JCMTCAL,57009.33223,29,SCUBA-2,SCUBA-2-850um,312,pointing,science,scuba2_00029_20141218T075738,caom:JCMT/scuba2_00029_20141218T075738/raw-850um
oCeti,34.84348129,-2.964777854,JCMTCAL,56957.49319,42,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00042_20141027T115007,caom:JCMT/scuba2_00042_20141027T115007/raw-850um
oCeti,34.84125611,-2.965750079,JCMTCAL,56899.58839,46,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00046_20140830T140704,caom:JCMT/scuba2_00046_20140830T140704/raw-850um
oCeti,34.83986539,-2.971166712,JCMTCAL,57009.21603,16,SCUBA-2,SCUBA-2-850um,351,pointing,science,scuba2_00016_20141218T051050,caom:JCMT/scuba2_00016_20141218T051050/raw-850um
oCeti,34.84000445,-2.968250076,JCMTCAL,56875.62089,66,SCUBA-2,SCUBA-2-850um,197,pointing,science,scuba2_00066_20140806T145258,caom:JCMT/scuba2_00066_20140806T145258/raw-850um
oCeti,34.83986539,-2.970888937,JCMTCAL,56888.55185,43,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00043_20140819T131358,caom:JCMT/scuba2_00043_20140819T131358/raw-850um
oCeti,34.84348129,-2.964638967,JCMTCAL,56959.53394,43,SCUBA-2,SCUBA-2-850um,352,pointing,science,scuba2_00043_20141029T124817,caom:JCMT/scuba2_00043_20141029T124817/raw-850um
oCeti,34.84334222,-2.964777854,JCMTCAL,56883.7586,54,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00054_20140814T181050,caom:JCMT/scuba2_00054_20140814T181050/raw-850um
oCeti,34.840978,-2.975194459,JCMTCAL,56937.3431,30,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00030_20141007T081324,caom:JCMT/scuba2_00030_20141007T081324/raw-850um
oCeti,34.84362037,-2.964638967,JCMTCAL,57000.39287,31,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00031_20141209T092508,caom:JCMT/scuba2_00031_20141209T092508/raw-850um
oCeti,34.84042167,-2.966861194,JCMTCAL,56960.40583,30,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00030_20141030T094410,caom:JCMT/scuba2_00030_20141030T094410/raw-850um
oCeti,34.84014354,-2.97172226,JCMTCAL,56844.66124,53,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00053_20140706T155156,caom:JCMT/scuba2_00053_20140706T155156/raw-850um
oCeti,34.84000445,-2.968388964,JCMTCAL,56884.59713,49,SCUBA-2,SCUBA-2-850um,231,pointing,science,scuba2_00049_20140815T141847,caom:JCMT/scuba2_00049_20140815T141847/raw-850um
oCeti,34.84139522,-2.973805578,JCMTCAL,56988.20341,17,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00017_20141127T045213,caom:JCMT/scuba2_00017_20141127T045213/raw-850um
oCeti,34.83708389,-2.969222257,JCMTCAL,56842.78079,68,SCUBA-2,SCUBA-2-850um,204,pointing,science,scuba2_00068_20140704T184328,caom:JCMT/scuba2_00068_20140704T184328/raw-850um
oCeti,34.84125615,-2.973388914,JCMTCAL,56956.2997,18,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00018_20141026T071052,caom:JCMT/scuba2_00018_20141026T071052/raw-850um
oCeti,34.84028262,-2.972694472,JCMTCAL,56921.43325,26,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00026_20140921T102315,caom:JCMT/scuba2_00026_20140921T102315/raw-850um
oCeti,34.84362036,-2.964500079,JCMTCAL,56907.66831,69,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00069_20140907T160210,caom:JCMT/scuba2_00069_20140907T160210/raw-850um
oCeti,34.84139522,-2.973527801,JCMTCAL,56979.23501,39,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00039_20141118T053816,caom:JCMT/scuba2_00039_20141118T053816/raw-850um
oCeti,34.84209056,-2.965055624,JCMTCAL,56851.74494,67,SCUBA-2,SCUBA-2-850um,273,pointing,science,scuba2_00067_20140713T175010,caom:JCMT/scuba2_00067_20140713T175010/raw-850um
oCeti,34.84139519,-2.965472298,JCMTCAL,56673.21219,9,SCUBA-2,SCUBA-2-850um,230,pointing,science,scuba2_00009_20140116T050150,caom:JCMT/scuba2_00009_20140116T050150/raw-850um
oCeti,34.84348129,-2.964777855,JCMTCAL,56673.27573,15,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00015_20140116T063624,caom:JCMT/scuba2_00015_20140116T063624/raw-850um
oCeti,34.84292499,-2.962694527,JCMTCAL,56684.25804,14,SCUBA-2,SCUBA-2-850um,271,pointing,science,scuba2_00014_20140127T061100,caom:JCMT/scuba2_00014_20140127T061100/raw-850um
oCeti,34.84250778,-2.965194514,JCMTCAL,56685.20978,8,SCUBA-2,SCUBA-2-850um,270,pointing,science,scuba2_00008_20140128T045851,caom:JCMT/scuba2_00008_20140128T045851/raw-850um
oCeti,34.83374611,-2.959638968,JCMTCAL,56822.82212,72,SCUBA-2,SCUBA-2-850um,266,pointing,science,scuba2_00072_20140614T194255,caom:JCMT/scuba2_00072_20140614T194255/raw-850um
oCeti,34.84000445,-2.967972301,JCMTCAL,56845.70662,39,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00039_20140707T165725,caom:JCMT/scuba2_00039_20140707T165725/raw-850um
oCeti,34.84306406,-2.962694526,JCMTCAL,56866.77935,72,SCUBA-2,SCUBA-2-850um,230,pointing,science,scuba2_00072_20140728T184014,caom:JCMT/scuba2_00072_20140728T184014/raw-850um
oCeti,34.84320315,-2.964777854,JCMTCAL,56868.72521,63,SCUBA-2,SCUBA-2-850um,275,pointing,science,scuba2_00063_20140730T172333,caom:JCMT/scuba2_00063_20140730T172333/raw-850um
oCeti,34.84362037,-2.964638968,JCMTCAL,56868.76428,68,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00068_20140730T181957,caom:JCMT/scuba2_00068_20140730T181957/raw-850um
oCeti,34.84348129,-2.964638968,JCMTCAL,56883.70867,47,SCUBA-2,SCUBA-2-850um,275,pointing,science,scuba2_00047_20140814T165706,caom:JCMT/scuba2_00047_20140814T165706/raw-850um
oCeti,34.8420906,-2.974083352,JCMTCAL,56884.47204,39,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00039_20140815T111937,caom:JCMT/scuba2_00039_20140815T111937/raw-850um
oCeti,34.84348129,-2.964777855,JCMTCAL,56884.74615,67,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00067_20140815T175244,caom:JCMT/scuba2_00067_20140815T175244/raw-850um
oCeti,34.84222963,-2.965055623,JCMTCAL,56885.65432,47,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00047_20140816T154121,caom:JCMT/scuba2_00047_20140816T154121/raw-850um
oCeti,34.84111704,-2.96575008,JCMTCAL,56886.62267,47,SCUBA-2,SCUBA-2-850um,230,pointing,science,scuba2_00047_20140817T145535,caom:JCMT/scuba2_00047_20140817T145535/raw-850um
oCeti,34.83791834,-2.968944485,JCMTCAL,56887.73488,66,SCUBA-2,SCUBA-2-850um,144,pointing,science,scuba2_00066_20140818T173628,caom:JCMT/scuba2_00066_20140818T173628/raw-850um
oCeti,34.84000446,-2.971027824,JCMTCAL,56887.55325,43,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00043_20140818T131600,caom:JCMT/scuba2_00043_20140818T131600/raw-850um
oCeti,34.840978,-2.973250026,JCMTCAL,56888.49045,38,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00038_20140819T114536,caom:JCMT/scuba2_00038_20140819T114536/raw-850um
oCeti,34.840978,-2.975194459,JCMTCAL,56889.47222,59,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00059_20140820T111922,caom:JCMT/scuba2_00059_20140820T111922/raw-850um
oCeti,34.84278592,-2.962694527,JCMTCAL,56889.6891,85,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00085_20140820T163140,caom:JCMT/scuba2_00085_20140820T163140/raw-850um
oCeti,34.8420906,-2.97422224,JCMTCAL,56902.4212,31,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00031_20140902T100625,caom:JCMT/scuba2_00031_20140902T100625/raw-850um
oCeti,34.84236871,-2.965194514,JCMTCAL,56898.62425,44,SCUBA-2,SCUBA-2-850um,353,pointing,science,scuba2_00044_20140829T145806,caom:JCMT/scuba2_00044_20140829T145806/raw-850um
oCeti,34.84000445,-2.968388964,JCMTCAL,56898.55832,39,SCUBA-2,SCUBA-2-850um,354,pointing,science,scuba2_00039_20140829T132253,caom:JCMT/scuba2_00039_20140829T132253/raw-850um
oCeti,34.8418124,-2.96325008,JCMTCAL,56899.62838,52,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00052_20140830T150403,caom:JCMT/scuba2_00052_20140830T150403/raw-850um
oCeti,34.84264684,-2.962694525,JCMTCAL,56900.645,27,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00027_20140831T152807,caom:JCMT/scuba2_00027_20140831T152807/raw-850um
oCeti,34.83889187,-2.972833364,JCMTCAL,56900.49784,9,SCUBA-2,SCUBA-2-850um,193,pointing,science,scuba2_00009_20140831T115616,caom:JCMT/scuba2_00009_20140831T115616/raw-850um
oCeti,34.83986539,-2.970888937,JCMTCAL,56899.52251,40,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00040_20140830T123142,caom:JCMT/scuba2_00040_20140830T123142/raw-850um
oCeti,34.84334222,-2.964777854,JCMTCAL,56902.70367,60,SCUBA-2,SCUBA-2-850um,353,pointing,science,scuba2_00060_20140902T165246,caom:JCMT/scuba2_00060_20140902T165246/raw-850um
oCeti,34.8404217,-2.972694471,JCMTCAL,56902.48324,36,SCUBA-2,SCUBA-2-850um,227,pointing,science,scuba2_00036_20140902T113513,caom:JCMT/scuba2_00036_20140902T113513/raw-850um
oCeti,34.84222967,-2.974083351,JCMTCAL,56902.41752,30,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00030_20140902T100036,caom:JCMT/scuba2_00030_20140902T100036/raw-850um
oCeti,34.83986538,-2.968250077,JCMTCAL,56902.54791,42,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00042_20140902T130752,caom:JCMT/scuba2_00042_20140902T130752/raw-850um
oCeti,34.84222967,-2.974083351,JCMTCAL,56903.41475,31,SCUBA-2,SCUBA-2-850um,231,pointing,science,scuba2_00031_20140903T095635,caom:JCMT/scuba2_00031_20140903T095635/raw-850um
oCeti,34.83986538,-2.968527852,JCMTCAL,56903.54164,42,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00042_20140903T125853,caom:JCMT/scuba2_00042_20140903T125853/raw-850um
oCeti,34.84348129,-2.964638968,JCMTCAL,56905.64457,54,SCUBA-2,SCUBA-2-850um,233,pointing,science,scuba2_00054_20140905T152735,caom:JCMT/scuba2_00054_20140905T152735/raw-850um
oCeti,34.84139522,-2.973527802,JCMTCAL,56906.42949,30,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00030_20140906T101748,caom:JCMT/scuba2_00030_20140906T101748/raw-850um
oCeti,34.84028262,-2.97283336,JCMTCAL,56907.45863,45,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00045_20140907T105945,caom:JCMT/scuba2_00045_20140907T105945/raw-850um
oCeti,34.84306407,-2.964777853,JCMTCAL,56943.60632,54,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00054_20141013T143144,caom:JCMT/scuba2_00054_20141013T143144/raw-850um
oCeti,34.83986538,-2.970611163,JCMTCAL,56954.37789,33,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00033_20141024T090314,caom:JCMT/scuba2_00033_20141024T090314/raw-850um
oCeti,34.84362037,-2.964638967,JCMTCAL,56954.53975,48,SCUBA-2,SCUBA-2-850um,192,pointing,science,scuba2_00048_20141024T125639,caom:JCMT/scuba2_00048_20141024T125639/raw-850um
oCeti,34.84181244,-2.973805577,JCMTCAL,56954.28672,23,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00023_20141024T065211,caom:JCMT/scuba2_00023_20141024T065211/raw-850um
oCeti,34.84167334,-2.965194517,JCMTCAL,56868.68153,58,SCUBA-2,SCUBA-2-850um,271,pointing,science,scuba2_00058_20140730T161906,caom:JCMT/scuba2_00058_20140730T161906/raw-850um
oCeti,34.83624944,-2.969500034,JCMTCAL,56837.76457,82,SCUBA-2,SCUBA-2-850um,267,pointing,science,scuba2_00082_20140629T181955,caom:JCMT/scuba2_00082_20140629T181955/raw-850um
oCeti,34.83541499,-2.970472257,JCMTCAL,56842.73698,63,SCUBA-2,SCUBA-2-850um,296,pointing,science,scuba2_00063_20140704T174105,caom:JCMT/scuba2_00063_20140704T174105/raw-850um
oCeti,34.84125614,-2.973527802,JCMTCAL,56973.24942,20,SCUBA-2,SCUBA-2-850um,436,pointing,science,scuba2_00020_20141112T055828,caom:JCMT/scuba2_00020_20141112T055828/raw-850um
oCeti,34.84125615,-2.973527802,JCMTCAL,56899.45154,32,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00032_20140830T104736,caom:JCMT/scuba2_00032_20140830T104736/raw-850um
oCeti,34.84111707,-2.973250026,JCMTCAL,56981.23519,23,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00023_20141120T053758,caom:JCMT/scuba2_00023_20141120T053758/raw-850um
oCeti,34.84334222,-2.964777855,JCMTCAL,56897.65823,73,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00073_20140828T154738,caom:JCMT/scuba2_00073_20140828T154738/raw-850um
oCeti,34.84195149,-2.965055625,JCMTCAL,56935.51382,15,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00015_20141005T121706,caom:JCMT/scuba2_00015_20141005T121706/raw-850um
oCeti,34.83972631,-2.970888939,JCMTCAL,56989.27851,21,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00021_20141128T063806,caom:JCMT/scuba2_00021_20141128T063806/raw-850um
oCeti,34.84167337,-2.973805577,JCMTCAL,56814.67451,59,SCUBA-2,SCUBA-2-850um,273,pointing,science,scuba2_00059_20140606T161111,caom:JCMT/scuba2_00059_20140606T161111/raw-850um
oCeti,34.83624944,-2.969500033,JCMTCAL,56838.76398,59,SCUBA-2,SCUBA-2-850um,173,pointing,science,scuba2_00059_20140630T181906,caom:JCMT/scuba2_00059_20140630T181906/raw-850um
oCeti,34.84334222,-2.964777854,JCMTCAL,56899.71289,64,SCUBA-2,SCUBA-2-850um,319,pointing,science,scuba2_00064_20140830T170604,caom:JCMT/scuba2_00064_20140830T170604/raw-850um
oCeti,34.84139519,-2.965472296,JCMTCAL,56845.74227,43,SCUBA-2,SCUBA-2-850um,273,pointing,science,scuba2_00043_20140707T174749,caom:JCMT/scuba2_00043_20140707T174749/raw-850um
oCeti,34.84278593,-2.964777852,JCMTCAL,56709.26093,19,SCUBA-2,SCUBA-2-850um,269,pointing,science,scuba2_00019_20140221T061532,caom:JCMT/scuba2_00019_20140221T061532/raw-850um
oCeti,34.84014352,-2.967972301,JCMTCAL,56959.39463,27,SCUBA-2,SCUBA-2-850um,270,pointing,science,scuba2_00027_20141029T092800,caom:JCMT/scuba2_00027_20141029T092800/raw-850um
oCeti,34.84348129,-2.964638968,JCMTCAL,56986.44706,31,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00031_20141125T104311,caom:JCMT/scuba2_00031_20141125T104311/raw-850um
oCeti,34.84236871,-2.965333402,JCMTCAL,57004.33433,25,SCUBA-2,SCUBA-2-850um,353,pointing,science,scuba2_00025_20141213T080035,caom:JCMT/scuba2_00025_20141213T080035/raw-850um
oCeti,34.84362037,-2.964777855,JCMTCAL,57018.35531,26,SCUBA-2,SCUBA-2-850um,271,pointing,science,scuba2_00026_20141227T083104,caom:JCMT/scuba2_00026_20141227T083104/raw-850um
oCeti,34.842925,-2.964916741,JCMTCAL,56845.78183,48,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00048_20140707T184502,caom:JCMT/scuba2_00048_20140707T184502/raw-850um
oCeti,34.84334222,-2.964777855,JCMTCAL,57011.40324,25,SCUBA-2,SCUBA-2-850um,228,pointing,science,scuba2_00025_20141220T094027,caom:JCMT/scuba2_00025_20141220T094027/raw-850um
oCeti,34.84362037,-2.964638967,JCMTCAL,56998.41735,40,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00040_20141207T100025,caom:JCMT/scuba2_00040_20141207T100025/raw-850um
oCeti,34.84334222,-2.96491674,JCMTCAL,57011.33444,21,SCUBA-2,SCUBA-2-850um,229,pointing,science,scuba2_00021_20141220T080119,caom:JCMT/scuba2_00021_20141220T080119/raw-850um
oCeti,34.84209055,-2.963250078,JCMTCAL,56866.7251,63,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00063_20140728T172116,caom:JCMT/scuba2_00063_20140728T172116/raw-850um
oCeti,34.83611037,-2.969500034,JCMTCAL,56843.74838,67,SCUBA-2,SCUBA-2-850um,265,pointing,science,scuba2_00067_20140705T175638,caom:JCMT/scuba2_00067_20140705T175638/raw-850um
oCeti,34.83750112,-2.969361146,JCMTCAL,56835.8028,76,SCUBA-2,SCUBA-2-850um,295,pointing,science,scuba2_00076_20140627T191555,caom:JCMT/scuba2_00076_20140627T191555/raw-850um
oCeti,34.83611036,-2.977833334,JCMTCAL,56753.84765,69,SCUBA-2,SCUBA-2-850um,141,pointing,science,scuba2_00069_20140406T201841,caom:JCMT/scuba2_00069_20140406T201841/raw-850um
oCeti,34.8324944,-2.973805568,JCMTCAL,56814.77493,69,SCUBA-2,SCUBA-2-850um,269,pointing,science,scuba2_00069_20140606T183549,caom:JCMT/scuba2_00069_20140606T183549/raw-850um
oCeti,34.82567967,-2.977138838,JCMTCAL,56826.76178,65,SCUBA-2,SCUBA-2-850um,203,pointing,science,scuba2_00065_20140618T181549,caom:JCMT/scuba2_00065_20140618T181549/raw-850um
oCeti,34.83986538,-2.969083403,JCMTCAL,56835.7202,66,SCUBA-2,SCUBA-2-850um,273,pointing,science,scuba2_00066_20140627T171603,caom:JCMT/scuba2_00066_20140627T171603/raw-850um
oCeti,34.84083892,-2.973388914,JCMTCAL,56844.61182,46,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00046_20140706T144021,caom:JCMT/scuba2_00046_20140706T144021/raw-850um
oCeti,34.84125615,-2.973527802,JCMTCAL,56908.42825,34,SCUBA-2,SCUBA-2-850um,233,pointing,science,scuba2_00034_20140908T101405,caom:JCMT/scuba2_00034_20140908T101405/raw-850um
oCeti,34.84014354,-2.972416696,JCMTCAL,56972.29951,31,SCUBA-2,SCUBA-2-850um,272,pointing,science,scuba2_00031_20141111T071058,caom:JCMT/scuba2_00031_20141111T071058/raw-850um
oCeti,34.84125615,-2.975472234,JCMTCAL,56983.20978,9,SCUBA-2,SCUBA-2-850um,191,pointing,science,scuba2_00009_20141122T050122,caom:JCMT/scuba2_00009_20141122T050122/raw-850um
