Source,Wavelength,Obs_ID,UT_Date,MJD,Obs_Time
IRC+10216,850,scuba2_00067_20141123T183357,20141123,56984.7757252,2014-11-23T18:37:02.659
IRC+10216,850,scuba2_00072_20141123T192636,20141123,56984.8104022,2014-11-23T19:26:58.750
IRC+10216,850,scuba2_00062_20141124T170639,20141124,56985.7132212,2014-11-24T17:07:02.308
IRC+10216,850,scuba2_00067_20141124T180519,20141124,56985.7560409,2014-11-24T18:08:41.936
IRC+10216,850,scuba2_00073_20141124T190404,20141124,56985.7948091,2014-11-24T19:04:31.503
IRC+10216,850,scuba2_00039_20141125T122007,20141125,56986.515582,2014-11-25T12:22:26.282
IRC+10216,850,scuba2_00047_20141125T141250,20141125,56986.592786,2014-11-25T14:13:36.709
IRC+10216,850,scuba2_00062_20141125T165154,20141125,56986.702952,2014-11-25T16:52:15.050
IRC+10216,850,scuba2_00069_20141125T175712,20141125,56986.7483001,2014-11-25T17:57:33.128
IRC+10216,850,scuba2_00075_20141125T185224,20141125,56986.7866755,2014-11-25T18:52:48.765
IRC+10216,850,scuba2_00041_20141126T141720,20141126,56987.5977912,2014-11-26T14:20:49.160
IRC+10216,850,scuba2_00041_20141127T123630,20141127,56988.5279874,2014-11-27T12:40:18.107
IRC+10216,850,scuba2_00046_20141127T141044,20141127,56988.5913513,2014-11-27T14:11:32.752
IRC+10216,850,scuba2_00050_20141127T143143,20141127,56988.6063218,2014-11-27T14:33:06.200
IRC+10216,850,scuba2_00060_20141127T164315,20141127,56988.6978502,2014-11-27T16:44:54.260
IRC+10216,850,scuba2_00069_20141127T184222,20141127,56988.7815303,2014-11-27T18:45:24.221
IRC+10216,850,scuba2_00043_20141128T121557,20141128,56989.5137437,2014-11-28T12:19:47.460
IRC+10216,850,scuba2_00049_20141128T135508,20141128,56989.5802087,2014-11-28T13:55:30.034
IRC+10216,850,scuba2_00059_20141128T162657,20141128,56989.6863389,2014-11-28T16:28:19.680
IRC+10216,850,scuba2_00068_20141128T182739,20141128,56989.771344,2014-11-28T18:30:44.120
IRC+10216,850,scuba2_00039_20141129T121108,20141129,56990.5082265,2014-11-29T12:11:50.769
IRC+10216,850,scuba2_00048_20141129T135108,20141129,56990.5777185,2014-11-29T13:51:54.879
IRC+10216,850,scuba2_00053_20141129T144148,20141129,56990.6129215,2014-11-29T14:42:36.415
IRC+10216,850,scuba2_00068_20141129T182509,20141129,56990.7678017,2014-11-29T18:25:38.065
IRC+10216,850,scuba2_00037_20141130T120028,20141130,56991.5008278,2014-11-30T12:01:11.526
IRC+10216,850,scuba2_00042_20141130T133628,20141130,56991.5675418,2014-11-30T13:37:15.610
IRC+10216,850,scuba2_00057_20141130T163739,20141130,56991.6942465,2014-11-30T16:39:42.898
IRC+10216,850,scuba2_00040_20141201T122136,20141201,56992.5176299,2014-12-01T12:25:23.226
IRC+10216,850,scuba2_00045_20141201T133808,20141201,56992.5687042,2014-12-01T13:38:56.043
IRC+10216,850,scuba2_00060_20141201T162110,20141201,56992.6821129,2014-12-01T16:22:14.556
IRC+10216,850,scuba2_00071_20141201T181103,20141201,56992.7597837,2014-12-01T18:14:05.313
IRC+10216,850,scuba2_00042_20141202T122157,20141202,56993.5176226,2014-12-02T12:25:22.595
IRC+10216,850,scuba2_00047_20141202T135731,20141202,56993.5821784,2014-12-02T13:58:20.211
IRC+10216,850,scuba2_00063_20141202T161331,20141202,56993.677659,2014-12-02T16:15:49.740
IRC+10216,850,scuba2_00067_20141202T172526,20141202,56993.7265922,2014-12-02T17:26:17.568
IRC+10216,850,scuba2_00072_20141202T182644,20141202,56993.7706873,2014-12-02T18:29:47.385
IRC+10216,850,scuba2_00024_20141206T164713,20141206,56997.6997593,2014-12-06T16:47:39.208
IRC+10216,850,scuba2_00030_20141206T175323,20141206,56997.7456668,2014-12-06T17:53:45.610
IRC+10216,850,scuba2_00048_20141207T113215,20141207,56998.481491,2014-12-07T11:33:20.825
IRC+10216,850,scuba2_00054_20141207T130352,20141207,56998.544866,2014-12-07T13:04:36.421
IRC+10216,850,scuba2_00066_20141207T155740,20141207,56998.6666224,2014-12-07T15:59:56.173
IRC+10216,850,scuba2_00075_20141207T171951,20141207,56998.7223655,2014-12-07T17:20:12.376
IRC+10216,850,scuba2_00081_20141207T182651,20141207,56998.7710303,2014-12-07T18:30:17.021
IRC+10216,850,scuba2_00036_20141208T112213,20141208,56999.4765161,2014-12-08T11:26:10.989
IRC+10216,850,scuba2_00040_20141208T125936,20141208,56999.5419277,2014-12-08T13:00:22.552
IRC+10216,850,scuba2_00055_20141208T163127,20141208,56999.6898774,2014-12-08T16:33:25.411
IRC+10216,850,scuba2_00063_20141208T183602,20141208,56999.777116,2014-12-08T18:39:02.824
IRC+10216,850,scuba2_00068_20141208T193519,20141208,56999.8164593,2014-12-08T19:35:42.082
IRC+10216,850,scuba2_00036_20141209T105540,20141209,57000.4573816,2014-12-09T10:58:37.766
IRC+10216,850,scuba2_00043_20141209T124339,20141209,57000.5328261,2014-12-09T12:47:16.174
IRC+10216,850,scuba2_00057_20141209T161722,20141209,57000.6789698,2014-12-09T16:17:42.989
IRC+10216,850,scuba2_00065_20141209T172800,20141209,57000.7281288,2014-12-09T17:28:30.326
IRC+10216,850,scuba2_00074_20141209T185445,20141209,57000.7900978,2014-12-09T18:57:44.446
IRC+10216,850,scuba2_00056_20141211T183513,20141211,57002.7747133,2014-12-11T18:35:35.226
IRC+10216,850,scuba2_00054_20141213T151742,20141213,57004.6375537,2014-12-13T15:18:04.637
IRC+10216,850,scuba2_00059_20141213T170230,20141213,57004.7107511,2014-12-13T17:03:28.895
IRC+10216,850,scuba2_00047_20141214T131902,20141214,57005.5551599,2014-12-14T13:19:25.817
IRC+10216,850,scuba2_00059_20141214T153104,20141214,57005.6480611,2014-12-14T15:33:12.479
IRC+10216,850,scuba2_00035_20141215T121004,20141215,57006.5078644,2014-12-15T12:11:19.480
IRC+10216,850,scuba2_00050_20141216T152728,20141216,57007.645531,2014-12-16T15:29:33.880
IRC+10216,850,scuba2_00055_20141216T162600,20141216,57007.6853217,2014-12-16T16:26:51.794
IRC+10216,850,scuba2_00064_20141217T155341,20141217,57008.6636042,2014-12-17T15:55:35.403
IRC+10216,850,scuba2_00070_20141217T174236,20141217,57008.7384141,2014-12-17T17:43:18.980
IRC+10216,850,scuba2_00053_20141218T151044,20141218,57009.6327253,2014-12-18T15:11:07.463
IRC+10216,850,scuba2_00057_20141218T164050,20141218,57009.6956523,2014-12-18T16:41:44.362
IRC+10216,850,scuba2_00060_20141218T174747,20141218,57009.7424464,2014-12-18T17:49:07.372
IRC+10216,850,scuba2_00039_20141219T103437,20141219,57010.4434522,2014-12-19T10:38:34.272
IRC+10216,850,scuba2_00044_20141219T121106,20141219,57010.5082168,2014-12-19T12:11:49.928
IRC+10216,850,scuba2_00058_20141219T153023,20141219,57010.6467509,2014-12-19T15:31:19.276
IRC+10216,850,scuba2_00067_20141219T165158,20141219,57010.7050887,2014-12-19T16:55:19.667
IRC+10216,850,scuba2_00030_20141220T103458,20141220,57011.4436823,2014-12-20T10:38:54.152
IRC+10216,850,scuba2_00034_20141220T115846,20141220,57011.4996458,2014-12-20T11:59:29.399
IRC+10216,850,scuba2_00048_20141220T154109,20141220,57011.6542709,2014-12-20T15:42:09.004
IRC+10216,850,scuba2_00030_20141221T101406,20141221,57012.4296901,2014-12-21T10:18:45.225
IRC+10216,850,scuba2_00034_20141221T114218,20141221,57012.488187,2014-12-21T11:42:59.359
IRC+10216,850,scuba2_00040_20141221T132720,20141221,57012.56119,2014-12-21T13:28:06.815
IRC+10216,850,scuba2_00046_20141221T151222,20141221,57012.6342615,2014-12-21T15:13:20.195
IRC+10216,850,scuba2_00055_20141221T162329,20141221,57012.6852753,2014-12-21T16:26:47.786
IRC+10216,850,scuba2_00037_20141222T101323,20141222,57013.4287533,2014-12-22T10:17:24.286
IRC+10216,850,scuba2_00041_20141222T113800,20141222,57013.4852171,2014-12-22T11:38:42.759
IRC+10216,850,scuba2_00048_20141222T132331,20141222,57013.55854,2014-12-22T13:24:17.853
IRC+10216,850,scuba2_00054_20141222T150854,20141222,57013.6318584,2014-12-22T15:09:52.562
IRC+10216,850,scuba2_00063_20141222T161305,20141222,57013.6780797,2014-12-22T16:16:26.086
IRC+10216,850,scuba2_00025_20141226T125110,20141226,57017.5378323,2014-12-26T12:54:28.709
IRC+10216,850,scuba2_00032_20141226T143306,20141226,57017.6070406,2014-12-26T14:34:08.306
IRC+10216,850,scuba2_00040_20141226T161943,20141226,57017.6808756,2014-12-26T16:20:27.652
IRC+10216,850,scuba2_00035_20141227T101113,20141227,57018.4247337,2014-12-27T10:11:36.994
IRC+10216,850,scuba2_00042_20141227T120046,20141227,57018.5010493,2014-12-27T12:01:30.657
IRC+10216,850,scuba2_00050_20141227T135238,20141227,57018.5796744,2014-12-27T13:54:43.865
IRC+10216,850,scuba2_00053_20141227T144848,20141227,57018.6179036,2014-12-27T14:49:46.872
IRC+10216,850,scuba2_00054_20141227T150545,20141227,57018.6293191,2014-12-27T15:06:13.173
IRC+10216,850,scuba2_00020_20141228T133217,20141228,57019.5645381,2014-12-28T13:32:56.092
IRC+10216,850,scuba2_00029_20141228T152430,20141228,57019.6426188,2014-12-28T15:25:22.267
IRC+10216,850,scuba2_00040_20150101T144532,20150101,57023.6152261,2015-01-01T14:45:55.536
IRC+10216,850,scuba2_00026_20150107T091731,20150107,57029.3892473,2015-01-07T09:20:30.965
IRC+10216,850,scuba2_00034_20150107T110717,20150107,57029.4658549,2015-01-07T11:10:49.860
IRC+10216,850,scuba2_00043_20150107T125812,20150107,57029.540886,2015-01-07T12:58:52.549
IRC+10216,850,scuba2_00049_20150107T143728,20150107,57029.6099953,2015-01-07T14:38:23.595
IRC+10216,850,scuba2_00027_20150108T085702,20150108,57030.3752486,2015-01-08T09:00:21.480
IRC+10216,850,scuba2_00034_20150108T105953,20150108,57030.458772,2015-01-08T11:00:37.903
IRC+10216,850,scuba2_00041_20150108T122440,20150108,57030.5192665,2015-01-08T12:27:44.625
IRC+10216,850,scuba2_00045_20150108T133907,20150108,57030.5695439,2015-01-08T13:40:08.591
IRC+10216,850,scuba2_00050_20150108T145253,20150108,57030.6206266,2015-01-08T14:53:42.139
IRC+10216,850,scuba2_00055_20150108T160756,20150108,57030.6726777,2015-01-08T16:08:39.357
IRC+10216,850,scuba2_00030_20150112T094819,20150112,57034.4088179,2015-01-12T09:48:41.869
IRC+10216,850,scuba2_00036_20150112T113754,20150112,57034.4851947,2015-01-12T11:38:40.825
IRC+10216,850,scuba2_00044_20150112T135354,20150112,57034.579775,2015-01-12T13:54:52.559
IRC+10216,850,scuba2_00034_20150113T104953,20150113,57035.4536037,2015-01-13T10:53:11.361
IRC+10216,850,scuba2_00040_20150113T123324,20150113,57035.5236646,2015-01-13T12:34:04.624
IRC+10216,850,scuba2_00048_20150113T142850,20150113,57035.604016,2015-01-13T14:29:46.983
IRC+10216,850,scuba2_00043_20150114T111009,20150114,57036.4676227,2015-01-14T11:13:22.600
IRC+10216,850,scuba2_00053_20150114T141101,20150114,57036.5915864,2015-01-14T14:11:53.068
IRC+10216,850,scuba2_00062_20150114T155707,20150114,57036.6652029,2015-01-14T15:57:53.529
IRC+10216,850,scuba2_00036_20150115T103528,20150115,57037.4415408,2015-01-15T10:35:49.122
IRC+10216,850,scuba2_00046_20150115T122717,20150115,57037.5194241,2015-01-15T12:27:58.245
IRC+10216,850,scuba2_00051_20150115T140511,20150115,57037.5875637,2015-01-15T14:06:05.502
IRC+10216,850,scuba2_00055_20150115T145742,20150115,57037.6239533,2015-01-15T14:58:29.567
IRC+10216,850,scuba2_00034_20150116T092317,20150116,57038.3927431,2015-01-16T09:25:33.004
IRC+10216,850,scuba2_00039_20150116T103837,20150116,57038.4439964,2015-01-16T10:39:21.287
IRC+10216,850,scuba2_00047_20150116T120808,20150116,57038.5076146,2015-01-16T12:10:57.904
IRC+10216,850,scuba2_00051_20150116T132210,20150116,57038.5577449,2015-01-16T13:23:09.163
IRC+10216,850,scuba2_00057_20150116T144040,20150116,57038.6121718,2015-01-16T14:41:31.640
IRC+10216,850,scuba2_00061_20150116T155142,20150116,57038.6614025,2015-01-16T15:52:25.172
IRC+10216,850,scuba2_00030_20150117T093727,20150117,57039.4040221,2015-01-17T09:41:47.512
IRC+10216,850,scuba2_00035_20150117T105923,20150117,57039.4584317,2015-01-17T11:00:08.500
IRC+10216,850,scuba2_00041_20150117T123838,20150117,57039.5274482,2015-01-17T12:39:31.523
IRC+10216,850,scuba2_00048_20150117T142452,20150117,57039.6011878,2015-01-17T14:25:42.630
IRC+10216,850,scuba2_00044_20150119T140102,20150119,57041.5846323,2015-01-19T14:01:52.234
IRC+10216,850,scuba2_00026_20150120T081526,20150120,57042.3468517,2015-01-20T08:19:27.991
IRC+10216,850,scuba2_00031_20150120T095419,20150120,57042.4132176,2015-01-20T09:55:02.003
IRC+10216,850,scuba2_00036_20150120T112708,20150120,57042.4777304,2015-01-20T11:27:55.909
IRC+10216,850,scuba2_00041_20150120T130015,20150120,57042.5425461,2015-01-20T13:01:15.987
IRC+10216,850,scuba2_00046_20150120T143407,20150120,57042.6075795,2015-01-20T14:34:54.871
IRC+10216,850,scuba2_00019_20150121T083056,20150121,57043.3550857,2015-01-21T08:31:19.406
IRC+10216,850,scuba2_00039_20150122T083554,20150122,57044.359736,2015-01-22T08:38:01.194
IRC+10216,850,scuba2_00046_20150122T102633,20150122,57044.4356483,2015-01-22T10:27:20.010
IRC+10216,850,scuba2_00058_20150122T134812,20150122,57044.5774261,2015-01-22T13:51:29.619
IRC+10216,850,scuba2_00063_20150122T152344,20150122,57044.6419904,2015-01-22T15:24:27.970
IRC+10216,850,scuba2_00035_20150123T094415,20150123,57045.4062321,2015-01-23T09:44:58.452
IRC+10216,850,scuba2_00040_20150123T111649,20150123,57045.4705573,2015-01-23T11:17:36.155
IRC+10216,850,scuba2_00052_20150123T132324,20150123,57045.5601578,2015-01-23T13:26:37.631
IRC+10216,850,scuba2_00057_20150123T145830,20150123,57045.6244578,2015-01-23T14:59:13.152
IRC+10216,850,scuba2_00023_20150124T083212,20150124,57046.3583431,2015-01-24T08:36:00.842
IRC+10216,850,scuba2_00027_20150124T100555,20150124,57046.4212982,2015-01-24T10:06:40.169
IRC+10216,850,scuba2_00043_20150124T134352,20150124,57046.5727504,2015-01-24T13:44:45.634
IRC+10216,850,scuba2_00050_20150124T160315,20150124,57046.6694245,2015-01-24T16:03:58.273
IRC+10216,850,scuba2_00023_20150125T082011,20150125,57047.3500657,2015-01-25T08:24:05.674
IRC+10216,850,scuba2_00035_20150125T113633,20150125,57047.4848173,2015-01-25T11:38:08.211
IRC+10216,850,scuba2_00038_20150125T122742,20150125,57047.5199466,2015-01-25T12:28:43.386
IRC+10216,850,scuba2_00015_20150126T100225,20150126,57048.4212008,2015-01-26T10:06:31.747
IRC+10216,850,scuba2_00020_20150126T114114,20150126,57048.4874465,2015-01-26T11:41:55.380
IRC+10216,850,scuba2_00026_20150126T132003,20150126,57048.5558578,2015-01-26T13:20:26.111
IRC+10216,850,scuba2_00032_20150126T145846,20150126,57048.6246496,2015-01-26T14:59:29.725
IRC+10216,850,scuba2_00035_20150126T154820,20150126,57048.6590409,2015-01-26T15:49:01.137
IRC+10216,850,scuba2_00022_20150406T093559,20150406,57118.4020457,2015-04-06T09:38:56.746
IRC+10216,850,scuba2_00047_20150407T094920,20150407,57119.4116256,2015-04-07T09:52:44.452
IRC+10216,850,scuba2_00054_20150407T112053,20150407,57119.4752661,2015-04-07T11:24:22.989
IRC+10216,850,scuba2_00019_20150408T064435,20150408,57120.2812782,2015-04-08T06:45:02.440
IRC+10216,850,scuba2_00023_20150408T071926,20150408,57120.3056485,2015-04-08T07:20:08.033
IRC+10216,850,scuba2_00031_20150408T083019,20150408,57120.3558285,2015-04-08T08:32:23.581
IRC+10216,850,scuba2_00014_20150427T065423,20150427,57139.2881038,2015-04-27T06:54:52.165
IRC+10216,850,scuba2_00015_20150428T072719,20150428,57140.31291,2015-04-28T07:30:35.428
IRC+10216,850,scuba2_00031_20150429T064231,20150429,57141.2804986,2015-04-29T06:43:55.079
IRC+10216,850,scuba2_00038_20150505T073640,20150505,57147.3173947,2015-05-05T07:37:02.903
IRC+10216,850,scuba2_00022_20150509T071438,20150509,57151.3030373,2015-05-09T07:16:22.419
IRC+10216,850,scuba2_00025_20150519T064832,20150519,57161.2860296,2015-05-19T06:51:52.959
IRC+10216,850,scuba2_00026_20150520T063554,20150520,57162.2755012,2015-05-20T06:36:43.307
IRC+10216,850,Scuba2_00009_20150622T051128,20150622,57195.2186497,2015-06-22T05:14:51.334
IRC+10216,850,scuba2_00068_20151108T181924,20151108,57334.7650397,2015-11-08T18:21:39.431
IRC+10216,850,scuba2_00045_20151217T102142,20151217,57373.4345756,2015-12-17T10:25:47.331
IRC+10216,850,scuba2_00049_20151217T111057,20151217,57373.4661896,2015-12-17T11:11:18.779
IRC+10216,850,scuba2_00060_20151217T134243,20151217,57373.5719,2015-12-17T13:43:32.158
IRC+10216,850,scuba2_00046_20151218T112617,20151218,57374.476851,2015-12-18T11:26:39.923
IRC+10216,850,scuba2_00023_20151231T102428,20151231,57387.4339375,2015-12-31T10:24:52.198
IRC+10216,850,scuba2_00040_20151231T142556,20151231,57387.6020417,2015-12-31T14:26:56.400
IRC+10216,850,scuba2_00046_20151231T154355,20151231,57387.6558023,2015-12-31T15:44:21.317
IRC+10216,850,scuba2_00017_20160101T095052,20160101,57388.4130653,2016-01-01T09:54:48.841
IRC+10216,850,scuba2_00021_20160101T110628,20160101,57388.4633274,2016-01-01T11:07:11.491
IRC+10216,850,scuba2_00028_20160101T122227,20160101,57388.5161538,2016-01-01T12:23:15.685
IRC+10216,850,scuba2_00041_20160101T150628,20160101,57388.6301058,2016-01-01T15:07:21.145
IRC+10216,850,scuba2_00030_20160102T111231,20160102,57389.4695477,2016-01-02T11:16:08.919
IRC+10216,850,scuba2_00038_20160102T131224,20160102,57389.550564,2016-01-02T13:12:48.733
IRC+10216,850,scuba2_00048_20160102T152823,20160102,57389.6449652,2016-01-02T15:28:44.993
IRC+10216,850,scuba2_00056_20160102T164836,20160102,57389.7007415,2016-01-02T16:49:04.067
IRC+10216,850,scuba2_00035_20160103T094826,20160103,57390.4113508,2016-01-03T09:52:20.708
IRC+10216,850,scuba2_00038_20160103T111910,20160103,57390.4721565,2016-01-03T11:19:54.321
IRC+10216,850,scuba2_00031_20160105T094117,20160105,57392.4039247,2016-01-05T09:41:39.090
IRC+10216,850,scuba2_00047_20160105T124100,20160105,57392.5305909,2016-01-05T12:44:03.057
IRC+10216,850,scuba2_00035_20160107T102052,20160107,57394.4314206,2016-01-07T10:21:14.740
IRC+10216,850,scuba2_00039_20160107T113224,20160107,57394.4813721,2016-01-07T11:33:10.553
IRC+10216,850,scuba2_00036_20160110T093911,20160110,57397.4059054,2016-01-10T09:44:30.224
IRC+10216,850,scuba2_00043_20160110T110510,20160110,57397.4625547,2016-01-10T11:06:04.730
IRC+10216,850,scuba2_00034_20160115T102640,20160115,57402.4354533,2016-01-15T10:27:03.164
IRC+10216,850,scuba2_00057_20160116T153935,20160116,57403.6527525,2016-01-16T15:39:57.816
IRC+10216,850,scuba2_00031_20160117T080329,20160117,57404.3360145,2016-01-17T08:03:51.650
IRC+10216,850,scuba2_00037_20160117T085838,20160117,57404.3743059,2016-01-17T08:59:00.028
IRC+10216,850,scuba2_00045_20160117T100414,20160117,57404.4203412,2016-01-17T10:05:17.477
IRC+10216,850,scuba2_00031_20160119T105713,20160119,57406.4588173,2016-01-19T11:00:41.818
IRC+10216,850,scuba2_00027_20160120T085232,20160120,57407.3700672,2016-01-20T08:52:53.804
IRC+10216,850,scuba2_00036_20160120T103546,20160120,57407.4417596,2016-01-20T10:36:08.026
IRC+10216,850,scuba2_00049_20160120T131939,20160120,57407.5555756,2016-01-20T13:20:01.729
IRC+10216,850,scuba2_00040_20160121T085822,20160121,57408.3755501,2016-01-21T09:00:47.531
IRC+10216,850,scuba2_00045_20160121T103608,20160121,57408.4423012,2016-01-21T10:36:54.819
IRC+10216,850,scuba2_00049_20160121T112932,20160121,57408.479338,2016-01-21T11:30:14.806
IRC+10216,850,scuba2_00062_20160121T132107,20160121,57408.5565915,2016-01-21T13:21:29.507
IRC+10216,850,scuba2_00071_20160121T151038,20160121,57408.6340626,2016-01-21T15:13:03.009
IRC+10216,850,scuba2_00040_20160122T092612,20160122,57409.3955721,2016-01-22T09:29:37.430
IRC+10216,850,scuba2_00059_20160122T130954,20160122,57409.550716,2016-01-22T13:13:01.867
IRC+10216,850,scuba2_00068_20160122T150550,20160122,57409.630747,2016-01-22T15:08:16.543
IRC+10216,850,scuba2_00032_20160123T083732,20160123,57410.3631167,2016-01-23T08:42:53.284
IRC+10216,850,scuba2_00038_20160123T102446,20160123,57410.4344095,2016-01-23T10:25:32.980
IRC+10216,850,scuba2_00053_20160123T131952,20160123,57410.5572372,2016-01-23T13:22:25.294
IRC+10216,850,scuba2_00058_20160123T150107,20160123,57410.6263043,2016-01-23T15:01:52.689
IRC+10216,850,scuba2_00023_20160203T075118,20160203,57421.3299859,2016-02-03T07:55:10.781
IRC+10216,850,scuba2_00026_20160206T075306,20160206,57424.3318124,2016-02-06T07:57:48.588
IRC+10216,850,scuba2_00022_20160216T063514,20160216,57434.2761742,2016-02-16T06:37:41.447
IRC+10216,850,scuba2_00022_20160221T070009,20160221,57439.2920292,2016-02-21T07:00:31.324
IRC+10216,850,scuba2_00012_20160222T064321,20160222,57440.280599,2016-02-22T06:44:03.755
IRC+10216,850,scuba2_00010_20160223T065815,20160223,57441.2930701,2016-02-23T07:02:01.259
IRC+10216,850,Scuba2_00009_20160224T065727,20160224,57442.2925464,2016-02-24T07:01:16.009
IRC+10216,850,scuba2_00018_20160227T065211,20160227,57445.2869306,2016-02-27T06:53:10.805
IRC+10216,850,scuba2_00016_20160228T064249,20160228,57446.2827806,2016-02-28T06:47:12.246
IRC+10216,850,scuba2_00023_20160229T060423,20160229,57447.254577,2016-02-29T06:06:35.457
IRC+10216,850,scuba2_00029_20160229T072738,20160229,57447.3133673,2016-02-29T07:31:14.931
IRC+10216,850,scuba2_00022_20160301T060156,20160301,57448.2517945,2016-03-01T06:02:35.047
IRC+10216,850,scuba2_00013_20160302T063936,20160302,57449.2778333,2016-03-02T06:40:04.795
IRC+10216,850,scuba2_00019_20160303T065325,20160303,57450.2874203,2016-03-03T06:53:53.115
IRC+10216,850,scuba2_00014_20160304T060753,20160304,57451.2557221,2016-03-04T06:08:14.386
IRC+10216,850,scuba2_00019_20160305T053820,20160305,57452.2355866,2016-03-05T05:39:14.680
IRC+10216,850,scuba2_00025_20160305T072553,20160305,57452.3101511,2016-03-05T07:26:37.055
IRC+10216,850,scuba2_00043_20160305T113354,20160305,57452.4824232,2016-03-05T11:34:41.362
IRC+10216,850,scuba2_00017_20160306T063623,20160306,57453.2757647,2016-03-06T06:37:06.066
IRC+10216,850,scuba2_00015_20160307T055635,20160307,57454.2496725,2016-03-07T05:59:31.708
IRC+10216,850,scuba2_00020_20160307T071024,20160307,57454.2993308,2016-03-07T07:11:02.178
IRC+10216,850,scuba2_00012_20160310T051648,20160310,57457.2226765,2016-03-10T05:20:39.250
IRC+10216,850,scuba2_00015_20160310T060915,20160310,57457.2568515,2016-03-10T06:09:51.968
IRC+10216,850,scuba2_00019_20160311T063507,20160311,57458.276648,2016-03-11T06:38:22.391
IRC+10216,850,scuba2_00025_20160312T054804,20160312,57459.2442779,2016-03-12T05:51:45.610
IRC+10216,850,scuba2_00027_20160313T060354,20160313,57460.2529575,2016-03-13T06:04:15.524
IRC+10216,850,scuba2_00012_20160317T071138,20160317,57464.3021199,2016-03-17T07:15:03.161
IRC+10216,850,scuba2_00023_20160319T060518,20160319,57466.2544669,2016-03-19T06:06:25.939
IRC+10216,850,Scuba2_00008_20160322T041708,20160322,57469.1813453,2016-03-22T04:21:08.233
IRC+10216,850,scuba2_00024_20160325T072534,20160325,57472.3115589,2016-03-25T07:28:38.686
IRC+10216,850,scuba2_00019_20160328T065521,20160328,57475.2911967,2016-03-28T06:59:19.398
IRC+10216,850,scuba2_00012_20160329T052456,20160329,57476.2274675,2016-03-29T05:27:33.191
IRC+10216,850,scuba2_00017_20160331T061147,20160331,57478.2590558,2016-03-31T06:13:02.422
IRC+10216,850,scuba2_00017_20160401T053559,20160401,57479.2352297,2016-04-01T05:38:43.849
IRC+10216,850,Scuba2_00008_20160401T043313,20160401,57479.1899942,2016-04-01T04:33:35.500
IRC+10216,850,scuba2_00011_20160402T051353,20160402,57480.2184202,2016-04-02T05:14:31.503
IRC+10216,850,scuba2_00016_20160402T061020,20160402,57480.2576635,2016-04-02T06:11:02.128
IRC+10216,850,Scuba2_00008_20160402T041935,20160402,57480.1828449,2016-04-02T04:23:17.801
IRC+10216,850,scuba2_00012_20160403T050630,20160403,57481.2133526,2016-04-03T05:07:13.669
IRC+10216,850,scuba2_00016_20160403T055908,20160403,57481.2499471,2016-04-03T05:59:55.427
IRC+10216,850,Scuba2_00008_20160403T041128,20160403,57481.1772909,2016-04-03T04:15:17.933
IRC+10216,850,scuba2_00012_20160404T052200,20160404,57482.2246374,2016-04-04T05:23:28.670
IRC+10216,850,Scuba2_00009_20160404T042857,20160404,57482.1893592,2016-04-04T04:32:40.636
IRC+10216,850,scuba2_00010_20160406T045423,20160406,57484.2069672,2016-04-06T04:58:01.963
IRC+10216,850,scuba2_00023_20160406T070638,20160406,57484.2967858,2016-04-06T07:07:22.292
IRC+10216,850,scuba2_00017_20160407T064159,20160407,57485.2811823,2016-04-07T06:44:54.155
IRC+10216,850,Scuba2_00008_20160407T043806,20160407,57485.1956636,2016-04-07T04:41:45.333
IRC+10216,850,scuba2_00014_20160409T050339,20160409,57487.2133381,2016-04-09T05:07:12.412
IRC+10216,850,scuba2_00016_20160410T044712,20160410,57488.2019351,2016-04-10T04:50:47.192
IRC+10216,850,scuba2_00020_20160410T054327,20160410,57488.2390622,2016-04-10T05:44:14.974
IRC+10216,850,scuba2_00025_20160410T065726,20160410,57488.2904103,2016-04-10T06:58:11.451
IRC+10216,850,scuba2_00029_20160410T080904,20160410,57488.3407359,2016-04-10T08:10:39.581
IRC+10216,850,scuba2_00013_20160411T053624,20160411,57489.2341594,2016-04-11T05:37:11.370
IRC+10216,850,scuba2_00022_20160411T073640,20160411,57489.319348,2016-04-11T07:39:51.669
IRC+10216,850,Scuba2_00009_20160411T040327,20160411,57489.1716482,2016-04-11T04:07:10.404
IRC+10216,850,scuba2_00010_20160415T040210,20160415,57493.1707288,2016-04-15T04:05:50.969
IRC+10216,850,scuba2_00015_20160415T051824,20160415,57493.2213732,2016-04-15T05:18:46.641
IRC+10216,850,scuba2_00020_20160415T063150,20160415,57493.2725911,2016-04-15T06:32:31.875
IRC+10216,850,scuba2_00010_20160416T045734,20160416,57494.207173,2016-04-16T04:58:19.745
IRC+10216,850,Scuba2_00007_20160416T041051,20160416,57494.1744834,2016-04-16T04:11:15.365
IRC+10216,850,scuba2_00015_20160417T050922,20160417,57495.2172222,2016-04-17T05:12:47.998
IRC+10216,850,scuba2_00011_20160418T045742,20160418,57496.207279,2016-04-18T04:58:28.903
IRC+10216,850,scuba2_00023_20160418T072056,20160418,57496.3069052,2016-04-18T07:21:56.611
IRC+10216,850,Scuba2_00008_20160418T040839,20160418,57496.1729332,2016-04-18T04:09:01.430
IRC+10216,850,scuba2_00011_20160420T045759,20160420,57498.2093107,2016-04-20T05:01:24.447
IRC+10216,850,scuba2_00015_20160420T055136,20160420,57498.244666,2016-04-20T05:52:19.144
