Source,Wavelength,Obs_ID,UT_Date,MJD,Obs_Time
IRC+10216,850,scuba2_00054_20130204T145520,20130204,56327.6226428,2013-02-04T14:56:36.342
IRC+10216,850,scuba2_00051_20130205T141058,20130205,56328.5919063,2013-02-05T14:12:20.702
IRC+10216,850,scuba2_00054_20130206T123140,20130206,56329.5237779,2013-02-06T12:34:14.413
IRC+10216,850,scuba2_00058_20130206T132758,20130206,56329.5621219,2013-02-06T13:29:27.331
IRC+10216,850,scuba2_00042_20130207T123901,20130207,56330.5278221,2013-02-07T12:40:03.826
IRC+10216,850,scuba2_00037_20130208T090711,20130208,56331.3809379,2013-02-08T09:08:33.034
IRC+10216,850,scuba2_00052_20130208T134032,20130208,56331.5707687,2013-02-08T13:41:54.413
IRC+10216,850,scuba2_00049_20130209T124430,20130209,56332.5316707,2013-02-09T12:45:36.348
IRC+10216,850,scuba2_00054_20130209T134420,20130209,56332.5734229,2013-02-09T13:45:43.739
IRC+10216,850,scuba2_00032_20130210T080213,20130210,56333.3378445,2013-02-10T08:06:29.762
IRC+10216,850,scuba2_00035_20130210T085612,20130210,56333.3732577,2013-02-10T08:57:29.463
IRC+10216,850,scuba2_00038_20130210T094741,20130210,56333.4090866,2013-02-10T09:49:05.083
IRC+10216,850,scuba2_00053_20130210T121607,20130210,56333.5119174,2013-02-10T12:17:09.666
IRC+10216,850,scuba2_00061_20130210T140731,20130210,56333.5895084,2013-02-10T14:08:53.530
IRC+10216,850,scuba2_00048_20130213T123057,20130213,56336.5224882,2013-02-13T12:32:22.983
IRC+10216,850,scuba2_00054_20130213T141307,20130213,56336.5933232,2013-02-13T14:14:23.129
IRC+10216,850,scuba2_00078_20130214T130035,20130214,56337.5428275,2013-02-14T13:01:40.294
IRC+10216,850,scuba2_00081_20130214T135041,20130214,56337.5777682,2013-02-14T13:51:59.172
IRC+10216,850,scuba2_00085_20130214T144356,20130214,56337.6145432,2013-02-14T14:44:56.528
IRC+10216,850,scuba2_00053_20130215T090815,20130215,56338.3814065,2013-02-15T09:09:13.522
IRC+10216,850,scuba2_00056_20130215T100050,20130215,56338.4181687,2013-02-15T10:02:09.773
IRC+10216,850,scuba2_00064_20130215T112029,20130215,56338.4745374,2013-02-15T11:23:20.034
IRC+10216,850,scuba2_00067_20130215T121438,20130215,56338.511226,2013-02-15T12:16:09.924
IRC+10216,850,scuba2_00072_20130215T131536,20130215,56338.5534395,2013-02-15T13:16:57.176
IRC+10216,850,scuba2_00075_20130215T141108,20130215,56338.5919649,2013-02-15T14:12:25.764
IRC+10216,850,scuba2_00025_20130216T065100,20130216,56339.286103,2013-02-16T06:51:59.297
IRC+10216,850,scuba2_00028_20130216T074242,20130216,56339.3222402,2013-02-16T07:44:01.556
IRC+10216,850,scuba2_00031_20130216T083441,20130216,56339.3583556,2013-02-16T08:36:01.926
IRC+10216,850,scuba2_00034_20130216T092711,20130216,56339.3948433,2013-02-16T09:28:34.459
IRC+10216,850,scuba2_00043_20130216T120226,20130216,56339.5034638,2013-02-16T12:04:59.275
IRC+10216,850,scuba2_00025_20130217T071035,20130217,56340.3020518,2013-02-17T07:14:57.278
IRC+10216,850,scuba2_00030_20130217T084715,20130217,56340.3671317,2013-02-17T08:48:40.180
IRC+10216,850,scuba2_00036_20130217T101918,20130217,56340.4309489,2013-02-17T10:20:33.981
IRC+10216,850,scuba2_00030_20130225T074707,20130225,56348.3253342,2013-02-25T07:48:28.872
IRC+10216,850,scuba2_00039_20130225T092658,20130225,56348.3947073,2013-02-25T09:28:22.708
IRC+10216,850,scuba2_00023_20130226T071407,20130226,56349.3035788,2013-02-26T07:17:09.205
IRC+10216,850,scuba2_00031_20130226T084659,20130226,56349.3669639,2013-02-26T08:48:25.680
IRC+10216,850,scuba2_00036_20130226T091211,20130226,56349.3860439,2013-02-26T09:15:54.196
IRC+10216,850,scuba2_00015_20130228T061003,20130228,56351.2600603,2013-02-28T06:14:29.209
IRC+10216,850,scuba2_00015_20130301T061210,20130301,56352.2608306,2013-03-01T06:15:35.764
IRC+10216,850,scuba2_00022_20130301T071434,20130301,56352.3026633,2013-03-01T07:15:50.110
IRC+10216,850,scuba2_00031_20130301T095525,20130301,56352.414278,2013-03-01T09:56:33.615
IRC+10216,850,scuba2_00018_20130302T061839,20130302,56353.2648832,2013-03-02T06:21:25.906
IRC+10216,850,scuba2_00024_20130302T072634,20130302,56353.310923,2013-03-02T07:27:43.743
IRC+10216,850,scuba2_00033_20130302T091211,20130302,56353.3857907,2013-03-02T09:15:32.317
IRC+10216,850,scuba2_00042_20130303T071338,20130303,56354.3032848,2013-03-03T07:16:43.803
IRC+10216,850,scuba2_00052_20130303T085805,20130303,56354.3761184,2013-03-03T09:01:36.629
IRC+10216,850,scuba2_00035_20130304T063859,20130304,56355.2791783,2013-03-04T06:42:01.002
IRC+10216,850,scuba2_00039_20130304T073514,20130304,56355.3170159,2013-03-04T07:36:30.172
IRC+10216,850,scuba2_00017_20130306T072648,20130306,56357.3112262,2013-03-06T07:28:09.940
IRC+10216,850,scuba2_00033_20130306T105235,20130306,56357.453925,2013-03-06T10:53:39.124
IRC+10216,850,scuba2_00014_20130307T063821,20130307,56358.2788067,2013-03-07T06:41:28.900
IRC+10216,850,scuba2_00025_20130307T083318,20130307,56358.3590498,2013-03-07T08:37:01.906
IRC+10216,850,scuba2_00038_20130307T115617,20130307,56358.4981035,2013-03-07T11:57:16.141
IRC+10216,850,scuba2_00013_20130308T070245,20130308,56359.2964041,2013-03-08T07:06:49.311
IRC+10216,850,scuba2_00019_20130308T082736,20130308,56359.3532332,2013-03-08T08:28:39.348
IRC+10216,850,scuba2_00012_20130313T090018,20130313,56364.3760544,2013-03-13T09:01:31.103
IRC+10216,850,scuba2_00021_20130313T101501,20130313,56364.4298619,2013-03-13T10:19:00.065
IRC+10216,850,scuba2_00032_20130313T114211,20130313,56364.4901561,2013-03-13T11:45:49.490
IRC+10216,850,scuba2_00036_20130314T100252,20130314,56365.4206928,2013-03-14T10:05:47.862
IRC+10216,850,scuba2_00025_20130320T090034,20130320,56371.3767998,2013-03-20T09:02:35.500
IRC+10216,850,scuba2_00012_20130329T065159,20130329,56380.2887594,2013-03-29T06:55:48.810
IRC+10216,850,scuba2_00019_20130329T082238,20130329,56380.3501959,2013-03-29T08:24:16.925
IRC+10216,850,scuba2_00026_20130329T095232,20130329,56380.4124318,2013-03-29T09:53:54.108
IRC+10216,850,scuba2_00032_20130329T110012,20130329,56380.4593523,2013-03-29T11:01:28.036
IRC+10216,850,scuba2_00010_20130401T051020,20130401,56383.2184208,2013-04-01T05:14:31.554
IRC+10216,850,scuba2_00013_20130401T060554,20130401,56383.255052,2013-04-01T06:07:16.491
IRC+10216,850,scuba2_00024_20130401T082711,20130401,56383.3542365,2013-04-01T08:30:06.033
IRC+10216,850,scuba2_00028_20130401T092546,20130401,56383.3939099,2013-04-01T09:27:13.817
IRC+10216,850,scuba2_00032_20130402T085950,20130402,56384.3763284,2013-04-02T09:01:54.778
IRC+10216,850,scuba2_00015_20130405T054037,20130405,56387.2374799,2013-04-05T05:41:58.265
IRC+10216,850,scuba2_00033_20130405T091006,20130405,56387.3830061,2013-04-05T09:11:31.731
IRC+10216,850,scuba2_00036_20130405T100326,20130405,56387.4200114,2013-04-05T10:04:48.984
IRC+10216,850,scuba2_00031_20130406T074845,20130406,56388.3274572,2013-04-06T07:51:32.305
IRC+10216,850,scuba2_00026_20130407T073218,20130407,56389.3152859,2013-04-07T07:34:00.705
IRC+10216,850,scuba2_00031_20130407T084116,20130407,56389.3630943,2013-04-07T08:42:51.344
IRC+10216,850,scuba2_00035_20130407T093840,20130407,56389.402871,2013-04-07T09:40:08.052
IRC+10216,850,scuba2_00015_20130416T095623,20130416,56398.4149128,2013-04-16T09:57:28.464
IRC+10216,850,scuba2_00021_20130418T080128,20130418,56400.3354382,2013-04-18T08:03:01.862
IRC+10216,850,scuba2_00024_20130418T085201,20130418,56400.3704548,2013-04-18T08:53:27.293
IRC+10216,850,scuba2_00016_20130426T063813,20130426,56408.2783305,2013-04-26T06:40:47.751
IRC+10216,850,scuba2_00029_20130426T093933,20130426,56408.4048788,2013-04-26T09:43:01.529
IRC+10216,850,scuba2_00019_20130427T074400,20130427,56409.3232459,2013-04-27T07:45:28.447
IRC+10216,850,scuba2_00024_20130427T092352,20130427,56409.3924989,2013-04-27T09:25:11.904
IRC+10216,850,scuba2_00034_20130428T073407,20130428,56410.3164155,2013-04-28T07:35:38.297
IRC+10216,850,scuba2_00038_20130428T090841,20130428,56410.3819636,2013-04-28T09:10:01.653
IRC+10216,850,scuba2_00016_20130504T062216,20130504,56416.2666679,2013-05-04T06:24:00.107
IRC+10216,850,scuba2_00024_20130504T074333,20130504,56416.324644,2013-05-04T07:47:29.241
IRC+10216,850,scuba2_00023_20130508T061241,20130508,56420.2594863,2013-05-08T06:13:39.615
IRC+10216,850,scuba2_00023_20130515T072457,20130515,56427.3098801,2013-05-15T07:26:13.639
IRC+10216,850,scuba2_00025_20130515T081113,20130515,56427.3420303,2013-05-15T08:12:31.421
IRC+10216,850,scuba2_00021_20130525T061519,20130525,56437.2622522,2013-05-25T06:17:38.587
IRC+10216,850,Scuba2_00007_20130612T044742,20130612,56455.200547,2013-06-12T04:48:47.258
IRC+10216,850,Scuba2_00005_20130625T054310,20130625,56468.2390489,2013-06-25T05:44:13.821
IRC+10216,850,Scuba2_00005_20130626T051946,20130626,56469.2227708,2013-06-26T05:20:47.398
IRC+10216,850,Scuba2_00004_20130705T044804,20130705,56478.2007819,2013-07-05T04:49:07.556
IRC+10216,850,Scuba2_00004_20130707T050306,20130707,56480.2112392,2013-07-07T05:04:11.066
IRC+10216,850,scuba2_00066_20130927T181902,20130927,56562.7636642,2013-09-27T18:19:40.583
IRC+10216,850,scuba2_00050_20131102T145753,20131102,56598.6261359,2013-11-02T15:01:38.143
IRC+10216,850,Scuba2_00009_20131108T173932,20131108,56604.7370587,2013-11-08T17:41:21.872
IRC+10216,850,scuba2_00026_20131111T134512,20131111,56607.5756245,2013-11-11T13:48:53.958
IRC+10216,850,scuba2_00025_20131113T144919,20131113,56609.6182161,2013-11-13T14:50:13.874
IRC+10216,850,scuba2_00042_20131117T131246,20131117,56613.5534007,2013-11-17T13:16:53.822
IRC+10216,850,scuba2_00030_20131118T132541,20131118,56614.562109,2013-11-18T13:29:26.214
IRC+10216,850,scuba2_00036_20131118T144301,20131118,56614.6167609,2013-11-18T14:48:08.141
IRC+10216,850,scuba2_00051_20131119T125036,20131119,56615.5380351,2013-11-19T12:54:46.231
IRC+10216,850,scuba2_00057_20131119T142626,20131119,56615.6019412,2013-11-19T14:26:47.718
IRC+10216,850,scuba2_00071_20131119T172928,20131119,56615.7308601,2013-11-19T17:32:26.309
IRC+10216,850,scuba2_00062_20131125T172034,20131125,56621.7244028,2013-11-25T17:23:08.400
IRC+10216,850,scuba2_00065_20131125T181424,20131125,56621.7609231,2013-11-25T18:15:43.759
IRC+10216,850,scuba2_00077_20131126T123618,20131126,56622.52786,2013-11-26T12:40:07.101
IRC+10216,850,scuba2_00045_20131127T130027,20131127,56623.544547,2013-11-27T13:04:08.860
IRC+10216,850,scuba2_00051_20131128T115503,20131128,56624.4968615,2013-11-28T11:55:28.830
IRC+10216,850,scuba2_00056_20131128T133037,20131128,56624.5634352,2013-11-28T13:31:20.805
IRC+10216,850,scuba2_00061_20131129T124949,20131129,56625.5350891,2013-11-29T12:50:31.698
IRC+10216,850,scuba2_00063_20131129T133615,20131129,56625.5673554,2013-11-29T13:36:59.507
IRC+10216,850,scuba2_00066_20131129T142654,20131129,56625.6025841,2013-11-29T14:27:43.268
IRC+10216,850,scuba2_00063_20131206T130842,20131206,56632.5494383,2013-12-06T13:11:11.466
IRC+10216,850,scuba2_00038_20131213T111016,20131213,56639.4659587,2013-12-13T11:10:58.830
IRC+10216,850,scuba2_00024_20131214T111345,20131214,56640.4683737,2013-12-14T11:14:27.486
IRC+10216,850,scuba2_00027_20131214T123902,20131214,56640.5276247,2013-12-14T12:39:46.776
IRC+10216,850,scuba2_00043_20131214T153554,20131214,56640.6524948,2013-12-14T15:39:35.548
IRC+10216,850,scuba2_00024_20131227T102412,20131227,56653.4361633,2013-12-27T10:28:04.511
IRC+10216,850,scuba2_00041_20131227T143821,20131227,56653.6119093,2013-12-27T14:41:08.964
IRC+10216,850,scuba2_00032_20140109T095835,20140109,56666.4169159,2014-01-09T10:00:21.532
IRC+10216,850,scuba2_00046_20140109T155708,20140109,56666.6660793,2014-01-09T15:59:09.251
IRC+10216,850,scuba2_00035_20140110T095258,20140110,56667.413444,2014-01-10T09:55:21.566
IRC+10216,850,scuba2_00054_20140110T153101,20140110,56667.6468719,2014-01-10T15:31:29.733
IRC+10216,850,scuba2_00032_20140111T093618,20140111,56668.400463,2014-01-11T09:36:39.999
IRC+10216,850,scuba2_00033_20140111T095605,20140111,56668.4142377,2014-01-11T09:56:30.134
IRC+10216,850,scuba2_00039_20140111T120056,20140111,56668.5009161,2014-01-11T12:01:19.150
IRC+10216,850,scuba2_00049_20140111T140506,20140111,56668.5885319,2014-01-11T14:07:29.152
IRC+10216,850,scuba2_00030_20140115T101722,20140115,56672.4298885,2014-01-15T10:19:02.365
IRC+10216,850,scuba2_00045_20140115T153037,20140115,56672.6492633,2014-01-15T15:34:56.345
IRC+10216,850,scuba2_00025_20140119T083249,20140119,56676.3578266,2014-01-19T08:35:16.217
IRC+10216,850,scuba2_00030_20140119T100951,20140119,56676.4240054,2014-01-19T10:10:34.065
IRC+10216,850,scuba2_00054_20140119T140919,20140119,56676.5914485,2014-01-19T14:11:41.151
IRC+10216,850,scuba2_00057_20140119T150317,20140119,56676.6277796,2014-01-19T15:04:00.161
IRC+10216,850,scuba2_00030_20140122T083447,20140122,56679.3601661,2014-01-22T08:38:38.352
IRC+10216,850,scuba2_00034_20140122T093432,20140122,56679.3994805,2014-01-22T09:35:15.115
IRC+10216,850,scuba2_00021_20140123T132356,20140123,56680.5609443,2014-01-23T13:27:45.588
IRC+10216,850,scuba2_00028_20140123T151230,20140123,56680.6341754,2014-01-23T15:13:12.756
IRC+10216,850,scuba2_00021_20140126T082128,20140126,56683.3509096,2014-01-26T08:25:18.590
IRC+10216,850,scuba2_00027_20140126T100323,20140126,56683.4195356,2014-01-26T10:04:07.875
IRC+10216,850,scuba2_00032_20140126T112708,20140126,56683.4776349,2014-01-26T11:27:47.658
IRC+10216,850,scuba2_00036_20140126T123808,20140126,56683.5271749,2014-01-26T12:39:07.914
IRC+10216,850,scuba2_00041_20140126T141158,20140126,56683.5921824,2014-01-26T14:12:44.563
IRC+10216,850,scuba2_00023_20140127T080125,20140127,56684.3370448,2014-01-27T08:05:20.668
IRC+10216,850,scuba2_00028_20140127T093555,20140127,56684.4004447,2014-01-27T09:36:38.418
IRC+10216,850,scuba2_00032_20140127T110632,20140127,56684.4634087,2014-01-27T11:07:18.513
IRC+10216,850,scuba2_00036_20140127T122645,20140127,56684.5202039,2014-01-27T12:29:05.620
IRC+10216,850,scuba2_00040_20140127T135936,20140127,56684.5836074,2014-01-27T14:00:23.683
IRC+10216,850,scuba2_00046_20140127T153549,20140127,56684.6503648,2014-01-27T15:36:31.518
IRC+10216,850,scuba2_00030_20140202T134347,20140202,56690.5748057,2014-02-02T13:47:43.209
IRC+10216,850,scuba2_00023_20140203T131658,20140203,56691.5537174,2014-02-03T13:17:21.184
IRC+10216,850,scuba2_00040_20140211T115005,20140211,56699.495234,2014-02-11T11:53:08.220
IRC+10216,850,scuba2_00047_20140211T133938,20140211,56699.5707503,2014-02-11T13:41:52.823
IRC+10216,850,scuba2_00017_20140212T065003,20140212,56700.2875201,2014-02-12T06:54:01.736
IRC+10216,850,scuba2_00024_20140212T083746,20140212,56700.3600608,2014-02-12T08:38:29.250
IRC+10216,850,scuba2_00047_20140212T140309,20140212,56700.5868757,2014-02-12T14:05:06.060
IRC+10216,850,scuba2_00038_20140220T112300,20140220,56708.4761253,2014-02-20T11:25:37.222
IRC+10216,850,scuba2_00045_20140220T130515,20140220,56708.5458282,2014-02-20T13:05:59.553
IRC+10216,850,scuba2_00048_20140220T135504,20140220,56708.5803894,2014-02-20T13:55:45.640
IRC+10216,850,scuba2_00020_20140221T062055,20140221,56709.266591,2014-02-21T06:23:53.466
IRC+10216,850,scuba2_00025_20140221T075606,20140221,56709.3311281,2014-02-21T07:56:49.465
IRC+10216,850,scuba2_00029_20140221T092626,20140221,56709.3938862,2014-02-21T09:27:11.768
IRC+10216,850,scuba2_00013_20140223T061126,20140223,56711.2596976,2014-02-23T06:13:57.871
IRC+10216,850,scuba2_00019_20140223T075316,20140223,56711.3291849,2014-02-23T07:54:01.574
IRC+10216,850,scuba2_00023_20140223T092306,20140223,56711.3915619,2014-02-23T09:23:50.944
IRC+10216,850,scuba2_00030_20140223T110805,20140223,56711.4656484,2014-02-23T11:10:32.019
IRC+10216,850,scuba2_00034_20140223T124226,20140223,56711.5299904,2014-02-23T12:43:11.168
IRC+10216,850,scuba2_00016_20140225T062740,20140225,56713.2727469,2014-02-25T06:32:45.333
IRC+10216,850,scuba2_00023_20140225T081956,20140225,56713.3476981,2014-02-25T08:20:41.113
IRC+10216,850,scuba2_00041_20140225T124544,20140225,56713.5341378,2014-02-25T12:49:09.507
IRC+10216,850,scuba2_00014_20140301T063951,20140301,56717.2793463,2014-03-01T06:42:15.524
IRC+10216,850,scuba2_00021_20140301T083352,20140301,56717.3573965,2014-03-01T08:34:39.059
IRC+10216,850,scuba2_00031_20140301T103517,20140301,56717.4428756,2014-03-01T10:37:44.448
IRC+10216,850,scuba2_00040_20140301T124008,20140301,56717.5283648,2014-03-01T12:40:50.716
IRC+10216,850,scuba2_00036_20140311T101205,20140311,56727.4257601,2014-03-11T10:13:05.672
IRC+10216,850,scuba2_00024_20140313T102301,20140313,56729.4353306,2014-03-13T10:26:52.560
IRC+10216,850,scuba2_00028_20140313T115724,20140313,56729.4986937,2014-03-13T11:58:07.137
IRC+10216,850,scuba2_00014_20140314T070137,20140314,56730.2933085,2014-03-14T07:02:21.855
IRC+10216,850,scuba2_00021_20140314T084728,20140314,56730.3667878,2014-03-14T08:48:10.462
IRC+10216,850,scuba2_00029_20140314T104323,20140314,56730.4484931,2014-03-14T10:45:49.805
IRC+10216,850,Scuba2_00009_20140314T051542,20140314,56730.2219021,2014-03-14T05:19:32.340
IRC+10216,850,scuba2_00010_20140315T050906,20140315,56731.2173241,2014-03-15T05:12:56.802
IRC+10216,850,scuba2_00022_20140315T075742,20140315,56731.3339271,2014-03-15T08:00:51.300
IRC+10216,850,scuba2_00027_20140315T094244,20140315,56731.4053435,2014-03-15T09:43:41.678
IRC+10216,850,scuba2_00013_20140318T063122,20140318,56734.2722918,2014-03-18T06:32:06.015
IRC+10216,850,Scuba2_00009_20140318T045731,20140318,56734.2092906,2014-03-18T05:01:22.709
IRC+10216,850,scuba2_00014_20140319T062654,20140319,56735.2689608,2014-03-19T06:27:18.210
IRC+10216,850,scuba2_00032_20140319T102503,20140319,56735.4343624,2014-03-19T10:25:28.915
IRC+10216,850,Scuba2_00009_20140319T051048,20140319,56735.2184689,2014-03-19T05:14:35.716
IRC+10216,850,scuba2_00028_20140320T064049,20140320,56736.2807594,2014-03-20T06:44:17.614
IRC+10216,850,scuba2_00042_20140320T091950,20140320,56736.3890692,2014-03-20T09:20:15.576
IRC+10216,850,scuba2_00050_20140320T111004,20140320,56736.4668914,2014-03-20T11:12:19.415
IRC+10216,850,scuba2_00015_20140321T055229,20140321,56737.2472844,2014-03-21T05:56:05.374
IRC+10216,850,scuba2_00037_20140321T103954,20140321,56737.4446323,2014-03-21T10:40:16.230
IRC+10216,850,scuba2_00019_20140404T084329,20140404,56751.3641582,2014-04-04T08:44:23.273
IRC+10216,850,Scuba2_00008_20140404T050744,20140404,56751.216211,2014-04-04T05:11:20.629
IRC+10216,850,Scuba2_00009_20140405T045327,20140405,56752.206301,2014-04-05T04:57:04.403
IRC+10216,850,scuba2_00012_20140406T081129,20140406,56753.3428192,2014-04-06T08:13:39.578
IRC+10216,850,Scuba2_00008_20140407T050757,20140407,56754.2163115,2014-04-07T05:11:29.316
IRC+10216,850,scuba2_00044_20140408T103305,20140408,56755.4406607,2014-04-08T10:34:33.083
IRC+10216,850,scuba2_00011_20140409T052442,20140409,56756.2278957,2014-04-09T05:28:10.193
IRC+10216,850,scuba2_00013_20140414T055634,20140414,56761.2481512,2014-04-14T05:57:20.260
IRC+10216,850,scuba2_00022_20140414T072513,20140414,56761.3108201,2014-04-14T07:27:34.856
IRC+10216,850,scuba2_00026_20140414T084421,20140414,56761.3651297,2014-04-14T08:45:47.205
IRC+10216,850,scuba2_00030_20140414T095610,20140414,56761.4145086,2014-04-14T09:56:53.547
IRC+10216,850,scuba2_0009_20140414T044209,20140414,56761.1984019,2014-04-14T04:45:41.927
IRC+10216,850,scuba2_00023_20140415T074813,20140415,56762.3257948,2014-04-15T07:49:08.667
IRC+10216,850,scuba2_00029_20140415T090555,20140415,56762.3796384,2014-04-15T09:06:40.761
IRC+10216,850,scuba2_00034_20140415T094856,20140415,56762.4094902,2014-04-15T09:49:39.949
IRC+10216,850,scuba2_00013_20140416T044444,20140416,56763.2006128,2014-04-16T04:48:52.943
IRC+10216,850,scuba2_00024_20140416T073211,20140416,56763.3154372,2014-04-16T07:34:13.772
IRC+10216,850,scuba2_00029_20140416T090710,20140416,56763.3805068,2014-04-16T09:07:55.790
IRC+10216,850,scuba2_00037_20140416T105115,20140416,56763.4532233,2014-04-16T10:52:38.494
IRC+10216,850,scuba2_00020_20140417T044357,20140417,56764.1974537,2014-04-17T04:44:20.003
IRC+10216,850,scuba2_00034_20140417T082756,20140417,56764.3532865,2014-04-17T08:28:43.955
IRC+10216,850,scuba2_00031_20140509T064106,20140509,56786.2788006,2014-05-09T06:41:28.372
IRC+10216,850,scuba2_00013_20140511T060758,20140511,56788.2570686,2014-05-11T06:10:10.724
IRC+10216,850,scuba2_00019_20140511T074750,20140511,56788.325416,2014-05-11T07:48:35.945
IRC+10216,850,scuba2_00012_20140512T060255,20140512,56789.2523486,2014-05-12T06:03:22.916
IRC+10216,850,scuba2_00012_20140515T060243,20140515,56792.2527364,2014-05-15T06:03:56.423
IRC+10216,850,scuba2_00019_20140515T072025,20140515,56792.3065533,2014-05-15T07:21:26.202
IRC+10216,850,scuba2_00029_20140517T063608,20140517,56794.2763285,2014-05-17T06:37:54.778
IRC+10216,850,scuba2_00035_20140530T065712,20140530,56807.2899592,2014-05-30T06:57:32.471
IRC+10216,850,scuba2_00010_20140601T045551,20140601,56809.2070559,2014-06-01T04:58:09.626
IRC+10216,850,scuba2_00016_20140601T063345,20140601,56809.2739391,2014-06-01T06:34:28.338
IRC+10216,850,scuba2_00012_20140606T055447,20140606,56814.2476798,2014-06-06T05:56:39.533
IRC+10216,850,scuba2_00010_20140607T045659,20140607,56815.2067894,2014-06-07T04:57:46.601
IRC+10216,850,scuba2_00014_20140607T062935,20140607,56815.2710644,2014-06-07T06:30:19.960
IRC+10216,850,scuba2_00011_20140614T053221,20140614,56822.2321013,2014-06-14T05:34:13.548
IRC+10216,850,scuba2_0008_20140615T050823,20140615,56823.2155712,2014-06-15T05:10:25.353
IRC+10216,850,scuba2_0009_20140618T051700,20140618,56826.2214672,2014-06-18T05:18:54.770
IRC+10216,850,scuba2_00014_20140619T055219,20140619,56827.2449253,2014-06-19T05:52:41.548
IRC+10216,850,scuba2_0009_20140619T050434,20140619,56827.2128805,2014-06-19T05:06:32.875
IRC+10216,850,scuba2_00014_20140620T052812,20140620,56828.228422,2014-06-20T05:28:55.660
IRC+10216,850,scuba2_0009_20140620T035416,20140620,56828.1643025,2014-06-20T03:56:35.735
IRC+10216,850,scuba2_00021_20140621T034825,20140621,56829.1602398,2014-06-21T03:50:44.720
IRC+10216,850,scuba2_00026_20140621T052605,20140621,56829.226956,2014-06-21T05:26:49.000
IRC+10216,850,scuba2_00078_20140824T181552,20140824,56893.7637976,2014-08-24T18:19:52.113
IRC+10216,850,scuba2_00085_20140824T193016,20140824,56893.8152237,2014-08-24T19:33:55.326
IRC+10216,850,scuba2_00046_20140825T181136,20140825,56894.7597706,2014-08-25T18:14:04.184
IRC+10216,850,scuba2_00086_20140828T175519,20140828,56897.7495043,2014-08-28T17:59:17.176
IRC+10216,850,scuba2_00046_20141016T191629,20141016,56946.8033749,2014-10-16T19:16:51.596
IRC+10216,850,scuba2_00057_20141024T145012,20141024,56954.6184441,2014-10-24T14:50:33.574
IRC+10216,850,scuba2_00077_20141024T185913,20141024,56954.7927671,2014-10-24T19:01:35.080
IRC+10216,850,scuba2_00082_20141024T200530,20141024,56954.8394981,2014-10-24T20:08:52.634
IRC+10216,850,scuba2_00049_20141026T145806,20141026,56956.6253768,2014-10-26T15:00:32.557
IRC+10216,850,scuba2_00057_20141027T143529,20141027,56957.6086869,2014-10-27T14:36:30.552
IRC+10216,850,scuba2_00073_20141027T180710,20141027,56957.7552721,2014-10-27T18:07:35.511
IRC+10216,850,scuba2_00050_20141028T141433,20141028,56958.5949936,2014-10-28T14:16:47.443
IRC+10216,850,scuba2_00055_20141028T155032,20141028,56958.6606218,2014-10-28T15:51:17.721
IRC+10216,850,scuba2_00071_20141028T185631,20141028,56958.7909344,2014-10-28T18:58:56.734
IRC+10216,850,scuba2_00047_20141029T134024,20141029,56959.5718068,2014-10-29T13:43:24.106
IRC+10216,850,scuba2_00052_20141029T152229,20141029,56959.6411234,2014-10-29T15:23:13.063
IRC+10216,850,scuba2_00066_20141029T185203,20141029,56959.7863942,2014-10-29T18:52:24.456
IRC+10216,850,scuba2_00051_20141030T160725,20141030,56960.6742836,2014-10-30T16:10:58.103
IRC+10216,850,scuba2_00054_20141031T135757,20141031,56961.5847685,2014-10-31T14:02:03.998
IRC+10216,850,scuba2_00059_20141031T153737,20141031,56961.651664,2014-10-31T15:38:23.769
IRC+10216,850,scuba2_00072_20141031T184458,20141031,56961.782712,2014-10-31T18:47:06.315
IRC+10216,850,scuba2_00049_20141109T135051,20141109,56970.5772894,2014-11-09T13:51:17.802
IRC+10216,850,scuba2_00055_20141109T153202,20141109,56970.6478029,2014-11-09T15:32:50.168
IRC+10216,850,scuba2_00082_20141109T203204,20141109,56970.8577081,2014-11-09T20:35:05.976
IRC+10216,850,scuba2_00058_20141112T135550,20141112,56973.580696,2014-11-12T13:56:12.134
IRC+10216,850,scuba2_00074_20141116T183444,20141116,56977.7762913,2014-11-16T18:37:51.572
IRC+10216,850,scuba2_00071_20141118T122925,20141118,56979.5234441,2014-11-18T12:33:45.567
IRC+10216,850,scuba2_00076_20141118T140805,20141118,56979.5894755,2014-11-18T14:08:50.686
IRC+10216,850,scuba2_00098_20141118T181736,20141118,56979.7644324,2014-11-18T18:20:46.956
IRC+10216,850,scuba2_00058_20141120T124330,20141120,56981.5329155,2014-11-20T12:47:23.898
IRC+10216,850,scuba2_00062_20141120T141659,20141120,56981.5956597,2014-11-20T14:17:44.997
IRC+10216,850,scuba2_00086_20141120T192234,20141120,56981.8080501,2014-11-20T19:23:35.529
IRC+10216,850,scuba2_00060_20141121T173007,20141121,56982.7296017,2014-11-21T17:30:37.583
IRC+10216,850,scuba2_00066_20141121T184547,20141121,56982.7841589,2014-11-21T18:49:11.333
IRC+10216,850,scuba2_00063_20141122T170723,20141122,56983.7140316,2014-11-22T17:08:12.332
IRC+10216,850,scuba2_00069_20141122T185350,20141122,56983.787696,2014-11-22T18:54:16.931
IRC+10216,850,scuba2_00042_20141123T124050,20141123,56984.531025,2014-11-23T12:44:40.563
IRC+10216,850,scuba2_00051_20141123T144651,20141123,56984.6182434,2014-11-23T14:50:16.231
